measure,ngram_n,rank,pattern,count,share,level,book,run_label
word_count,2,1,13-14,12,0.01259182,verse,deuteronomy,control_top200
word_count,2,2,15-12,10,0.01049318,verse,deuteronomy,control_top200
word_count,2,3,17-12,9,0.00944386,verse,deuteronomy,control_top200
word_count,2,4,11-11,8,0.00839454,verse,deuteronomy,control_top200
word_count,2,5,10-9,8,0.00839454,verse,deuteronomy,control_top200
word_count,2,6,12-14,8,0.00839454,verse,deuteronomy,control_top200
word_count,2,7,16-8,7,0.00734523,verse,deuteronomy,control_top200
word_count,2,8,11-12,7,0.00734523,verse,deuteronomy,control_top200
word_count,2,9,16-11,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,10,7-16,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,11,20-11,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,12,18-14,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,13,13-17,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,14,16-13,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,15,10-17,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,16,14-11,6,0.00629591,verse,deuteronomy,control_top200
word_count,2,17,17-8,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,18,8-14,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,19,15-19,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,20,19-11,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,21,11-22,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,22,11-17,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,23,8-10,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,24,13-13,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,25,14-15,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,26,17-15,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,27,12-12,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,28,16-20,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,29,12-10,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,30,18-12,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,31,14-13,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,32,12-19,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,33,7-12,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,34,15-13,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,35,12-7,5,0.00524659,verse,deuteronomy,control_top200
word_count,2,36,19-17,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,37,20-10,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,38,9-13,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,39,11-9,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,40,9-17,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,41,7-13,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,42,13-21,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,43,6-16,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,44,9-16,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,45,22-17,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,46,22-13,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,47,10-16,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,48,14-25,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,49,21-13,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,50,22-14,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,51,12-11,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,52,18-27,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,53,12-20,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,54,17-23,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,55,11-14,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,56,14-20,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,57,20-22,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,58,21-10,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,59,10-13,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,60,10-18,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,61,18-9,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,62,9-15,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,63,19-10,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,64,13-16,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,65,6-12,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,66,12-13,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,67,14-10,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,68,14-19,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,69,8-11,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,70,8-8,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,71,15-11,4,0.00419727,verse,deuteronomy,control_top200
word_count,2,72,10-19,3,0.00314795,verse,deuteronomy,control_top200
word_count,2,73,17-11,3,0.00314795,verse,deuteronomy,control_top200
word_count,2,74,11-23,3,0.00314795,verse,deuteronomy,control_top200
word_count,2,75,23-20,3,0.00314795,verse,deuteronomy,control_top200
word_count,2,76,13-6,3,0.00314795,verse,deuteronomy,control_top200
