metric,observed,null_mean,null_sd,z,empirical_p,book,level,shape_field,n_segments,vocab_size,split_mode,transition_accent_mode,empirical_p_tail,n_train_bigrams,n_test_bigrams
unigram_entropy,2.80722267,2.80722267,0,0,,numbers,minor,transition_bucket_shape,4495,20,chronological,accent_words,,,
conditional_entropy,2.7514303,2.77102432,0.00296258,-6.613832,0.00199601,numbers,minor,transition_bucket_shape,4495,20,chronological,accent_words,lower,,
entropy_reduction,0.05579237,0.03619835,0.00296258,6.613832,0.00199601,numbers,minor,transition_bucket_shape,4495,20,chronological,accent_words,upper,,
in_sample_next_accuracy,0.32309746,0.31767957,0.00150885,3.590742,0.00998004,numbers,minor,transition_bucket_shape,4495,20,chronological,accent_words,upper,,
cv_next_accuracy,0.27474972,0.31050278,0.01420411,-2.517093,0.99800399,numbers,minor,transition_bucket_shape,4495,20,chronological,accent_words,upper,3595,899
unigram_entropy,3.64139153,3.64139153,0,0,,numbers,minor,transition_exact_shape,4495,53,chronological,accent_words,,,
conditional_entropy,3.44043457,3.49416738,0.00556736,-9.651401,0.00199601,numbers,minor,transition_exact_shape,4495,53,chronological,accent_words,lower,,
entropy_reduction,0.20095696,0.14722415,0.00556736,9.651401,0.00199601,numbers,minor,transition_exact_shape,4495,53,chronological,accent_words,upper,,
in_sample_next_accuracy,0.23520249,0.22082955,0.00211463,6.796893,0.00199601,numbers,minor,transition_exact_shape,4495,53,chronological,accent_words,upper,,
cv_next_accuracy,0.19577308,0.20178865,0.01320442,-0.455573,0.66866267,numbers,minor,transition_exact_shape,4495,53,chronological,accent_words,upper,3595,899
unigram_entropy,4.63965939,4.63965939,0,0,,numbers,major,transition_bucket_shape,2435,54,chronological,accent_words,,,
conditional_entropy,4.03907762,4.19020451,0.01188854,-12.711983,0.00199601,numbers,major,transition_bucket_shape,2435,54,chronological,accent_words,lower,,
entropy_reduction,0.60058176,0.44945488,0.01188854,12.711983,0.00199601,numbers,major,transition_bucket_shape,2435,54,chronological,accent_words,upper,,
in_sample_next_accuracy,0.1852917,0.14483895,0.00316173,12.794504,0.00199601,numbers,major,transition_bucket_shape,2435,54,chronological,accent_words,upper,,
cv_next_accuracy,0.07802875,0.1007885,0.01345538,-1.691498,0.96606786,numbers,major,transition_bucket_shape,2435,54,chronological,accent_words,upper,1947,487
unigram_entropy,6.07902407,6.07902407,0,0,,numbers,major,transition_exact_shape,2435,226,chronological,accent_words,,,
conditional_entropy,4.02228121,4.21538575,0.0160196,-12.054268,0.00199601,numbers,major,transition_exact_shape,2435,226,chronological,accent_words,lower,,
entropy_reduction,2.05674286,1.86363832,0.0160196,12.054268,0.00199601,numbers,major,transition_exact_shape,2435,226,chronological,accent_words,upper,,
in_sample_next_accuracy,0.21569433,0.1665341,0.00304524,16.143287,0.00199601,numbers,major,transition_exact_shape,2435,226,chronological,accent_words,upper,,
cv_next_accuracy,0.06365503,0.05133881,0.01026529,1.199792,0.13173653,numbers,major,transition_exact_shape,2435,226,chronological,accent_words,upper,1947,487
unigram_entropy,4.8455279,4.8455279,0,0,,numbers,verse,transition_bucket_shape,1284,46,chronological,accent_words,,,
conditional_entropy,3.85778401,4.08968372,0.01950247,-11.890787,0.00199601,numbers,verse,transition_bucket_shape,1284,46,chronological,accent_words,lower,,
entropy_reduction,0.98774389,0.75584418,0.01950247,11.890787,0.00199601,numbers,verse,transition_bucket_shape,1284,46,chronological,accent_words,upper,,
in_sample_next_accuracy,0.17614965,0.13540452,0.0044868,9.081102,0.00199601,numbers,verse,transition_bucket_shape,1284,46,chronological,accent_words,upper,,
cv_next_accuracy,0.05836576,0.06266148,0.01509572,-0.284566,0.65469062,numbers,verse,transition_bucket_shape,1284,46,chronological,accent_words,upper,1026,257
unigram_entropy,7.59982501,7.59982501,0,0,,numbers,verse,transition_exact_shape,1284,332,chronological,accent_words,,,
conditional_entropy,2.43805016,2.66308977,0.00933841,-24.09828,0.00199601,numbers,verse,transition_exact_shape,1284,332,chronological,accent_words,lower,,
entropy_reduction,5.16177485,4.93673525,0.00933841,24.09828,0.00199601,numbers,verse,transition_exact_shape,1284,332,chronological,accent_words,upper,,
in_sample_next_accuracy,0.3390491,0.28073578,0.00317363,18.374323,0.00199601,numbers,verse,transition_exact_shape,1284,332,chronological,accent_words,upper,,
cv_next_accuracy,0.01167315,0.01119066,0.00631969,0.076347,0.56287425,numbers,verse,transition_exact_shape,1284,332,chronological,accent_words,upper,1026,257
