from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P<=4_A4_C0,P5-6_A6-7_C0,25,0.05411255,0.01846907,2.92990142,8.566,2.76567205,5.942136,0.00199601,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P<=4_A2_C0,127,0.35180055,0.25611927,1.37358096,92.316,7.97567343,4.348724,0.00199601,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P5-6_A4_C0,41,0.12893082,0.07699154,1.6746101,24.15,4.40616939,3.824183,0.00199601,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A6-7_C0,P<=4_A4_C0,18,0.21686747,0.10280374,2.10952903,8.442,2.73011778,3.500948,0.00199601,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A0-1_C0,120,0.10425717,0.08032933,1.29787178,91.898,8.34018665,3.369469,0.00399202,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A0-1_C0,53,0.11471861,0.08032933,1.42810375,37.22,5.65575593,2.790078,0.00399202,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A3_C0,483,0.34134276,0.31508678,1.08332934,444.416,13.90545459,2.774738,0.00798403,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A4_C0,47,0.14779874,0.10280374,1.43767867,33.156,5.12759676,2.6999,0.00598802,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P<=4_A3_C0,63,0.40384615,0.31508678,1.28169817,48.938,5.76338348,2.439886,0.01397206,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P5-6_A4_C0,34,0.0982659,0.07699154,1.27632063,26.384,4.71348894,1.615788,0.08183633,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P7-9_A6-7_C0,17,0.04913295,0.03449043,1.4245385,11.914,3.35934136,1.513987,0.10179641,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A2_C0,312,0.27106864,0.25611927,1.05836877,294.22,13.24758835,1.342131,0.11177645,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P10-12_A8+_C0,P<=4_A3_C0,17,0.38636364,0.31508678,1.22621341,13.752,2.92499696,1.110429,0.17964072,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P<=4_A2_C0,97,0.28034682,0.25611927,1.0945948,88.61,7.78145244,1.078205,0.1497006,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P10-12_A8+_C0,17,0.01201413,0.00979083,1.22707999,13.904,2.99745784,1.032875,0.18762475,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A3_C0,23,0.01625442,0.01379617,1.17818306,19.588,3.54505159,0.962468,0.20159681,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P<=4_A4_C0,42,0.11634349,0.10280374,1.13170486,37.37,5.51415559,0.839657,0.22754491,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P5-6_A5_C0,28,0.08092486,0.07076101,1.14363617,24.114,4.71013532,0.825029,0.23353293,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P5-6_A5_C0,29,0.08033241,0.07076101,1.13526368,25.484,4.81748485,0.729841,0.26546906,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P7-9_A6-7_C0,53,0.03745583,0.03449043,1.08597743,49.646,5.81345651,0.576937,0.31137725,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A4_C0,113,0.07985866,0.07699154,1.03723932,108.95,8.17638101,0.495329,0.32934132,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A3_C0,368,0.31972198,0.31508678,1.01471086,363.474,13.41018232,0.337505,0.36926148,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A3_C0,P<=4_A2_C0,17,0.27419355,0.25611927,1.07056977,15.958,3.49523523,0.29812,0.41117764,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P5-6_A5_C0,83,0.07211121,0.07076101,1.01908103,81.358,7.51817011,0.218404,0.45908184,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P<=4_A0-1_C0,29,0.08381503,0.08032933,1.04339263,28.046,4.83970345,0.19712,0.43113772,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A6-7_C0,P<=4_A3_C0,27,0.3253012,0.31508678,1.03241781,26.356,4.06870652,0.158281,0.47305389,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A4_C0,120,0.10425717,0.10280374,1.0141379,118.664,8.72578838,0.153109,0.45508982,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A3_C0,P<=4_A3_C0,20,0.32258065,0.31508678,1.02378349,19.716,3.46227073,0.082027,0.52295409,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P5-6_A5_C0,23,0.07232704,0.07076101,1.02213124,22.872,4.367352,0.029308,0.51297405,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P5-6_A5_C0,31,0.06709957,0.07076101,0.94825615,32.492,4.9378843,-0.302154,0.66467066,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A4_C0,45,0.0974026,0.10280374,0.94746163,47.488,6.07516842,-0.409536,0.68063872,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P5-6_A4_C0,33,0.07142857,0.07699154,0.92774566,35.742,5.56393302,-0.492817,0.73053892,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A2_C0,112,0.24242424,0.25611927,0.94652871,118.012,8.53942032,-0.704029,0.78842315,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A0-1_C0,22,0.06918239,0.08032933,0.86123452,25.546,4.69424711,-0.755393,0.79441118,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A2_C0,352,0.24876325,0.25611927,0.97127893,362.752,14.17393017,-0.758576,0.78043912,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A5_C0,94,0.0664311,0.07076101,0.93880925,100.394,8.38757813,-0.762318,0.79441118,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A6-7_C0,22,0.0155477,0.01846907,0.84182383,26.074,4.29714497,-0.948071,0.8502994,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A2_C0,74,0.2327044,0.25611927,0.90857827,81.296,7.39823301,-0.986181,0.85429142,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P7-9_A6-7_C0,34,0.02953953,0.03449043,0.85645582,39.502,5.22461378,-1.053092,0.87225549,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A3_C0,133,0.28787879,0.31508678,0.9136492,145.706,9.58160625,-1.326082,0.92015968,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,accent_words
