metric,observed,null_mean,null_sd,z,empirical_p,book,level,shape_field,n_segments,vocab_size,split_mode,transition_accent_mode,empirical_p_tail,n_train_bigrams,n_test_bigrams
unigram_entropy,3.03856415,3.03856415,0,0,,genesis,minor,transition_bucket_shape,5747,22,random,taam_events,,,
conditional_entropy,2.98882017,3.00337687,0.00257184,-5.660036,0.00398406,genesis,minor,transition_bucket_shape,5747,22,random,taam_events,lower,,
entropy_reduction,0.04974398,0.03518728,0.00257184,5.660036,0.00398406,genesis,minor,transition_bucket_shape,5747,22,random,taam_events,upper,,
in_sample_next_accuracy,0.26853463,0.26760668,0.00107788,0.860905,0.23505976,genesis,minor,transition_bucket_shape,5747,22,random,taam_events,upper,,
cv_next_accuracy,0.26347826,0.26072,0.01099033,0.250972,0.41832669,genesis,minor,transition_bucket_shape,5747,22,random,taam_events,upper,4596,1150
unigram_entropy,4.21792664,4.21792664,0,0,,genesis,minor,transition_exact_shape,5747,71,random,taam_events,,,
conditional_entropy,3.98653821,4.01453355,0.00528904,-5.29309,0.00398406,genesis,minor,transition_exact_shape,5747,71,random,taam_events,lower,,
entropy_reduction,0.23138844,0.20339309,0.00528904,5.29309,0.00398406,genesis,minor,transition_exact_shape,5747,71,random,taam_events,upper,,
in_sample_next_accuracy,0.17020536,0.1641803,0.00164531,3.661963,0.00398406,genesis,minor,transition_exact_shape,5747,71,random,taam_events,upper,,
cv_next_accuracy,0.16173913,0.144,0.00927722,1.912118,0.02788845,genesis,minor,transition_exact_shape,5747,71,random,taam_events,upper,4596,1150
unigram_entropy,4.64246121,4.64246121,0,0,,genesis,major,transition_bucket_shape,2996,56,random,taam_events,,,
conditional_entropy,4.22829379,4.25199691,0.0104228,-2.27416,0.01195219,genesis,major,transition_bucket_shape,2996,56,random,taam_events,lower,,
entropy_reduction,0.41416742,0.3904643,0.0104228,2.27416,0.01195219,genesis,major,transition_bucket_shape,2996,56,random,taam_events,upper,,
in_sample_next_accuracy,0.14056761,0.13029716,0.00296229,3.467068,0.00796813,genesis,major,transition_bucket_shape,2996,56,random,taam_events,upper,,
cv_next_accuracy,0.09348915,0.08608347,0.01092299,0.67799,0.28685259,genesis,major,transition_bucket_shape,2996,56,random,taam_events,upper,2396,599
unigram_entropy,6.68324612,6.68324612,0,0,,genesis,major,transition_exact_shape,2996,296,random,taam_events,,,
conditional_entropy,4.24713899,4.25874314,0.01427984,-0.812625,0.20717131,genesis,major,transition_exact_shape,2996,296,random,taam_events,lower,,
entropy_reduction,2.43610713,2.42450297,0.01427984,0.812625,0.20717131,genesis,major,transition_exact_shape,2996,296,random,taam_events,upper,,
in_sample_next_accuracy,0.16293823,0.15476728,0.0024148,3.3837,0.00398406,genesis,major,transition_exact_shape,2996,296,random,taam_events,upper,,
cv_next_accuracy,0.04173623,0.03238731,0.00729309,1.281886,0.13545817,genesis,major,transition_exact_shape,2996,296,random,taam_events,upper,2396,599
unigram_entropy,4.37406812,4.37406812,0,0,,genesis,verse,transition_bucket_shape,1530,42,random,taam_events,,,
conditional_entropy,3.92100288,3.95076611,0.01512498,-1.967819,0.02390438,genesis,verse,transition_bucket_shape,1530,42,random,taam_events,lower,,
entropy_reduction,0.45306524,0.42330201,0.01512498,1.967819,0.02390438,genesis,verse,transition_bucket_shape,1530,42,random,taam_events,upper,,
in_sample_next_accuracy,0.15107914,0.14945193,0.00406528,0.400269,0.38247012,genesis,verse,transition_bucket_shape,1530,42,random,taam_events,upper,,
cv_next_accuracy,0.07189542,0.09396078,0.01650652,-1.336766,0.91633466,genesis,verse,transition_bucket_shape,1530,42,random,taam_events,upper,1223,306
unigram_entropy,7.95478924,7.95478924,0,0,,genesis,verse,transition_exact_shape,1530,408,random,taam_events,,,
conditional_entropy,2.57425702,2.58193451,0.00749284,-1.024643,0.13944223,genesis,verse,transition_exact_shape,1530,408,random,taam_events,lower,,
entropy_reduction,5.38053222,5.37285473,0.00749284,1.024643,0.13944223,genesis,verse,transition_exact_shape,1530,408,random,taam_events,upper,,
in_sample_next_accuracy,0.28580772,0.28342708,0.00271014,0.878421,0.19920319,genesis,verse,transition_exact_shape,1530,408,random,taam_events,upper,,
cv_next_accuracy,0.00980392,0.00637908,0.00449661,0.761649,0.29880478,genesis,verse,transition_exact_shape,1530,408,random,taam_events,upper,1223,306
unigram_entropy,3.12284419,3.12284419,0,0,,exodus,minor,transition_bucket_shape,4509,22,random,taam_events,,,
conditional_entropy,3.05080144,3.07467361,0.00311467,-7.66442,0.00398406,exodus,minor,transition_bucket_shape,4509,22,random,taam_events,lower,,
entropy_reduction,0.07204275,0.04817058,0.00311467,7.66442,0.00398406,exodus,minor,transition_bucket_shape,4509,22,random,taam_events,upper,,
in_sample_next_accuracy,0.26929902,0.269252,0.001133,0.041507,0.46215139,exodus,minor,transition_bucket_shape,4509,22,random,taam_events,upper,,
cv_next_accuracy,0.2405765,0.2621286,0.01318892,-1.634107,0.94820717,exodus,minor,transition_bucket_shape,4509,22,random,taam_events,upper,3606,902
unigram_entropy,4.36498557,4.36498557,0,0,,exodus,minor,transition_exact_shape,4509,73,random,taam_events,,,
conditional_entropy,4.04043097,4.08420598,0.00716119,-6.112811,0.00398406,exodus,minor,transition_exact_shape,4509,73,random,taam_events,lower,,
entropy_reduction,0.3245546,0.28077959,0.00716119,6.112811,0.00398406,exodus,minor,transition_exact_shape,4509,73,random,taam_events,upper,,
in_sample_next_accuracy,0.16659272,0.15881899,0.00193561,4.016162,0.00398406,exodus,minor,transition_exact_shape,4509,73,random,taam_events,upper,,
cv_next_accuracy,0.12971175,0.13103769,0.01086643,-0.122022,0.56972112,exodus,minor,transition_exact_shape,4509,73,random,taam_events,upper,3606,902
unigram_entropy,4.76469115,4.76469115,0,0,,exodus,major,transition_bucket_shape,2350,61,random,taam_events,,,
conditional_entropy,4.19353612,4.23963306,0.01312283,-3.512728,0.00398406,exodus,major,transition_bucket_shape,2350,61,random,taam_events,lower,,
entropy_reduction,0.57115503,0.52505809,0.01312283,3.512728,0.00398406,exodus,major,transition_bucket_shape,2350,61,random,taam_events,upper,,
in_sample_next_accuracy,0.13111963,0.12891443,0.00308416,0.715006,0.2310757,exodus,major,transition_bucket_shape,2350,61,random,taam_events,upper,,
cv_next_accuracy,0.06382979,0.07449362,0.01129476,-0.944139,0.84860558,exodus,major,transition_bucket_shape,2350,61,random,taam_events,upper,1879,470
unigram_entropy,6.81527734,6.81527734,0,0,,exodus,major,transition_exact_shape,2350,294,random,taam_events,,,
conditional_entropy,3.91647006,3.95193861,0.01504573,-2.357384,0.01195219,exodus,major,transition_exact_shape,2350,294,random,taam_events,lower,,
entropy_reduction,2.89880728,2.86333873,0.01504573,2.357384,0.01195219,exodus,major,transition_exact_shape,2350,294,random,taam_events,upper,,
in_sample_next_accuracy,0.18305662,0.17562197,0.00264474,2.811109,0.00398406,exodus,major,transition_exact_shape,2350,294,random,taam_events,upper,,
cv_next_accuracy,0.02765957,0.02737872,0.00787446,0.035666,0.51792829,exodus,major,transition_exact_shape,2350,294,random,taam_events,upper,1879,470
unigram_entropy,4.52157271,4.52157271,0,0,,exodus,verse,transition_bucket_shape,1205,37,random,taam_events,,,
conditional_entropy,3.94701151,3.97501897,0.01834828,-1.526435,0.07569721,exodus,verse,transition_bucket_shape,1205,37,random,taam_events,lower,,
entropy_reduction,0.57456119,0.54655374,0.01834828,1.526435,0.07569721,exodus,verse,transition_bucket_shape,1205,37,random,taam_events,upper,,
in_sample_next_accuracy,0.14451827,0.14522259,0.00420494,-0.167498,0.61354582,exodus,verse,transition_bucket_shape,1205,37,random,taam_events,upper,,
cv_next_accuracy,0.08298755,0.0813278,0.01740285,0.095372,0.49800797,exodus,verse,transition_bucket_shape,1205,37,random,taam_events,upper,963,241
unigram_entropy,8.07161531,8.07161531,0,0,,exodus,verse,transition_exact_shape,1205,409,random,taam_events,,,
conditional_entropy,2.125014,2.13705847,0.00674523,-1.785629,0.03585657,exodus,verse,transition_exact_shape,1205,409,random,taam_events,lower,,
entropy_reduction,5.94660131,5.93455684,0.00674523,1.785629,0.03585657,exodus,verse,transition_exact_shape,1205,409,random,taam_events,upper,,
in_sample_next_accuracy,0.35548173,0.35076412,0.00273317,1.72606,0.05976096,exodus,verse,transition_exact_shape,1205,409,random,taam_events,upper,,
cv_next_accuracy,0.0,0.00592531,0.00506628,-1.169557,1.0,exodus,verse,transition_exact_shape,1205,409,random,taam_events,upper,963,241
unigram_entropy,3.17760142,3.17760142,0,0,,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,,,
conditional_entropy,3.08752705,3.11268748,0.00472142,-5.328995,0.00398406,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,lower,,
entropy_reduction,0.09007437,0.06491394,0.00472142,5.328995,0.00398406,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,upper,,
in_sample_next_accuracy,0.25316867,0.25304387,0.00182444,0.068403,0.45418327,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,upper,,
cv_next_accuracy,0.19318182,0.24366234,0.01656794,-3.046879,1.0,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,upper,2461,616
unigram_entropy,4.44531273,4.44531273,0,0,,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,,,
conditional_entropy,4.02896952,4.07393227,0.00997573,-4.507215,0.00398406,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,lower,,
entropy_reduction,0.41634321,0.37138046,0.00997573,4.507215,0.00398406,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,upper,,
in_sample_next_accuracy,0.15502112,0.15408125,0.0026141,0.359542,0.3625498,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,upper,,
cv_next_accuracy,0.09090909,0.11630519,0.01199009,-2.118091,0.98007968,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,upper,2461,616
unigram_entropy,4.73415216,4.73415216,0,0,,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,,,
conditional_entropy,4.0663173,4.11575192,0.01472409,-3.357396,0.00398406,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,lower,,
entropy_reduction,0.66783486,0.61840024,0.01472409,3.357396,0.00398406,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,upper,,
in_sample_next_accuracy,0.14679449,0.13675255,0.00374804,2.679254,0.02390438,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,upper,,
cv_next_accuracy,0.0748503,0.07022754,0.01362156,0.339371,0.39442231,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,upper,1335,334
unigram_entropy,6.70466184,6.70466184,0,0,,leviticus,major,transition_exact_shape,1670,252,random,taam_events,,,
conditional_entropy,3.61168106,3.65229586,0.01717226,-2.36514,0.01593625,leviticus,major,transition_exact_shape,1670,252,random,taam_events,lower,,
entropy_reduction,3.09298078,3.05236598,0.01717226,2.36514,0.01593625,leviticus,major,transition_exact_shape,1670,252,random,taam_events,upper,,
in_sample_next_accuracy,0.21390054,0.20212103,0.00349081,3.374433,0.00398406,leviticus,major,transition_exact_shape,1670,252,random,taam_events,upper,,
cv_next_accuracy,0.04491018,0.02808383,0.00871328,1.931114,0.07569721,leviticus,major,transition_exact_shape,1670,252,random,taam_events,upper,1335,334
unigram_entropy,4.43145154,4.43145154,0,0,,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,,,
conditional_entropy,3.73875473,3.76631338,0.02268469,-1.214857,0.13545817,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,lower,,
entropy_reduction,0.69269681,0.66513816,0.02268469,1.214857,0.13545817,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,upper,,
in_sample_next_accuracy,0.17873832,0.16666822,0.00554184,2.177993,0.03585657,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,upper,,
cv_next_accuracy,0.11627907,0.08595349,0.02040242,1.486372,0.09561753,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,upper,684,172
unigram_entropy,7.77125121,7.77125121,0,0,,leviticus,verse,transition_exact_shape,857,320,random,taam_events,,,
conditional_entropy,1.95301022,1.94594015,0.00788538,0.896605,0.79282869,leviticus,verse,transition_exact_shape,857,320,random,taam_events,lower,,
entropy_reduction,5.81824098,5.82531105,0.00788538,-0.896605,0.79282869,leviticus,verse,transition_exact_shape,857,320,random,taam_events,upper,,
in_sample_next_accuracy,0.38084112,0.3845,0.00321908,-1.136623,0.90836653,leviticus,verse,transition_exact_shape,857,320,random,taam_events,upper,,
cv_next_accuracy,0.00581395,0.0107907,0.00853659,-0.582989,0.80876494,leviticus,verse,transition_exact_shape,857,320,random,taam_events,upper,684,172
unigram_entropy,3.07901018,3.07901018,0,0,,numbers,minor,transition_bucket_shape,4495,22,random,taam_events,,,
conditional_entropy,3.00948992,3.03275358,0.00373,-6.236903,0.00398406,numbers,minor,transition_bucket_shape,4495,22,random,taam_events,lower,,
entropy_reduction,0.06952026,0.0462566,0.00373,6.236903,0.00398406,numbers,minor,transition_bucket_shape,4495,22,random,taam_events,upper,,
in_sample_next_accuracy,0.27992879,0.27809791,0.00098408,1.860498,0.05577689,numbers,minor,transition_bucket_shape,4495,22,random,taam_events,upper,,
cv_next_accuracy,0.27808676,0.27367742,0.0123429,0.357237,0.35856574,numbers,minor,transition_bucket_shape,4495,22,random,taam_events,upper,3595,899
unigram_entropy,4.31142643,4.31142643,0,0,,numbers,minor,transition_exact_shape,4495,77,random,taam_events,,,
conditional_entropy,3.93797204,4.03275407,0.00713179,-13.290078,0.00398406,numbers,minor,transition_exact_shape,4495,77,random,taam_events,lower,,
entropy_reduction,0.37345439,0.27867236,0.00713179,13.290078,0.00398406,numbers,minor,transition_exact_shape,4495,77,random,taam_events,upper,,
in_sample_next_accuracy,0.18691589,0.17014241,0.00181011,9.26655,0.00398406,numbers,minor,transition_exact_shape,4495,77,random,taam_events,upper,,
cv_next_accuracy,0.15461624,0.14497442,0.01049586,0.918631,0.18326693,numbers,minor,transition_exact_shape,4495,77,random,taam_events,upper,3595,899
unigram_entropy,4.72370796,4.72370796,0,0,,numbers,major,transition_bucket_shape,2435,57,random,taam_events,,,
conditional_entropy,4.09403939,4.25003054,0.01250827,-12.471037,0.00398406,numbers,major,transition_bucket_shape,2435,57,random,taam_events,lower,,
entropy_reduction,0.62966857,0.47367742,0.01250827,12.471037,0.00398406,numbers,major,transition_bucket_shape,2435,57,random,taam_events,upper,,
in_sample_next_accuracy,0.15612161,0.1293673,0.00319159,8.382752,0.00398406,numbers,major,transition_bucket_shape,2435,57,random,taam_events,upper,,
cv_next_accuracy,0.1026694,0.07902259,0.01181263,2.001826,0.0438247,numbers,major,transition_bucket_shape,2435,57,random,taam_events,upper,1947,487
unigram_entropy,6.68394919,6.68394919,0,0,,numbers,major,transition_exact_shape,2435,279,random,taam_events,,,
conditional_entropy,3.84319844,4.05161121,0.01495036,-13.940321,0.00398406,numbers,major,transition_exact_shape,2435,279,random,taam_events,lower,,
entropy_reduction,2.84075075,2.63233797,0.01495036,13.940321,0.00398406,numbers,major,transition_exact_shape,2435,279,random,taam_events,upper,,
in_sample_next_accuracy,0.21487264,0.16918159,0.00275933,16.558742,0.00398406,numbers,major,transition_exact_shape,2435,279,random,taam_events,upper,,
cv_next_accuracy,0.07392197,0.03046407,0.00790926,5.494558,0.00398406,numbers,major,transition_exact_shape,2435,279,random,taam_events,upper,1947,487
unigram_entropy,4.74753861,4.74753861,0,0,,numbers,verse,transition_bucket_shape,1284,47,random,taam_events,,,
conditional_entropy,3.82710893,4.0435099,0.01972095,-10.97315,0.00398406,numbers,verse,transition_bucket_shape,1284,47,random,taam_events,lower,,
entropy_reduction,0.92042968,0.7040287,0.01972095,10.97315,0.00398406,numbers,verse,transition_bucket_shape,1284,47,random,taam_events,upper,,
