book,equivalence_profile,family,metric_role,metric,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
exodus,STRICT,burst_clustering,primary,active_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.0582879348020711,0.00024356075028999464,0.0580443740517811,239.3157958853009,0.007768177490999376,7.472071038417235,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,active_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.053040140427245384,0.0009244555564332315,0.052115684870812154,57.37446225309825,0.00867624595242274,6.006709025607954,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,count_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.1280694679134446,0.00082559023670427,0.1272438776767403,155.12473648512832,0.008317226248130605,15.298835679183295,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,count_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.12731646574212233,0.000675538509669037,0.1266409272324533,188.4666290963898,0.008637133668380193,14.662378989927513,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,count_lag5_corr,shuffle_observed_thresholded_arrival_stream,250,0.07409259664188399,-0.00038680609714354333,0.07447940273902753,-191.54971234692897,0.007841571471197758,9.498020009457518,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,adjacent_active_ratio,shuffle_observed_thresholded_arrival_stream,250,1.1587750874624256,1.0006633843065076,0.15811170315591805,1.1580068838688393,0.02115655503826383,7.473414403713487,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,run_count,shuffle_observed_thresholded_arrival_stream,250,2704.0,2870.816,-166.8159999999998,0.9418924793508188,22.308521779804238,-7.477680576353439,1.0,0.00398406374501992,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,mean_run_length,shuffle_observed_thresholded_arrival_stream,250,1.4519230769230769,1.3676381388180574,0.08428493810501947,1.0616280986269222,0.010644454314113982,7.91820187468531,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,descriptive,max_run_length,shuffle_observed_thresholded_arrival_stream,250,16.0,6.88,9.120000000000001,2.3255813953488373,0.8818163074019442,10.34229002508453,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,mean_run_intensity,shuffle_observed_thresholded_arrival_stream,250,1.9408284023668638,1.828162239561173,0.11266616280569086,1.0616280986269222,0.014228756046986814,7.918201874685305,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,fano_w5,shuffle_observed_thresholded_arrival_stream,250,1.9534410384836824,1.2934457768322642,0.6599952616514182,1.510261252132108,0.03139232416671354,21.02409678704949,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,primary,fano_w10,shuffle_observed_thresholded_arrival_stream,250,2.499403181916829,1.293053108653397,1.2063500732634322,1.9329470423065156,0.04356479777611237,27.690937060309345,0.00398406374501992,1.0,0.00796812749003984
exodus,STRICT,burst_clustering,secondary,fano_w20,shuffle_observed_thresholded_arrival_stream,250,3.2339436123117906,1.2955267728615674,1.9384168394502233,2.4962383487981774,0.06443156472396296,30.084894690277487,0.00398406374501992,1.0,0.00796812749003984
