taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1466,0.07189799,1466,1466,14,5,3.27242157,0.8595,1.28212274,0.55218021,merkha,0.20259209,tipeha,0.55115962,genesis,main,core_projected
darga,253,0.01240804,253,253,5,10,1.02133959,0.43986702,2.83959592,0.85480355,tevir,0.80632411,sof_pasuq,0.30434783,genesis,main,core_projected
geresh,244,0.01196665,244,244,7,6,2.38668846,0.85015558,1.02626082,0.39701188,revia,0.34016393,qadma,0.81967213,genesis,main,core_projected
mahapakh,796,0.03903874,796,796,4,9,0.57659267,0.28829633,2.83998267,0.89591478,pashta,0.88190955,sof_pasuq,0.24120603,genesis,main,core_projected
merkha,2408,0.11809711,2408,2408,6,12,1.30291726,0.5040372,2.7354818,0.76304335,tipeha,0.61129568,tipeha,0.26121262,genesis,main,core_projected
meteg,2695,0.13217263,2695,2695,17,16,2.47267681,0.60494172,2.84358569,0.71089642,sof_pasuq,0.56734694,tipeha,0.34768089,genesis,main,core_projected
munah,2402,0.11780284,2402,2402,15,14,2.17456334,0.55659694,2.80750603,0.73739015,zaqef_qatan,0.48251457,pashta,0.30641132,genesis,main,core_projected
paseq,92,0.00451202,92,92,9,6,2.07779732,0.65547207,1.18520921,0.45850151,munah,0.59782609,munah,0.7826087,genesis,main,core_projected
pashta,1701,0.08342325,1701,1701,9,12,1.82951937,0.5771491,2.5223709,0.70359757,munah,0.43268665,mahapakh,0.41269841,genesis,main,core_projected
qadma,457,0.02241295,457,457,7,12,2.19995064,0.78363823,2.57888555,0.71936193,geresh,0.43763676,sof_pasuq,0.36323851,genesis,main,core_projected
revia,610,0.02991663,610,610,11,9,2.72655479,0.78815109,2.11075571,0.66586929,pashta,0.30655738,munah,0.52295082,genesis,main,core_projected
sof_pasuq,1530,0.07503678,1529,1530,16,2,3.38260321,0.8456508,0.00785722,0.00785722,munah,0.20994114,meteg,0.99934641,genesis,main,core_projected
telisha_qetana,93,0.00456106,93,93,2,7,0.08574268,0.08574268,2.28326242,0.81331448,qadma,0.98924731,sof_pasuq,0.41935484,genesis,main,core_projected
tevir,623,0.03055419,623,623,4,10,1.18021801,0.590109,2.62068697,0.78890539,merkha,0.60674157,darga,0.32744783,genesis,main,core_projected
tipeha,2970,0.14565964,2970,2969,7,11,1.98600474,0.70742916,2.08352557,0.60227396,meteg,0.31548822,merkha,0.49578983,genesis,main,core_projected
zaqef_gadol,176,0.00863168,176,176,10,6,2.10090582,0.63243567,1.8970032,0.73386101,merkha,0.49431818,zaqef_qatan,0.34090909,genesis,main,core_projected
zaqef_qatan,1874,0.0919078,1874,1874,13,9,2.4636973,0.66578501,1.35917087,0.42877067,tipeha,0.38367129,munah,0.61846318,genesis,main,core_projected
