k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,679,0.03262854,38.74465,20810,17.525,4.27560275,23,154.709181,True,0.00497512,0,200,1,genesis,main,full
3,tipeha meteg sof_pasuq,820,0.03940413,28.893587,20810,28.38,5.37681604,27,147.228396,True,0.00497512,0,200,2,genesis,main,full
3,merkha meteg sof_pasuq,624,0.02998558,27.1777,20810,22.96,4.73609045,24,126.90636,True,0.00497512,0,200,3,genesis,main,full
3,mahapakh pashta zaqef_qatan,300,0.01441615,54.151625,20810,5.54,2.38260024,12,123.587665,True,0.00497512,0,200,4,genesis,main,full
3,darga tevir tipeha,119,0.0057184,111.737089,20810,1.065,0.98265101,5,120.017176,True,0.00497512,0,200,5,genesis,main,full
3,sof_pasuq qadma geresh,81,0.00389236,190.588235,20810,0.425,0.6831607,4,117.944431,True,0.00497512,0,200,6,genesis,main,full
3,tipeha munah atnah,568,0.02729457,23.485632,20810,24.185,4.77122605,23,113.978041,True,0.00497512,0,200,7,genesis,main,full
3,tevir merkha tipeha,340,0.0163383,33.317001,20810,10.205,3.29198433,17,100.181218,True,0.00497512,0,200,8,genesis,main,full
3,zaqef_qatan merkha tipeha,533,0.02561269,17.146534,20810,31.085,5.39008722,26,93.118159,True,0.00497512,0,200,9,genesis,main,full
3,darga tevir merkha,78,0.0037482,100.0,20810,0.78,0.8516021,5,90.676151,True,0.00497512,0,200,10,genesis,main,full
3,revia mahapakh pashta,121,0.00581451,63.185379,20810,1.915,1.31392809,7,90.632814,True,0.00497512,0,200,11,genesis,main,full
3,merkha tipeha atnah,453,0.02176838,18.618989,20810,24.33,4.90831517,24,87.335468,True,0.00497512,0,200,12,genesis,main,full
3,tipeha merkha meteg,627,0.03012975,13.979933,20810,44.85,6.67986549,32,87.149958,True,0.00497512,0,200,13,genesis,main,full
3,qadma mahapakh pashta,100,0.00480538,76.335878,20810,1.31,1.13593651,6,86.879855,True,0.00497512,0,200,14,genesis,main,full
3,paseq munah revia,48,0.00230658,128.0,20810,0.375,0.57970275,4,82.154173,True,0.00497512,0,200,15,genesis,main,full
3,sof_pasuq darga tevir,62,0.00297934,111.711712,20810,0.555,0.74818037,5,82.125918,True,0.00497512,0,200,16,genesis,main,full
3,mahapakh pashta munah,237,0.01138876,30.44316,20810,7.785,2.88450635,15,79.464204,True,0.00497512,0,200,17,genesis,main,full
3,sof_pasuq mahapakh pashta,166,0.00797693,36.165577,20810,4.59,2.07204412,12,77.89892,True,0.00497512,0,200,18,genesis,main,full
3,merkha tipeha meteg,501,0.02407496,11.258427,20810,44.5,6.27189632,32,72.785004,True,0.00497512,0,200,19,genesis,main,full
3,munah zaqef_qatan tipeha,453,0.02176838,14.948028,20810,30.305,5.81299662,28,72.715508,True,0.00497512,0,200,20,genesis,main,full
3,meteg sof_pasuq qadma,153,0.00735223,34.420697,20810,4.445,2.10931769,11,70.427988,True,0.00497512,0,200,21,genesis,main,full
3,yetiv munah zaqef_qatan,59,0.00283518,75.159236,20810,0.785,0.8674893,5,67.107456,True,0.00497512,0,200,22,genesis,main,full
3,munah zaqef_qatan merkha,354,0.01701105,14.505224,20810,24.405,5.16958393,25,63.756582,True,0.00497512,0,200,23,genesis,main,full
3,gershayim mahapakh pashta,38,0.00182605,102.702703,20810,0.37,0.62050393,4,60.644257,True,0.00497512,0,200,24,genesis,main,full
3,meteg sof_pasuq mahapakh,179,0.00860163,23.914496,20810,7.485,2.85667252,17,60.040134,True,0.00497512,0,200,25,genesis,main,full
3,qadma geresh munah,48,0.00230658,76.190476,20810,0.63,0.80394755,5,58.921755,True,0.00497512,0,200,26,genesis,main,full
3,qadma geresh mahapakh,30,0.00144161,105.263158,20810,0.285,0.53404214,4,55.641677,True,0.00497512,0,200,27,genesis,main,full
3,meteg sof_pasuq munah,284,0.01364728,12.5,20810,22.72,4.7194242,25,55.362686,True,0.00497512,0,200,28,genesis,main,full
3,atnah mahapakh pashta,110,0.00528592,23.887079,20810,4.605,1.97190697,11,53.448262,True,0.00497512,0,200,29,genesis,main,full
3,mahapakh pashta pashta,125,0.00600673,23.496241,20810,5.32,2.32478453,12,51.48004,True,0.00497512,0,200,30,genesis,main,full
3,munah paseq munah,52,0.0024988,45.814978,20810,1.135,1.04028166,6,48.895412,True,0.00497512,0,200,31,genesis,main,full
3,geresh mahapakh pashta,40,0.00192215,46.242775,20810,0.865,0.84280878,4,46.434021,True,0.00497512,0,200,32,genesis,main,full
3,atnah merkha tipeha,242,0.01162902,10.151007,20810,23.84,4.79262415,25,45.519948,True,0.00497512,0,200,33,genesis,main,full
3,munah revia mahapakh,72,0.00345988,28.346457,20810,2.54,1.52645021,8,45.504268,True,0.00497512,0,200,34,genesis,main,full
3,geresh revia pashta,32,0.00153772,54.237288,20810,0.59,0.70311582,4,44.672583,True,0.00497512,0,200,35,genesis,main,full
3,sof_pasuq munah revia,100,0.00480538,18.993352,20810,5.265,2.12777162,10,44.523105,True,0.00497512,0,200,36,genesis,main,full
3,zaqef_gadol merkha tipeha,78,0.0037482,27.956989,20810,2.79,1.71481865,10,43.858865,True,0.00497512,0,200,37,genesis,main,full
3,meteg sof_pasuq darga,70,0.00336377,28.92562,20810,2.42,1.54451534,9,43.754826,True,0.00497512,0,200,38,genesis,main,full
3,revia qadma mahapakh,28,0.00134551,64.367816,20810,0.435,0.63860322,3,43.164518,True,0.00497512,0,200,39,genesis,main,full
3,revia yetiv munah,22,0.00105718,77.192982,20810,0.285,0.52454814,3,41.397535,True,0.00497512,0,200,40,genesis,main,full
3,revia pashta munah,98,0.00470927,17.883212,20810,5.48,2.24830478,14,41.151004,True,0.00497512,0,200,41,genesis,main,full
3,pashta zaqef_qatan merkha,174,0.00836136,9.844413,20810,17.675,3.91227613,22,39.957558,True,0.00497512,0,200,42,genesis,main,full
3,munah revia pashta,99,0.00475733,17.113224,20810,5.785,2.36149493,12,39.472878,True,0.00497512,0,200,43,genesis,main,full
3,geresh munah revia,40,0.00192215,44.692737,20810,0.895,0.99948479,6,39.125158,True,0.00497512,0,200,44,genesis,main,full
3,zaqef_qatan tipeha atnah,186,0.00893801,9.959839,20810,18.675,4.27912721,25,39.1026,True,0.00497512,0,200,45,genesis,main,full
3,meteg sof_pasuq merkha,204,0.00980298,8.69936,20810,23.45,4.8149161,25,37.498057,True,0.00497512,0,200,46,genesis,main,full
3,meteg sof_pasuq zaqef_gadol,50,0.00240269,28.248588,20810,1.77,1.35509461,6,35.591611,True,0.00497512,0,200,47,genesis,main,full
3,pashta pashta munah,159,0.00764056,9.9375,20810,16.0,4.06603779,20,35.169373,True,0.00497512,0,200,48,genesis,main,full
3,pashta zaqef_qatan tipeha,190,0.00913023,8.845438,20810,21.48,4.83804022,26,34.832286,True,0.00497512,0,200,49,genesis,main,full
3,merkha tipeha merkha,246,0.01182124,6.242071,20810,39.41,5.94716266,30,34.737573,True,0.00497512,0,200,50,genesis,main,full
4,tipeha merkha meteg sof_pasuq,608,0.02921813,181.763827,20809,3.345,1.8419934,11,328.261219,True,0.00497512,0,200,1,genesis,main,full
4,mahapakh pashta munah zaqef_qatan,226,0.01086069,334.814815,20809,0.675,0.82020649,5,274.717405,True,0.00497512,0,200,2,genesis,main,full
4,merkha tipeha meteg sof_pasuq,455,0.02186554,145.833333,20809,3.12,1.81717103,11,248.672245,True,0.00497512,0,200,3,genesis,main,full
4,meteg sof_pasuq mahapakh pashta,166,0.00797732,272.131148,20809,0.61,0.74880139,4,220.872988,True,0.00497512,0,200,4,genesis,main,full
4,munah zaqef_qatan merkha tipeha,331,0.01590658,96.081277,20809,3.445,2.00175175,11,163.634177,True,0.00497512,0,200,5,genesis,main,full
4,merkha tipeha munah atnah,262,0.01259071,92.579505,20809,2.83,1.5886216,9,163.14143,True,0.00497512,0,200,6,genesis,main,full
4,pashta munah zaqef_qatan tipeha,244,0.0117257,91.729323,20809,2.66,1.60539292,8,150.330799,True,0.00497512,0,200,7,genesis,main,full
4,zaqef_qatan merkha tipeha atnah,215,0.01033207,93.886463,20809,2.29,1.59959166,9,132.977688,True,0.00497512,0,200,8,genesis,main,full
4,revia pashta munah zaqef_qatan,88,0.00422894,191.304348,20809,0.46,0.67875144,4,128.972102,True,0.00497512,0,200,9,genesis,main,full
4,sof_pasuq mahapakh pashta zaqef_qatan,82,0.0039406,197.590361,20809,0.415,0.65184315,4,125.160477,True,0.00497512,0,200,10,genesis,main,full
4,pashta pashta munah zaqef_qatan,147,0.00706425,103.157895,20809,1.425,1.1880371,6,122.534052,True,0.00497512,0,200,11,genesis,main,full
4,pashta munah zaqef_qatan merkha,190,0.00913066,94.059406,20809,2.02,1.55618397,9,120.795487,True,0.00497512,0,200,12,genesis,main,full
4,meteg sof_pasuq munah revia,100,0.00480561,151.515152,20809,0.66,0.82936072,5,119.779003,True,0.00497512,0,200,13,genesis,main,full
4,mahapakh pashta zaqef_qatan merkha,101,0.00485367,155.384615,20809,0.65,0.8839723,5,113.521656,True,0.00497512,0,200,14,genesis,main,full
4,mahapakh pashta zaqef_qatan tipeha,91,0.00437311,125.517241,20809,0.725,0.83236963,5,108.455423,True,0.00497512,0,200,15,genesis,main,full
