source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1529,0.56734694,0.99934641,143,1386,10.69230769,198.133199,7.717031,genesis,main,full
merkha,tipeha,1472,0.61129568,0.49578983,629,843,2.34022258,343.537168,4.284835,genesis,main,full
munah,zaqef_qatan,1159,0.48251457,0.61846318,112,1047,10.34821429,216.296574,5.358384,genesis,main,full
tipeha,meteg,937,0.31548822,0.34768089,194,743,4.82989691,384.611504,2.436225,genesis,main,full
tipeha,atnah,808,0.27205387,0.55115962,213,595,3.79342723,209.217241,3.862014,genesis,main,full
merkha,meteg,747,0.31021595,0.27717996,156,591,4.78846154,311.833165,2.395512,genesis,main,full
pashta,munah,735,0.43209877,0.305995,0,735,inf,196.328961,3.743717,genesis,main,full
zaqef_qatan,tipeha,719,0.38367129,0.24216908,0,719,inf,267.354092,2.689317,genesis,main,full
mahapakh,pashta,702,0.88190955,0.41269841,14,688,50.14285714,65.061554,10.789782,genesis,main,full
tipeha,merkha,629,0.21178451,0.26121262,1472,-843,0.42730978,343.652876,1.830335,genesis,main,full
tipeha,munah,593,0.1996633,0.2468776,1,592,593.0,342.796598,1.729889,genesis,main,full
zaqef_qatan,merkha,579,0.30896478,0.2404485,0,579,inf,216.836865,2.67021,genesis,main,full
munah,atnah,575,0.23938385,0.39222374,221,354,2.60180995,169.205324,3.398238,genesis,main,full
pashta,zaqef_qatan,551,0.3239271,0.29402348,65,486,8.47692308,153.172553,3.59725,genesis,main,full
tevir,merkha,378,0.60674157,0.15697674,160,218,2.3625,72.086108,5.243729,genesis,main,full
munah,revia,307,0.12781016,0.50327869,24,283,12.79166667,70.406035,4.360422,genesis,main,full
pashta,pashta,297,0.17460317,0.17460317,297,0,1.0,139.032291,2.136194,genesis,main,full
atnah,merkha,296,0.20190996,0.12292359,0,296,inf,169.627985,1.744995,genesis,main,full
sof_pasuq,munah,284,0.18574232,0.1182348,0,284,inf,176.476767,1.609277,genesis,main,full
atnah,munah,221,0.15075034,0.09200666,575,-354,0.38434783,169.205324,1.306105,genesis,main,full
tevir,tipeha,218,0.34991974,0.0734254,0,218,inf,88.880256,2.452738,genesis,main,full
atnah,tipeha,213,0.14529332,0.07174133,808,-595,0.26361386,209.146797,1.018423,genesis,main,full
sof_pasuq,merkha,205,0.13407456,0.08513289,0,205,inf,176.917592,1.158732,genesis,main,full
darga,tevir,204,0.80632411,0.32744783,0,204,inf,7.573831,26.934849,genesis,main,full
qadma,geresh,200,0.43763676,0.81967213,7,193,28.57142857,5.358128,37.32647,genesis,main,full
meteg,tipeha,194,0.07198516,0.06534187,937,-743,0.20704376,384.482005,0.504575,genesis,main,full
meteg,pashta,191,0.07087199,0.11228689,93,98,2.05376344,220.277497,0.867088,genesis,main,full
revia,pashta,187,0.30655738,0.10993533,2,185,93.5,49.858729,3.750597,genesis,main,full
sof_pasuq,mahapakh,179,0.11706998,0.22487437,0,179,inf,58.482725,3.060733,genesis,main,full
merkha,tevir,160,0.06644518,0.25682183,378,-218,0.42328042,72.086108,2.219568,genesis,main,full
meteg,merkha,156,0.05788497,0.06478405,747,-591,0.20883534,311.833165,0.500268,genesis,main,full
sof_pasuq,qadma,153,0.1000654,0.33479212,0,153,inf,33.576138,4.556808,genesis,main,full
