taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1466,0.07044013,1466,1466,18,5,3.42878765,0.82226602,1.28212274,0.55218021,merkha,0.20190996,tipeha,0.55115962,genesis,main,full
darga,253,0.01215645,253,253,5,13,1.02133959,0.43986702,3.08231766,0.83295984,tevir,0.80632411,sof_pasuq,0.27667984,genesis,main,full
geresh,244,0.01172401,244,244,8,8,2.43192275,0.81064092,1.06838914,0.35612971,revia,0.34016393,qadma,0.81967213,genesis,main,full
gershayim,113,0.00542956,113,113,7,9,2.16593612,0.77152201,2.55225602,0.80514713,mahapakh,0.38053097,sof_pasuq,0.30088496,genesis,main,full
mahapakh,796,0.03824717,796,796,4,13,0.57659267,0.28829633,3.0562947,0.82592744,pashta,0.88190955,sof_pasuq,0.22487437,genesis,main,full
merkha,2408,0.11570248,2408,2408,6,13,1.30291726,0.5040372,2.74453353,0.74167768,tipeha,0.61129568,tipeha,0.26121262,genesis,main,full
merkha_kefula,1,4.805e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,genesis,main,full
meteg,2695,0.1294926,2695,2695,23,22,2.5391535,0.56131728,2.90864016,0.65224459,sof_pasuq,0.56734694,tipeha,0.34768089,genesis,main,full
munah,2402,0.11541418,2402,2402,17,20,2.23475903,0.54673501,3.00915885,0.6962538,zaqef_qatan,0.48251457,pashta,0.305995,genesis,main,full
paseq,92,0.00442053,92,92,12,5,2.34245656,0.65341173,1.15526478,0.49754546,munah,0.56521739,munah,0.7826087,genesis,main,full
pashta,1701,0.08173169,1701,1701,10,12,1.83596574,0.55268076,2.52481922,0.70428051,munah,0.43209877,mahapakh,0.41269841,genesis,main,full
pazer,29,0.00139343,29,29,5,6,2.02904651,0.87386277,2.12263626,0.8211478,telisha_qetana,0.4137931,sof_pasuq,0.44827586,genesis,main,full
qadma,457,0.02195849,457,457,7,14,2.19995064,0.78363823,2.75978644,0.72485663,geresh,0.43763676,sof_pasuq,0.33479212,genesis,main,full
revia,610,0.02931001,610,610,14,11,2.93050855,0.76969671,2.2592994,0.65308399,pashta,0.30655738,munah,0.50327869,genesis,main,full
segol,72,0.00345954,72,72,13,5,3.00355154,0.81167422,1.5638053,0.67349428,munah,0.25,munah,0.48611111,genesis,main,full
shalshelet,3,0.00014415,3,3,1,2,-0.0,0.0,0.91829583,0.91829583,paseq,1.0,sof_pasuq,0.66666667,genesis,main,full
sof_pasuq,1530,0.07351528,1529,1530,21,2,3.64113204,0.82897744,0.00785722,0.00785722,munah,0.18574232,meteg,0.99934641,genesis,main,full
telisha_gedola,52,0.00249856,52,52,7,9,2.15015009,0.76589892,2.5727033,0.81159753,qadma,0.5,sof_pasuq,0.40384615,genesis,main,full
telisha_qetana,93,0.00446858,93,93,2,9,0.08574268,0.08574268,2.67860403,0.84500549,qadma,0.98924731,sof_pasuq,0.34408602,genesis,main,full
tevir,623,0.02993465,623,623,4,10,1.18021801,0.590109,2.62068697,0.78890539,merkha,0.60674157,darga,0.32744783,genesis,main,full
tipeha,2970,0.14270613,2970,2969,7,11,1.98600474,0.70742916,2.08352557,0.60227396,meteg,0.31548822,merkha,0.49578983,genesis,main,full
yetiv,79,0.00379589,79,79,4,6,0.80910404,0.40455202,2.11915903,0.81980262,munah,0.84810127,revia,0.35443038,genesis,main,full
zaqef_gadol,176,0.00845666,176,176,11,6,2.13523448,0.61722118,1.8970032,0.73386101,merkha,0.49431818,zaqef_qatan,0.34090909,genesis,main,full
zaqef_qatan,1874,0.09004421,1874,1874,16,9,2.52334282,0.6308357,1.35890928,0.42868815,tipeha,0.38367129,munah,0.61846318,genesis,main,full
zarqa,2,9.61e-05,2,2,1,1,-0.0,0.0,-0.0,0.0,segol,1.0,meteg,1.0,genesis,main,full
zinor,71,0.00341149,71,71,3,5,1.28162284,0.80861398,1.69837691,0.73145112,munah,0.53521127,munah,0.61971831,genesis,main,full
