source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1529,0.57829047,0.99934641,143,1386,10.69230769,202.144713,7.563888,genesis,main,core_adjacent
merkha,tipeha,1472,0.61129568,0.49595687,629,843,2.34022258,357.13292,4.121715,genesis,main,core_adjacent
munah,zaqef_qatan,1159,0.50325662,0.6197861,112,1047,10.34821429,215.201379,5.385653,genesis,main,core_adjacent
tipeha,meteg,937,0.31548822,0.35159475,194,743,4.82989691,395.515191,2.369062,genesis,main,core_adjacent
tipeha,atnah,808,0.27205387,0.55115962,213,595,3.79342723,217.570458,3.713739,genesis,main,core_adjacent
merkha,meteg,747,0.31021595,0.28030019,156,591,4.78846154,320.673596,2.329471,genesis,main,core_adjacent
pashta,munah,735,0.43235294,0.32974428,0,735,inf,189.351389,3.881672,genesis,main,core_adjacent
zaqef_qatan,tipeha,719,0.38906926,0.24225067,0,719,inf,274.078753,2.623334,genesis,main,core_adjacent
mahapakh,pashta,702,0.88190955,0.41415929,14,688,50.14285714,67.420548,10.412256,genesis,main,core_adjacent
tipeha,merkha,629,0.21178451,0.26164725,1472,-843,0.42730978,356.779932,1.762992,genesis,main,core_adjacent
tipeha,munah,593,0.1996633,0.26603858,1,592,593.0,330.808015,1.792581,genesis,main,core_adjacent
zaqef_qatan,merkha,579,0.31331169,0.24084859,0,579,inf,221.996402,2.60815,genesis,main,core_adjacent
munah,atnah,575,0.24967434,0.39222374,221,354,2.60180995,168.708675,3.408242,genesis,main,core_adjacent
pashta,zaqef_qatan,551,0.32411765,0.29465241,65,486,8.47692308,158.854687,3.468579,genesis,main,core_adjacent
tevir,merkha,378,0.60674157,0.15723794,160,218,2.3625,74.839696,5.050795,genesis,main,core_adjacent
munah,revia,307,0.13330439,0.51770658,24,283,12.79166667,68.243004,4.49863,genesis,main,core_adjacent
pashta,pashta,297,0.17470588,0.17522124,297,0,1.0,143.988607,2.062663,genesis,main,core_adjacent
atnah,merkha,296,0.20948337,0.12312812,0,296,inf,169.740756,1.743836,genesis,main,core_adjacent
sof_pasuq,munah,284,0.19735928,0.1274114,0,284,inf,160.280382,1.771895,genesis,main,core_adjacent
atnah,munah,221,0.15640481,0.0991476,575,-354,0.38434783,157.384419,1.404205,genesis,main,core_adjacent
tevir,tipeha,218,0.34991974,0.07345013,0,218,inf,92.397761,2.359365,genesis,main,core_adjacent
atnah,tipeha,213,0.1507431,0.0717655,808,-595,0.26361386,209.563462,1.016399,genesis,main,core_adjacent
sof_pasuq,merkha,205,0.14246004,0.08527454,0,205,inf,172.864082,1.185903,genesis,main,core_adjacent
darga,tevir,204,0.80952381,0.32744783,0,204,inf,7.845093,26.003516,genesis,main,core_adjacent
qadma,geresh,200,0.43763676,0.83333333,7,193,28.57142857,5.480712,36.491612,genesis,main,core_adjacent
meteg,tipeha,194,0.07337368,0.06536388,937,-743,0.20704376,392.134319,0.494728,genesis,main,core_adjacent
meteg,pashta,191,0.07223903,0.11268437,93,98,2.05376344,223.944633,0.852889,genesis,main,core_adjacent
revia,pashta,187,0.33156028,0.11032448,2,185,93.5,47.770338,3.914563,genesis,main,core_adjacent
sof_pasuq,mahapakh,179,0.12439194,0.24189189,0,179,inf,53.211073,3.363961,genesis,main,core_adjacent
merkha,tevir,160,0.06644518,0.25682183,378,-218,0.42328042,74.964221,2.134352,genesis,main,core_adjacent
meteg,merkha,156,0.05900151,0.06489185,747,-591,0.20883534,317.618229,0.491156,genesis,main,core_adjacent
sof_pasuq,qadma,153,0.10632384,0.36778846,0,153,inf,29.913252,5.11479,genesis,main,core_adjacent
atnah,meteg,150,0.10615711,0.05628518,70,80,2.14285714,188.169348,0.797154,genesis,main,core_adjacent
sof_pasuq,meteg,143,0.09937457,0.05365854,1529,-1386,0.09352518,191.631771,0.746223,genesis,main,core_adjacent
revia,mahapakh,141,0.25,0.19054054,0,141,inf,20.855487,6.760811,genesis,main,core_adjacent
zaqef_qatan,meteg,135,0.07305195,0.05065666,124,11,1.08870968,246.098341,0.548561,genesis,main,core_adjacent
atnah,mahapakh,124,0.08775655,0.16756757,0,124,inf,52.24965,2.373222,genesis,main,core_adjacent
meteg,zaqef_qatan,124,0.04689864,0.06631016,135,-11,0.91851852,247.065761,0.501891,genesis,main,core_adjacent
qadma,mahapakh,121,0.26477024,0.16351351,0,121,inf,16.898861,7.160246,genesis,main,core_adjacent
atnah,pashta,121,0.0856334,0.07138643,0,121,inf,119.679942,1.01103,genesis,main,core_adjacent
munah,meteg,114,0.04950065,0.04277674,93,21,1.22580645,306.690736,0.37171,genesis,main,core_adjacent
zaqef_qatan,munah,112,0.06060606,0.05024675,1159,-1047,0.09663503,205.836098,0.544122,genesis,main,core_adjacent
sof_pasuq,tipeha,100,0.0694927,0.03369272,1,99,100.0,213.419548,0.468561,genesis,main,core_adjacent
telisha_qetana,qadma,92,0.98924731,0.22115385,0,92,inf,1.93324,47.588503,genesis,main,core_adjacent
zaqef_gadol,merkha,87,0.5,0.03618968,0,87,inf,20.902259,4.16223,genesis,main,core_adjacent
geresh,revia,83,0.34297521,0.13996627,1,82,83.0,7.170997,11.574401,genesis,main,core_adjacent
geresh,munah,61,0.25206612,0.02736653,1,60,61.0,26.954727,2.263054,genesis,main,core_adjacent
paseq,munah,52,0.60465116,0.02332885,72,-20,0.72222222,9.578953,5.428568,genesis,main,core_adjacent
zaqef_gadol,tipeha,48,0.27586207,0.01617251,0,48,inf,25.806116,1.860024,genesis,main,core_adjacent
geresh,mahapakh,43,0.17768595,0.05810811,0,43,inf,8.948631,4.805204,genesis,main,core_adjacent
