ngram_n,rank,pattern,count,share,book,model,relation
5,15,3-3-3-2-2,86,0.00594785,numbers,continuous,continuous
5,16,3-3-2-2-2,85,0.00587869,numbers,continuous,continuous
5,17,2-2-2-3-3,85,0.00587869,numbers,continuous,continuous
5,18,3-3-2-3-2,85,0.00587869,numbers,continuous,continuous
5,19,2-3-3-3-2,84,0.00580953,numbers,continuous,continuous
5,20,3-3-2-2-3,83,0.00574037,numbers,continuous,continuous
5,21,2-2-3-3-2,81,0.00560205,numbers,continuous,continuous
5,22,2-3-2-2-3,74,0.00511792,numbers,continuous,continuous
5,23,3-2-2-3-3,71,0.00491044,numbers,continuous,continuous
5,24,2-2-3-3-3,71,0.00491044,numbers,continuous,continuous
5,25,2-3-2-3-2,70,0.00484128,numbers,continuous,continuous
5,26,3-3-2-3-3,70,0.00484128,numbers,continuous,continuous
5,27,3-2-3-2-3,65,0.00449547,numbers,continuous,continuous
5,28,3-2-3-3-3,63,0.00435715,numbers,continuous,continuous
5,29,3-3-3-3-2,57,0.00394218,numbers,continuous,continuous
5,30,2-2-2-2-4,51,0.00352721,numbers,continuous,continuous
5,31,2-3-2-2-1,51,0.00352721,numbers,continuous,continuous
5,32,2-3-3-3-3,51,0.00352721,numbers,continuous,continuous
5,33,2-4-3-2-2,49,0.00338889,numbers,continuous,continuous
5,34,2-2-2-4-2,48,0.00331973,numbers,continuous,continuous
5,35,3-3-3-2-3,48,0.00331973,numbers,continuous,continuous
5,36,1-2-3-2-2,47,0.00325057,numbers,continuous,continuous
5,37,4-2-2-2-2,47,0.00325057,numbers,continuous,continuous
5,38,3-4-2-3-2,44,0.00304309,numbers,continuous,continuous
5,39,2-2-4-2-2,42,0.00290477,numbers,continuous,continuous
5,40,2-2-4-3-3,41,0.0028356,numbers,continuous,continuous
5,41,4-2-3-2-3,41,0.0028356,numbers,continuous,continuous
5,42,2-2-4-3-2,40,0.00276644,numbers,continuous,continuous
5,43,3-2-2-1-3,40,0.00276644,numbers,continuous,continuous
5,44,1-2-2-2-2,39,0.00269728,numbers,continuous,continuous
5,45,3-3-3-3-3,38,0.00262812,numbers,continuous,continuous
5,46,3-4-2-2-2,38,0.00262812,numbers,continuous,continuous
5,47,3-1-2-2-2,37,0.00255896,numbers,continuous,continuous
5,48,4-3-2-2-3,37,0.00255896,numbers,continuous,continuous
5,49,2-2-2-4-3,36,0.0024898,numbers,continuous,continuous
5,50,1-3-2-2-3,36,0.0024898,numbers,continuous,continuous
6,1,2-2-2-2-2-2,79,0.0054641,numbers,continuous,continuous
6,2,3-2-2-2-2-2,66,0.00456495,numbers,continuous,continuous
6,3,2-2-3-2-2-2,58,0.00401162,numbers,continuous,continuous
6,4,2-2-2-2-2-3,57,0.00394245,numbers,continuous,continuous
6,5,2-3-2-2-2-2,55,0.00380412,numbers,continuous,continuous
6,6,2-2-2-3-2-2,49,0.00338913,numbers,continuous,continuous
6,7,3-2-3-3-2-3,48,0.00331996,numbers,continuous,continuous
6,8,3-2-2-2-3-2,47,0.0032508,numbers,continuous,continuous
6,9,2-3-3-2-3-2,46,0.00318163,numbers,continuous,continuous
6,10,2-3-3-3-2-2,46,0.00318163,numbers,continuous,continuous
6,11,3-2-2-3-2-2,44,0.0030433,numbers,continuous,continuous
6,12,2-2-2-2-3-2,44,0.0030433,numbers,continuous,continuous
6,13,2-3-3-2-2-2,41,0.0028358,numbers,continuous,continuous
6,14,2-3-2-2-2-3,41,0.0028358,numbers,continuous,continuous
6,15,2-2-2-3-2-3,41,0.0028358,numbers,continuous,continuous
6,16,3-2-2-3-2-3,40,0.00276663,numbers,continuous,continuous
6,17,3-3-2-3-2-2,39,0.00269747,numbers,continuous,continuous
6,18,3-3-2-2-3-2,39,0.00269747,numbers,continuous,continuous
6,19,3-2-3-2-2-2,37,0.00255914,numbers,continuous,continuous
6,20,3-3-2-2-2-2,37,0.00255914,numbers,continuous,continuous
6,21,2-2-3-3-2-2,37,0.00255914,numbers,continuous,continuous
6,22,3-3-3-2-2-3,37,0.00255914,numbers,continuous,continuous
6,23,2-2-3-3-3-2,35,0.00242081,numbers,continuous,continuous
6,24,2-3-2-3-3-2,34,0.00235164,numbers,continuous,continuous
6,25,2-2-3-2-3-3,34,0.00235164,numbers,continuous,continuous
6,26,2-2-3-2-3-2,34,0.00235164,numbers,continuous,continuous
6,27,2-3-2-3-2-2,33,0.00228247,numbers,continuous,continuous
6,28,3-3-2-3-3-2,33,0.00228247,numbers,continuous,continuous
6,29,2-3-2-2-3-2,33,0.00228247,numbers,continuous,continuous
6,30,2-3-3-2-3-3,32,0.00221331,numbers,continuous,continuous
6,31,2-2-3-2-2-3,32,0.00221331,numbers,continuous,continuous
6,32,3-2-3-3-3-2,32,0.00221331,numbers,continuous,continuous
6,33,2-3-2-3-3-3,31,0.00214414,numbers,continuous,continuous
6,34,2-2-2-3-3-2,30,0.00207498,numbers,continuous,continuous
6,35,2-2-2-2-3-3,30,0.00207498,numbers,continuous,continuous
6,36,4-2-3-2-3-3,30,0.00207498,numbers,continuous,continuous
6,37,3-3-3-2-2-2,30,0.00207498,numbers,continuous,continuous
6,38,3-2-2-3-3-2,29,0.00200581,numbers,continuous,continuous
6,39,3-2-2-2-3-3,29,0.00200581,numbers,continuous,continuous
6,40,3-4-2-3-2-3,29,0.00200581,numbers,continuous,continuous
6,41,2-2-2-3-3-3,29,0.00200581,numbers,continuous,continuous
6,42,3-3-2-2-2-3,28,0.00193664,numbers,continuous,continuous
6,43,2-3-3-2-2-3,28,0.00193664,numbers,continuous,continuous
6,44,3-2-3-3-3-3,27,0.00186748,numbers,continuous,continuous
6,45,1-2-3-2-2-2,27,0.00186748,numbers,continuous,continuous
6,46,2-2-2-2-2-4,26,0.00179831,numbers,continuous,continuous
6,47,3-3-2-2-3-3,26,0.00179831,numbers,continuous,continuous
6,48,3-2-2-3-3-3,26,0.00179831,numbers,continuous,continuous
6,49,3-2-3-2-3-3,25,0.00172915,numbers,continuous,continuous
6,50,2-2-3-3-2-3,25,0.00172915,numbers,continuous,continuous
2,1,2-2,2119,0.1607861,numbers,sof_only,within
2,2,3-2,1658,0.12580621,numbers,sof_only,within
2,3,2-3,1652,0.12535094,numbers,sof_only,within
2,4,3-3,1246,0.09454435,numbers,sof_only,within
2,5,2-1,671,0.05091433,numbers,sof_only,within
2,6,4-2,598,0.04537522,numbers,sof_only,within
2,7,1-2,580,0.04400941,numbers,sof_only,within
2,8,3-1,579,0.04393353,numbers,sof_only,within
2,9,1-3,556,0.04218833,numbers,sof_only,within
2,10,2-4,527,0.03998786,numbers,sof_only,within
2,11,3-4,473,0.03589043,numbers,sof_only,within
2,12,4-3,459,0.03482814,numbers,sof_only,within
2,13,1-4,301,0.02283937,numbers,sof_only,within
2,14,4-1,254,0.01927309,numbers,sof_only,within
2,15,5-2,182,0.01380985,numbers,sof_only,within
2,16,4-4,180,0.01365809,numbers,sof_only,within
2,17,1-1,178,0.01350634,numbers,sof_only,within
2,18,2-5,167,0.01267167,numbers,sof_only,within
2,19,5-3,138,0.0104712,numbers,sof_only,within
2,20,3-5,111,0.00842249,numbers,sof_only,within
2,21,1-5,91,0.00690492,numbers,sof_only,within
2,22,5-1,58,0.00440094,numbers,sof_only,within
2,23,4-5,52,0.00394567,numbers,sof_only,within
2,24,2-6,47,0.00356628,numbers,sof_only,within
2,25,5-4,46,0.0034904,numbers,sof_only,within
2,26,6-2,46,0.0034904,numbers,sof_only,within
2,27,1-6,42,0.00318689,numbers,sof_only,within
2,28,6-3,30,0.00227635,numbers,sof_only,within
2,29,6-1,20,0.00151757,numbers,sof_only,within
2,30,3-6,15,0.00113817,numbers,sof_only,within
2,31,5-5,13,0.00098642,numbers,sof_only,within
2,32,6-4,13,0.00098642,numbers,sof_only,within
2,33,1-7,11,0.00083466,numbers,sof_only,within
2,34,2-7,9,0.0006829,numbers,sof_only,within
2,35,7-4,9,0.0006829,numbers,sof_only,within
2,36,7-2,7,0.00053115,numbers,sof_only,within
2,37,5-6,5,0.00037939,numbers,sof_only,within
2,38,7-3,5,0.00037939,numbers,sof_only,within
2,39,4-6,5,0.00037939,numbers,sof_only,within
2,40,6-5,5,0.00037939,numbers,sof_only,within
2,41,3-7,4,0.00030351,numbers,sof_only,within
2,42,7-5,3,0.00022763,numbers,sof_only,within
2,43,1-8,3,0.00022763,numbers,sof_only,within
2,44,8-2,2,0.00015176,numbers,sof_only,within
2,45,7-1,2,0.00015176,numbers,sof_only,within
2,46,5-7,1,7.588e-05,numbers,sof_only,within
2,47,8-3,1,7.588e-05,numbers,sof_only,within
2,48,3-8,1,7.588e-05,numbers,sof_only,within
2,49,6-6,1,7.588e-05,numbers,sof_only,within
2,50,7-7,1,7.588e-05,numbers,sof_only,within
3,1,2-2-2,910,0.06905448,numbers,sof_only,within
3,2,3-2-2,660,0.05008347,numbers,sof_only,within
3,3,2-3-2,652,0.0494764,numbers,sof_only,within
3,4,2-2-3,650,0.04932463,numbers,sof_only,within
3,5,3-2-3,561,0.04257095,numbers,sof_only,within
3,6,3-3-2,539,0.0409015,numbers,sof_only,within
3,7,2-3-3,512,0.03885263,numbers,sof_only,within
3,8,3-3-3,378,0.02868417,numbers,sof_only,within
3,9,2-2-1,272,0.02064046,numbers,sof_only,within
3,10,4-2-2,250,0.01897101,numbers,sof_only,within
3,11,2-3-1,237,0.01798452,numbers,sof_only,within
3,12,1-2-2,219,0.01661861,numbers,sof_only,within
3,13,2-4-2,217,0.01646684,numbers,sof_only,within
3,14,2-1-3,215,0.01631507,numbers,sof_only,within
3,15,2-2-4,211,0.01601153,numbers,sof_only,within
3,16,4-3-2,208,0.01578388,numbers,sof_only,within
3,17,3-1-2,206,0.01563211,numbers,sof_only,within
3,18,3-2-1,200,0.01517681,numbers,sof_only,within
3,19,3-4-2,196,0.01487327,numbers,sof_only,within
3,20,3-1-3,195,0.01479739,numbers,sof_only,within
3,21,2-3-4,192,0.01456974,numbers,sof_only,within
3,22,2-1-2,191,0.01449385,numbers,sof_only,within
3,23,1-2-3,191,0.01449385,numbers,sof_only,within
3,24,1-3-2,184,0.01396267,numbers,sof_only,within
3,25,1-3-3,175,0.01327971,numbers,sof_only,within
3,26,3-3-1,164,0.01244498,numbers,sof_only,within
3,27,4-2-3,162,0.01229322,numbers,sof_only,within
3,28,3-2-4,161,0.01221733,numbers,sof_only,within
3,29,2-4-3,156,0.01183791,numbers,sof_only,within
3,30,3-4-3,135,0.01024435,numbers,sof_only,within
3,31,3-3-4,134,0.01016846,numbers,sof_only,within
3,32,4-3-3,131,0.00994081,numbers,sof_only,within
3,33,2-1-4,120,0.00910609,numbers,sof_only,within
3,34,1-3-1,100,0.0075884,numbers,sof_only,within
3,35,1-4-2,94,0.0071331,numbers,sof_only,within
3,36,4-1-2,93,0.00705722,numbers,sof_only,within
3,37,2-1-1,90,0.00682956,numbers,sof_only,within
3,38,1-2-1,88,0.0066778,numbers,sof_only,within
3,39,1-4-3,87,0.00660191,numbers,sof_only,within
3,40,3-1-4,81,0.00614661,numbers,sof_only,within
3,41,4-2-1,81,0.00614661,numbers,sof_only,within
3,42,2-4-1,79,0.00599484,numbers,sof_only,within
3,43,3-4-1,77,0.00584307,numbers,sof_only,within
3,44,1-3-4,74,0.00561542,numbers,sof_only,within
3,45,4-4-2,72,0.00546365,numbers,sof_only,within
3,46,5-2-3,70,0.00531188,numbers,sof_only,within
3,47,4-1-3,70,0.00531188,numbers,sof_only,within
3,48,2-5-2,69,0.005236,numbers,sof_only,within
3,49,1-4-1,66,0.00500835,numbers,sof_only,within
3,50,4-2-4,66,0.00500835,numbers,sof_only,within
4,1,2-2-2-2,395,0.02997647,numbers,sof_only,within
4,2,3-2-2-2,291,0.02208393,numbers,sof_only,within
4,3,2-2-2-3,284,0.02155271,numbers,sof_only,within
4,4,2-3-2-2,268,0.02033847,numbers,sof_only,within
4,5,2-2-3-2,262,0.01988313,numbers,sof_only,within
4,6,2-3-3-2,235,0.0178341,numbers,sof_only,within
4,7,3-2-3-2,232,0.01760644,numbers,sof_only,within
4,8,2-3-2-3,222,0.01684754,numbers,sof_only,within
4,9,3-2-2-3,205,0.01555741,numbers,sof_only,within
4,10,3-3-2-2,204,0.01548152,numbers,sof_only,within
4,11,3-3-2-3,194,0.01472262,numbers,sof_only,within
4,12,2-2-3-3,194,0.01472262,numbers,sof_only,within
4,13,3-2-3-3,171,0.01297716,numbers,sof_only,within
4,14,3-3-3-2,162,0.01229415,numbers,sof_only,within
4,15,2-3-3-3,146,0.01107991,numbers,sof_only,within
4,16,3-3-3-3,118,0.008955,numbers,sof_only,within
4,17,2-2-2-1,112,0.00849966,numbers,sof_only,within
4,18,2-2-1-3,103,0.00781665,numbers,sof_only,within
4,19,4-2-2-2,98,0.0074372,numbers,sof_only,within
4,20,1-2-2-2,95,0.00720953,numbers,sof_only,within
4,21,2-2-4-2,94,0.00713364,numbers,sof_only,within
4,22,2-2-3-1,94,0.00713364,numbers,sof_only,within
4,23,2-4-2-2,94,0.00713364,numbers,sof_only,within
4,24,3-4-2-2,88,0.0066783,numbers,sof_only,within
4,25,2-2-2-4,86,0.00652652,numbers,sof_only,within
4,26,4-3-2-2,84,0.00637474,numbers,sof_only,within
4,27,2-3-1-3,83,0.00629885,numbers,sof_only,within
4,28,3-1-2-2,83,0.00629885,numbers,sof_only,within
4,29,1-3-2-2,83,0.00629885,numbers,sof_only,within
4,30,2-3-1-2,81,0.00614707,numbers,sof_only,within
4,31,2-2-3-4,81,0.00614707,numbers,sof_only,within
4,32,3-2-2-1,81,0.00614707,numbers,sof_only,within
4,33,2-1-3-2,78,0.00591941,numbers,sof_only,within
4,34,3-1-2-3,76,0.00576763,numbers,sof_only,within
4,35,4-2-2-3,75,0.00569174,numbers,sof_only,within
4,36,1-3-3-2,73,0.00553996,numbers,sof_only,within
4,37,2-3-2-1,73,0.00553996,numbers,sof_only,within
4,38,3-2-3-1,73,0.00553996,numbers,sof_only,within
4,39,3-3-1-2,73,0.00553996,numbers,sof_only,within
4,40,2-3-3-1,72,0.00546407,numbers,sof_only,within
4,41,2-1-2-2,70,0.00531229,numbers,sof_only,within
4,42,2-3-4-2,70,0.00531229,numbers,sof_only,within
4,43,3-1-3-3,69,0.0052364,numbers,sof_only,within
4,44,4-3-2-3,69,0.0052364,numbers,sof_only,within
4,45,3-2-1-2,68,0.00516051,numbers,sof_only,within
4,46,2-4-2-3,68,0.00516051,numbers,sof_only,within
4,47,3-2-3-4,68,0.00516051,numbers,sof_only,within
4,48,2-1-3-3,68,0.00516051,numbers,sof_only,within
4,49,2-2-4-3,67,0.00508462,numbers,sof_only,within
4,50,2-2-1-2,67,0.00508462,numbers,sof_only,within
5,1,2-2-2-2-2,171,0.01297814,numbers,sof_only,within
5,2,2-2-2-2-3,137,0.01039769,numbers,sof_only,within
5,3,3-2-2-2-2,130,0.00986642,numbers,sof_only,within
5,4,2-3-2-2-2,121,0.00918336,numbers,sof_only,within
5,5,2-2-2-3-2,117,0.00887978,numbers,sof_only,within
5,6,2-2-3-2-2,110,0.00834851,numbers,sof_only,within
5,7,3-3-2-3-2,97,0.00736187,numbers,sof_only,within
5,8,2-3-3-2-2,90,0.0068306,numbers,sof_only,within
5,9,3-3-2-2-2,90,0.0068306,numbers,sof_only,within
5,10,3-2-3-2-2,89,0.00675471,numbers,sof_only,within
5,11,2-3-3-2-3,87,0.00660291,numbers,sof_only,within
5,12,3-2-2-3-2,85,0.00645112,numbers,sof_only,within
5,13,2-2-2-3-3,84,0.00637523,numbers,sof_only,within
5,14,2-2-3-2-3,84,0.00637523,numbers,sof_only,within
5,15,3-2-3-2-3,84,0.00637523,numbers,sof_only,within
5,16,2-3-2-3-3,82,0.00622344,numbers,sof_only,within
5,17,2-2-3-3-2,81,0.00614754,numbers,sof_only,within
5,18,3-2-2-2-3,81,0.00614754,numbers,sof_only,within
5,19,2-3-2-3-2,77,0.00584396,numbers,sof_only,within
5,20,3-2-3-3-2,74,0.00561627,numbers,sof_only,within
5,21,3-3-2-2-3,72,0.00546448,numbers,sof_only,within
5,22,3-3-3-2-2,70,0.00531269,numbers,sof_only,within
5,23,3-2-2-3-3,67,0.005085,numbers,sof_only,within
5,24,2-3-2-2-3,65,0.00493321,numbers,sof_only,within
5,25,2-3-3-3-2,64,0.00485732,numbers,sof_only,within
5,26,3-2-3-3-3,57,0.00432605,numbers,sof_only,within
5,27,2-2-3-3-3,54,0.00409836,numbers,sof_only,within
5,28,3-3-3-3-2,50,0.00379478,numbers,sof_only,within
5,29,2-3-3-3-3,49,0.00371888,numbers,sof_only,within
5,30,3-3-3-2-3,46,0.0034912,numbers,sof_only,within
5,31,2-2-2-4-2,44,0.0033394,numbers,sof_only,within
5,32,2-2-2-1-3,44,0.0033394,numbers,sof_only,within
5,33,3-3-2-3-3,44,0.0033394,numbers,sof_only,within
5,34,4-2-2-2-2,43,0.00326351,numbers,sof_only,within
5,35,2-2-2-3-1,42,0.00318761,numbers,sof_only,within
5,36,3-2-2-2-1,41,0.00311172,numbers,sof_only,within
5,37,2-3-2-2-1,41,0.00311172,numbers,sof_only,within
5,38,2-2-4-2-2,41,0.00311172,numbers,sof_only,within
5,39,4-3-2-2-2,41,0.00311172,numbers,sof_only,within
5,40,2-2-2-2-4,39,0.00295993,numbers,sof_only,within
5,41,1-2-2-2-2,39,0.00295993,numbers,sof_only,within
5,42,2-2-3-1-2,38,0.00288403,numbers,sof_only,within
5,43,2-2-3-1-3,37,0.00280814,numbers,sof_only,within
5,44,2-3-3-1-2,37,0.00280814,numbers,sof_only,within
5,45,2-2-1-3-2,37,0.00280814,numbers,sof_only,within
5,46,3-3-3-3-3,37,0.00280814,numbers,sof_only,within
5,47,2-4-2-2-2,36,0.00273224,numbers,sof_only,within
5,48,1-2-3-2-2,36,0.00273224,numbers,sof_only,within
