taam,rank,predecessor,count,prob,book,run_label,stream_type
atnah,1,tipeha,513,0.5625,deuteronomy,main,core_projected
atnah,2,munah,360,0.39473684,deuteronomy,main,core_projected
atnah,3,meteg,34,0.0372807,deuteronomy,main,core_projected
atnah,4,merkha,3,0.00328947,deuteronomy,main,core_projected
atnah,5,qadma,2,0.00219298,deuteronomy,main,core_projected
darga,1,qadma,50,0.23923445,deuteronomy,main,core_projected
darga,2,sof_pasuq,29,0.13875598,deuteronomy,main,core_projected
darga,3,geresh,28,0.13397129,deuteronomy,main,core_projected
darga,4,atnah,28,0.13397129,deuteronomy,main,core_projected
darga,5,meteg,25,0.11961722,deuteronomy,main,core_projected
darga,6,zaqef_qatan,25,0.11961722,deuteronomy,main,core_projected
darga,7,revia,12,0.05741627,deuteronomy,main,core_projected
darga,8,munah,7,0.03349282,deuteronomy,main,core_projected
darga,9,tevir,2,0.00956938,deuteronomy,main,core_projected
darga,10,zaqef_gadol,2,0.00956938,deuteronomy,main,core_projected
geresh,1,qadma,202,0.8244898,deuteronomy,main,core_projected
geresh,2,meteg,18,0.07346939,deuteronomy,main,core_projected
geresh,3,sof_pasuq,5,0.02040816,deuteronomy,main,core_projected
geresh,4,atnah,5,0.02040816,deuteronomy,main,core_projected
geresh,5,revia,5,0.02040816,deuteronomy,main,core_projected
geresh,6,munah,4,0.01632653,deuteronomy,main,core_projected
geresh,7,paseq,3,0.0122449,deuteronomy,main,core_projected
geresh,8,tipeha,1,0.00408163,deuteronomy,main,core_projected
geresh,9,pashta,1,0.00408163,deuteronomy,main,core_projected
geresh,10,zaqef_qatan,1,0.00408163,deuteronomy,main,core_projected
mahapakh,1,atnah,104,0.18150087,deuteronomy,main,core_projected
mahapakh,2,qadma,101,0.17626527,deuteronomy,main,core_projected
mahapakh,3,revia,99,0.17277487,deuteronomy,main,core_projected
mahapakh,4,sof_pasuq,86,0.15008726,deuteronomy,main,core_projected
mahapakh,5,meteg,57,0.09947644,deuteronomy,main,core_projected
mahapakh,6,munah,47,0.08202443,deuteronomy,main,core_projected
mahapakh,7,geresh,35,0.06108202,deuteronomy,main,core_projected
mahapakh,8,zaqef_qatan,26,0.04537522,deuteronomy,main,core_projected
mahapakh,9,pashta,16,0.02792321,deuteronomy,main,core_projected
mahapakh,10,telisha_qetana,1,0.0017452,deuteronomy,main,core_projected
merkha,1,zaqef_qatan,417,0.26078799,deuteronomy,main,core_projected
merkha,2,tipeha,374,0.23389619,deuteronomy,main,core_projected
merkha,3,tevir,318,0.1988743,deuteronomy,main,core_projected
merkha,4,atnah,146,0.09130707,deuteronomy,main,core_projected
merkha,5,sof_pasuq,121,0.0756723,deuteronomy,main,core_projected
merkha,6,meteg,97,0.06066291,deuteronomy,main,core_projected
merkha,7,qadma,44,0.0275172,deuteronomy,main,core_projected
merkha,8,zaqef_gadol,31,0.01938712,deuteronomy,main,core_projected
merkha,9,revia,18,0.01125704,deuteronomy,main,core_projected
merkha,10,munah,11,0.0068793,deuteronomy,main,core_projected
meteg,1,tipeha,593,0.33054627,deuteronomy,main,core_projected
meteg,2,merkha,436,0.24303233,deuteronomy,main,core_projected
meteg,3,sof_pasuq,134,0.07469342,deuteronomy,main,core_projected
meteg,4,munah,116,0.06465998,deuteronomy,main,core_projected
meteg,5,atnah,105,0.05852843,deuteronomy,main,core_projected
meteg,6,zaqef_qatan,87,0.04849498,deuteronomy,main,core_projected
meteg,7,mahapakh,76,0.04236343,deuteronomy,main,core_projected
meteg,8,pashta,63,0.03511706,deuteronomy,main,core_projected
meteg,9,revia,62,0.03455964,deuteronomy,main,core_projected
meteg,10,meteg,35,0.01950948,deuteronomy,main,core_projected
munah,1,pashta,568,0.31363887,deuteronomy,main,core_projected
munah,2,tipeha,369,0.20375483,deuteronomy,main,core_projected
munah,3,sof_pasuq,239,0.13197129,deuteronomy,main,core_projected
munah,4,atnah,171,0.09442297,deuteronomy,main,core_projected
munah,5,munah,80,0.04417449,deuteronomy,main,core_projected
munah,6,zaqef_qatan,79,0.04362231,deuteronomy,main,core_projected
munah,7,meteg,78,0.04307013,deuteronomy,main,core_projected
munah,8,geresh,70,0.03865268,deuteronomy,main,core_projected
munah,9,revia,60,0.03313087,deuteronomy,main,core_projected
munah,10,paseq,54,0.02981778,deuteronomy,main,core_projected
paseq,1,munah,66,0.80487805,deuteronomy,main,core_projected
paseq,2,merkha,6,0.07317073,deuteronomy,main,core_projected
paseq,3,mahapakh,3,0.03658537,deuteronomy,main,core_projected
paseq,4,pashta,3,0.03658537,deuteronomy,main,core_projected
paseq,5,darga,2,0.02439024,deuteronomy,main,core_projected
paseq,6,qadma,2,0.02439024,deuteronomy,main,core_projected
pashta,1,mahapakh,487,0.3998358,deuteronomy,main,core_projected
pashta,2,pashta,194,0.1592775,deuteronomy,main,core_projected
pashta,3,meteg,148,0.12151067,deuteronomy,main,core_projected
pashta,4,revia,127,0.10426929,deuteronomy,main,core_projected
pashta,5,atnah,107,0.08784893,deuteronomy,main,core_projected
pashta,6,sof_pasuq,55,0.04515599,deuteronomy,main,core_projected
pashta,7,zaqef_qatan,42,0.03448276,deuteronomy,main,core_projected
pashta,8,merkha,37,0.03037767,deuteronomy,main,core_projected
pashta,9,munah,10,0.00821018,deuteronomy,main,core_projected
pashta,10,paseq,5,0.00410509,deuteronomy,main,core_projected
qadma,1,telisha_qetana,109,0.24772727,deuteronomy,main,core_projected
qadma,2,sof_pasuq,87,0.19772727,deuteronomy,main,core_projected
qadma,3,revia,68,0.15454545,deuteronomy,main,core_projected
qadma,4,atnah,57,0.12954545,deuteronomy,main,core_projected
qadma,5,meteg,45,0.10227273,deuteronomy,main,core_projected
qadma,6,zaqef_qatan,26,0.05909091,deuteronomy,main,core_projected
qadma,7,munah,21,0.04772727,deuteronomy,main,core_projected
qadma,8,geresh,9,0.02045455,deuteronomy,main,core_projected
qadma,9,pashta,5,0.01136364,deuteronomy,main,core_projected
qadma,10,paseq,4,0.00909091,deuteronomy,main,core_projected
revia,1,munah,272,0.53125,deuteronomy,main,core_projected
revia,2,geresh,69,0.13476562,deuteronomy,main,core_projected
revia,3,sof_pasuq,66,0.12890625,deuteronomy,main,core_projected
revia,4,atnah,44,0.0859375,deuteronomy,main,core_projected
revia,5,meteg,41,0.08007812,deuteronomy,main,core_projected
revia,6,zaqef_qatan,16,0.03125,deuteronomy,main,core_projected
revia,7,paseq,4,0.0078125,deuteronomy,main,core_projected
sof_pasuq,1,meteg,944,0.98951782,deuteronomy,main,core_projected
sof_pasuq,2,atnah,4,0.00419287,deuteronomy,main,core_projected
sof_pasuq,3,merkha,3,0.00314465,deuteronomy,main,core_projected
sof_pasuq,4,revia,2,0.00209644,deuteronomy,main,core_projected
sof_pasuq,5,zaqef_qatan,1,0.00104822,deuteronomy,main,core_projected
telisha_qetana,1,sof_pasuq,36,0.30508475,deuteronomy,main,core_projected
telisha_qetana,2,munah,23,0.19491525,deuteronomy,main,core_projected
telisha_qetana,3,meteg,20,0.16949153,deuteronomy,main,core_projected
telisha_qetana,4,atnah,17,0.1440678,deuteronomy,main,core_projected
telisha_qetana,5,revia,11,0.09322034,deuteronomy,main,core_projected
telisha_qetana,6,pashta,2,0.01694915,deuteronomy,main,core_projected
telisha_qetana,7,merkha,2,0.01694915,deuteronomy,main,core_projected
telisha_qetana,8,geresh,2,0.01694915,deuteronomy,main,core_projected
telisha_qetana,9,zaqef_qatan,2,0.01694915,deuteronomy,main,core_projected
telisha_qetana,10,tevir,1,0.00847458,deuteronomy,main,core_projected
tevir,1,darga,161,0.33752621,deuteronomy,main,core_projected
tevir,2,merkha,112,0.23480084,deuteronomy,main,core_projected
tevir,3,zaqef_qatan,68,0.14255765,deuteronomy,main,core_projected
tevir,4,revia,47,0.09853249,deuteronomy,main,core_projected
tevir,5,meteg,37,0.07756813,deuteronomy,main,core_projected
tevir,6,sof_pasuq,27,0.05660377,deuteronomy,main,core_projected
tevir,7,atnah,16,0.03354298,deuteronomy,main,core_projected
tevir,8,zaqef_gadol,3,0.00628931,deuteronomy,main,core_projected
tevir,9,tevir,3,0.00628931,deuteronomy,main,core_projected
tevir,10,paseq,2,0.00419287,deuteronomy,main,core_projected
tipeha,1,merkha,985,0.5309973,deuteronomy,main,core_projected
tipeha,2,zaqef_qatan,464,0.25013477,deuteronomy,main,core_projected
tipeha,3,tevir,139,0.07493261,deuteronomy,main,core_projected
tipeha,4,meteg,101,0.05444744,deuteronomy,main,core_projected
tipeha,5,atnah,89,0.04797844,deuteronomy,main,core_projected
tipeha,6,sof_pasuq,49,0.02641509,deuteronomy,main,core_projected
tipeha,7,zaqef_gadol,21,0.01132075,deuteronomy,main,core_projected
tipeha,8,telisha_qetana,2,0.00107817,deuteronomy,main,core_projected
tipeha,9,qadma,1,0.00053908,deuteronomy,main,core_projected
tipeha,10,munah,1,0.00053908,deuteronomy,main,core_projected
