metric,observed,null_mean,null_sd,z,empirical_p,book,level,shape_field,n_segments,vocab_size,split_mode,transition_accent_mode,empirical_p_tail,n_train_bigrams,n_test_bigrams
unigram_entropy,2.89734679,2.89734679,0,0,,leviticus,minor,transition_bucket_shape,3078,20,chronological,accent_words,,,
conditional_entropy,2.83769491,2.84696273,0.00438874,-2.111724,0.03193613,leviticus,minor,transition_bucket_shape,3078,20,chronological,accent_words,lower,,
entropy_reduction,0.05965188,0.05038407,0.00438874,2.111724,0.03193613,leviticus,minor,transition_bucket_shape,3078,20,chronological,accent_words,upper,,
in_sample_next_accuracy,0.30744231,0.30649074,0.0019142,0.497113,0.29141717,leviticus,minor,transition_bucket_shape,3078,20,chronological,accent_words,upper,,
cv_next_accuracy,0.35714286,0.29733442,0.01667486,3.586744,0.00199601,leviticus,minor,transition_bucket_shape,3078,20,chronological,accent_words,upper,2461,616
unigram_entropy,3.80809806,3.80809806,0,0,,leviticus,minor,transition_exact_shape,3078,47,chronological,accent_words,,,
conditional_entropy,3.58619739,3.60499507,0.00784521,-2.396071,0.01596806,leviticus,minor,transition_exact_shape,3078,47,chronological,accent_words,lower,,
entropy_reduction,0.22190067,0.20310299,0.00784521,2.396071,0.01596806,leviticus,minor,transition_exact_shape,3078,47,chronological,accent_words,upper,,
in_sample_next_accuracy,0.21351966,0.2098505,0.00236436,1.551859,0.08183633,leviticus,minor,transition_exact_shape,3078,47,chronological,accent_words,upper,,
cv_next_accuracy,0.24350649,0.18606818,0.01409319,4.075607,0.00199601,leviticus,minor,transition_exact_shape,3078,47,chronological,accent_words,upper,2461,616
unigram_entropy,4.66856304,4.66856304,0,0,,leviticus,major,transition_bucket_shape,1670,51,chronological,accent_words,,,
conditional_entropy,4.07290303,4.08847946,0.01587756,-0.981034,0.16766467,leviticus,major,transition_bucket_shape,1670,51,chronological,accent_words,lower,,
entropy_reduction,0.59566,0.58008358,0.01587756,0.981034,0.16766467,leviticus,major,transition_bucket_shape,1670,51,chronological,accent_words,upper,,
in_sample_next_accuracy,0.14859197,0.14744398,0.00407259,0.281883,0.40718563,leviticus,major,transition_bucket_shape,1670,51,chronological,accent_words,upper,,
cv_next_accuracy,0.08083832,0.08994611,0.01524422,-0.597458,0.77245509,leviticus,major,transition_bucket_shape,1670,51,chronological,accent_words,upper,1335,334
unigram_entropy,6.17825713,6.17825713,0,0,,leviticus,major,transition_exact_shape,1670,197,chronological,accent_words,,,
conditional_entropy,3.86428783,3.8788555,0.01850446,-0.787252,0.21556886,leviticus,major,transition_exact_shape,1670,197,chronological,accent_words,lower,,
entropy_reduction,2.3139693,2.29940162,0.01850446,0.787252,0.21556886,leviticus,major,transition_exact_shape,1670,197,chronological,accent_words,upper,,
in_sample_next_accuracy,0.19772319,0.18691072,0.00368509,2.934113,0.00798403,leviticus,major,transition_exact_shape,1670,197,chronological,accent_words,upper,,
cv_next_accuracy,0.06886228,0.0448982,0.011428,2.096961,0.03193613,leviticus,major,transition_exact_shape,1670,197,chronological,accent_words,upper,1335,334
unigram_entropy,4.52383795,4.52383795,0,0,,leviticus,verse,transition_bucket_shape,857,41,chronological,accent_words,,,
conditional_entropy,3.7520743,3.78145638,0.02385822,-1.231528,0.11177645,leviticus,verse,transition_bucket_shape,857,41,chronological,accent_words,lower,,
entropy_reduction,0.77176365,0.74238157,0.02385822,1.231528,0.11177645,leviticus,verse,transition_bucket_shape,857,41,chronological,accent_words,upper,,
in_sample_next_accuracy,0.17990654,0.16496729,0.00548832,2.72201,0.00998004,leviticus,verse,transition_bucket_shape,857,41,chronological,accent_words,upper,,
cv_next_accuracy,0.11627907,0.0817093,0.02049279,1.686923,0.08383234,leviticus,verse,transition_bucket_shape,857,41,chronological,accent_words,upper,684,172
unigram_entropy,7.59279384,7.59279384,0,0,,leviticus,verse,transition_exact_shape,857,287,chronological,accent_words,,,
conditional_entropy,2.1101952,2.11576044,0.00896222,-0.620966,0.23353293,leviticus,verse,transition_exact_shape,857,287,chronological,accent_words,lower,,
entropy_reduction,5.48259864,5.47703341,0.00896222,0.620966,0.23353293,leviticus,verse,transition_exact_shape,857,287,chronological,accent_words,upper,,
in_sample_next_accuracy,0.35046729,0.34908645,0.00340149,0.405952,0.42315369,leviticus,verse,transition_exact_shape,857,287,chronological,accent_words,upper,,
cv_next_accuracy,0.00581395,0.01182558,0.00820742,-0.732463,0.88023952,leviticus,verse,transition_exact_shape,857,287,chronological,accent_words,upper,684,172
