measure,value,count,share,cum_share,level,book,run_label
pulse_count,23,55,0.02953813,0.76584318,major,deuteronomy,control_large_ranges
pulse_count,24,54,0.02900107,0.79484425,major,deuteronomy,control_large_ranges
pulse_count,25,40,0.02148228,0.81632653,major,deuteronomy,control_large_ranges
pulse_count,26,40,0.02148228,0.83780881,major,deuteronomy,control_large_ranges
pulse_count,27,35,0.01879699,0.8566058,major,deuteronomy,control_large_ranges
pulse_count,28,23,0.01235231,0.86895811,major,deuteronomy,control_large_ranges
pulse_count,29,33,0.01772288,0.88668099,major,deuteronomy,control_large_ranges
pulse_count,30,32,0.01718582,0.90386681,major,deuteronomy,control_large_ranges
pulse_count,31,21,0.0112782,0.91514501,major,deuteronomy,control_large_ranges
pulse_count,32,24,0.01288937,0.92803437,major,deuteronomy,control_large_ranges
pulse_count,33,12,0.00644468,0.93447905,major,deuteronomy,control_large_ranges
pulse_count,34,15,0.00805585,0.94253491,major,deuteronomy,control_large_ranges
pulse_count,35,11,0.00590763,0.94844253,major,deuteronomy,control_large_ranges
pulse_count,36,17,0.00912997,0.9575725,major,deuteronomy,control_large_ranges
pulse_count,37,9,0.00483351,0.96240602,major,deuteronomy,control_large_ranges
pulse_count,38,9,0.00483351,0.96723953,major,deuteronomy,control_large_ranges
pulse_count,39,8,0.00429646,0.97153598,major,deuteronomy,control_large_ranges
pulse_count,40,9,0.00483351,0.9763695,major,deuteronomy,control_large_ranges
pulse_count,41,8,0.00429646,0.98066595,major,deuteronomy,control_large_ranges
pulse_count,42,2,0.00107411,0.98174006,major,deuteronomy,control_large_ranges
pulse_count,43,4,0.00214823,0.98388829,major,deuteronomy,control_large_ranges
pulse_count,44,1,0.00053706,0.98442535,major,deuteronomy,control_large_ranges
pulse_count,45,7,0.0037594,0.98818475,major,deuteronomy,control_large_ranges
pulse_count,46,2,0.00107411,0.98925886,major,deuteronomy,control_large_ranges
pulse_count,47,2,0.00107411,0.99033298,major,deuteronomy,control_large_ranges
pulse_count,48,2,0.00107411,0.99140709,major,deuteronomy,control_large_ranges
pulse_count,49,4,0.00214823,0.99355532,major,deuteronomy,control_large_ranges
pulse_count,50,1,0.00053706,0.99409237,major,deuteronomy,control_large_ranges
pulse_count,51,1,0.00053706,0.99462943,major,deuteronomy,control_large_ranges
pulse_count,52,1,0.00053706,0.99516649,major,deuteronomy,control_large_ranges
pulse_count,53,2,0.00107411,0.9962406,major,deuteronomy,control_large_ranges
pulse_count,54,1,0.00053706,0.99677766,major,deuteronomy,control_large_ranges
pulse_count,56,2,0.00107411,0.99785177,major,deuteronomy,control_large_ranges
pulse_count,57,1,0.00053706,0.99838883,major,deuteronomy,control_large_ranges
pulse_count,60,1,0.00053706,0.99892589,major,deuteronomy,control_large_ranges
pulse_count,61,1,0.00053706,0.99946294,major,deuteronomy,control_large_ranges
pulse_count,73,1,0.00053706,1.0,major,deuteronomy,control_large_ranges
accent_count,1,1,0.00053706,0.00053706,major,deuteronomy,control_large_ranges
accent_count,2,91,0.04887218,0.04940924,major,deuteronomy,control_large_ranges
accent_count,3,223,0.11976369,0.16917293,major,deuteronomy,control_large_ranges
accent_count,4,223,0.11976369,0.28893663,major,deuteronomy,control_large_ranges
accent_count,5,248,0.13319012,0.42212675,major,deuteronomy,control_large_ranges
accent_count,6,241,0.12943072,0.55155747,major,deuteronomy,control_large_ranges
accent_count,7,171,0.09183673,0.6433942,major,deuteronomy,control_large_ranges
accent_count,8,162,0.08700322,0.73039742,major,deuteronomy,control_large_ranges
accent_count,9,133,0.07142857,0.80182599,major,deuteronomy,control_large_ranges
accent_count,10,100,0.05370569,0.85553169,major,deuteronomy,control_large_ranges
accent_count,11,74,0.03974221,0.8952739,major,deuteronomy,control_large_ranges
accent_count,12,56,0.03007519,0.92534909,major,deuteronomy,control_large_ranges
accent_count,13,45,0.02416756,0.94951665,major,deuteronomy,control_large_ranges
accent_count,14,34,0.01825994,0.96777658,major,deuteronomy,control_large_ranges
accent_count,15,14,0.0075188,0.97529538,major,deuteronomy,control_large_ranges
accent_count,16,13,0.00698174,0.98227712,major,deuteronomy,control_large_ranges
accent_count,17,13,0.00698174,0.98925886,major,deuteronomy,control_large_ranges
accent_count,18,6,0.00322234,0.9924812,major,deuteronomy,control_large_ranges
accent_count,19,8,0.00429646,0.99677766,major,deuteronomy,control_large_ranges
accent_count,20,4,0.00214823,0.99892589,major,deuteronomy,control_large_ranges
accent_count,21,1,0.00053706,0.99946294,major,deuteronomy,control_large_ranges
accent_count,26,1,0.00053706,1.0,major,deuteronomy,control_large_ranges
word_count,1,237,0.06217209,0.06217209,minor,deuteronomy,control_large_ranges
word_count,2,663,0.17392445,0.23609654,minor,deuteronomy,control_large_ranges
word_count,3,1103,0.28934942,0.52544596,minor,deuteronomy,control_large_ranges
word_count,4,802,0.21038825,0.73583421,minor,deuteronomy,control_large_ranges
word_count,5,496,0.13011542,0.86594963,minor,deuteronomy,control_large_ranges
word_count,6,236,0.06190976,0.92785939,minor,deuteronomy,control_large_ranges
word_count,7,117,0.03069255,0.95855194,minor,deuteronomy,control_large_ranges
word_count,8,65,0.01705142,0.97560336,minor,deuteronomy,control_large_ranges
word_count,9,40,0.01049318,0.98609654,minor,deuteronomy,control_large_ranges
word_count,10,21,0.00550892,0.99160546,minor,deuteronomy,control_large_ranges
word_count,11,13,0.00341028,0.99501574,minor,deuteronomy,control_large_ranges
word_count,12,13,0.00341028,0.99842602,minor,deuteronomy,control_large_ranges
word_count,13,3,0.00078699,0.99921301,minor,deuteronomy,control_large_ranges
word_count,14,1,0.00026233,0.99947534,minor,deuteronomy,control_large_ranges
word_count,16,2,0.00052466,1.0,minor,deuteronomy,control_large_ranges
pulse_count,1,22,0.00577125,0.00577125,minor,deuteronomy,control_large_ranges
pulse_count,2,97,0.02544596,0.03121721,minor,deuteronomy,control_large_ranges
pulse_count,3,141,0.03698846,0.06820567,minor,deuteronomy,control_large_ranges
pulse_count,4,211,0.05535152,0.12355719,minor,deuteronomy,control_large_ranges
pulse_count,5,322,0.08447009,0.20802728,minor,deuteronomy,control_large_ranges
pulse_count,6,426,0.11175236,0.31977964,minor,deuteronomy,control_large_ranges
pulse_count,7,504,0.13221406,0.4519937,minor,deuteronomy,control_large_ranges
pulse_count,8,421,0.11044071,0.56243442,minor,deuteronomy,control_large_ranges
pulse_count,9,393,0.10309549,0.66552991,minor,deuteronomy,control_large_ranges
pulse_count,10,317,0.08315845,0.74868835,minor,deuteronomy,control_large_ranges
pulse_count,11,235,0.06164743,0.81033578,minor,deuteronomy,control_large_ranges
pulse_count,12,163,0.04275971,0.85309549,minor,deuteronomy,control_large_ranges
pulse_count,13,128,0.03357817,0.88667366,minor,deuteronomy,control_large_ranges
pulse_count,14,95,0.0249213,0.91159496,minor,deuteronomy,control_large_ranges
pulse_count,15,90,0.02360965,0.93520462,minor,deuteronomy,control_large_ranges
pulse_count,16,60,0.01573977,0.95094439,minor,deuteronomy,control_large_ranges
pulse_count,17,44,0.0115425,0.96248688,minor,deuteronomy,control_large_ranges
pulse_count,18,25,0.00655824,0.96904512,minor,deuteronomy,control_large_ranges
pulse_count,19,29,0.00760756,0.97665268,minor,deuteronomy,control_large_ranges
pulse_count,20,11,0.00288562,0.9795383,minor,deuteronomy,control_large_ranges
pulse_count,21,17,0.0044596,0.9839979,minor,deuteronomy,control_large_ranges
pulse_count,22,10,0.00262329,0.9866212,minor,deuteronomy,control_large_ranges
pulse_count,23,7,0.00183631,0.9884575,minor,deuteronomy,control_large_ranges
pulse_count,24,9,0.00236097,0.99081847,minor,deuteronomy,control_large_ranges
pulse_count,25,7,0.00183631,0.99265477,minor,deuteronomy,control_large_ranges
pulse_count,26,8,0.00209864,0.99475341,minor,deuteronomy,control_large_ranges
pulse_count,27,6,0.00157398,0.99632739,minor,deuteronomy,control_large_ranges
pulse_count,28,1,0.00026233,0.99658972,minor,deuteronomy,control_large_ranges
pulse_count,29,7,0.00183631,0.99842602,minor,deuteronomy,control_large_ranges
pulse_count,30,2,0.00052466,0.99895068,minor,deuteronomy,control_large_ranges
pulse_count,31,1,0.00026233,0.99921301,minor,deuteronomy,control_large_ranges
pulse_count,32,2,0.00052466,0.99973767,minor,deuteronomy,control_large_ranges
pulse_count,38,1,0.00026233,1.0,minor,deuteronomy,control_large_ranges
accent_count,1,280,0.07345226,0.07345226,minor,deuteronomy,control_large_ranges
accent_count,2,832,0.21825813,0.29171039,minor,deuteronomy,control_large_ranges
accent_count,3,1362,0.35729276,0.64900315,minor,deuteronomy,control_large_ranges
accent_count,4,676,0.17733473,0.82633788,minor,deuteronomy,control_large_ranges
accent_count,5,347,0.09102833,0.91736621,minor,deuteronomy,control_large_ranges
accent_count,6,156,0.0409234,0.95828961,minor,deuteronomy,control_large_ranges
accent_count,7,74,0.01941238,0.97770199,minor,deuteronomy,control_large_ranges
accent_count,8,41,0.01075551,0.9884575,minor,deuteronomy,control_large_ranges
accent_count,9,20,0.00524659,0.99370409,minor,deuteronomy,control_large_ranges
accent_count,10,9,0.00236097,0.99606506,minor,deuteronomy,control_large_ranges
accent_count,11,9,0.00236097,0.99842602,minor,deuteronomy,control_large_ranges
accent_count,12,5,0.00131165,0.99973767,minor,deuteronomy,control_large_ranges
accent_count,13,1,0.00026233,1.0,minor,deuteronomy,control_large_ranges
