source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1283,0.59729981,0.99922118,71,1212,18.07042254,165.866731,7.735126,numbers,explore_k3_7_edges20,full
merkha,tipeha,1064,0.57389428,0.43696099,509,555,2.09037328,271.499278,3.918979,numbers,explore_k3_7_edges20,full
tipeha,meteg,808,0.33182752,0.37616387,178,630,4.53932584,314.552562,2.568728,numbers,explore_k3_7_edges20,full
munah,zaqef_qatan,756,0.40084836,0.55711127,44,712,17.18181818,153.915203,4.911795,numbers,explore_k3_7_edges20,full
tipeha,atnah,621,0.2550308,0.53953084,164,457,3.78658537,168.552141,3.68432,numbers,explore_k3_7_edges20,full
merkha,meteg,607,0.32740022,0.28258845,78,529,7.78205128,239.499158,2.534456,numbers,explore_k3_7_edges20,full
zaqef_qatan,tipeha,603,0.44436256,0.2476386,0,603,inf,198.718727,3.03444,numbers,explore_k3_7_edges20,full
pashta,munah,529,0.43467543,0.2804878,0,529,inf,138.035963,3.832335,numbers,explore_k3_7_edges20,full
tipeha,merkha,509,0.20903491,0.27454153,1064,-555,0.47838346,271.499278,1.874775,numbers,explore_k3_7_edges20,full
mahapakh,pashta,503,0.88712522,0.41331142,7,496,71.85714286,41.498617,12.120886,numbers,explore_k3_7_edges20,full
tipeha,munah,496,0.2036961,0.26299046,1,495,496.0,276.18535,1.795895,numbers,explore_k3_7_edges20,full
munah,atnah,484,0.25662778,0.42050391,141,343,3.43262411,130.550036,3.707391,numbers,explore_k3_7_edges20,full
pashta,zaqef_qatan,421,0.34593262,0.31024318,40,381,10.525,99.318559,4.238886,numbers,explore_k3_7_edges20,full
zaqef_qatan,merkha,416,0.30655859,0.22437972,0,416,inf,151.303705,2.749437,numbers,explore_k3_7_edges20,full
tevir,merkha,339,0.58854167,0.1828479,141,198,2.40425532,64.223238,5.278463,numbers,explore_k3_7_edges20,full
sof_pasuq,munah,269,0.20966485,0.1426299,0,269,inf,145.521891,1.848519,numbers,explore_k3_7_edges20,full
munah,revia,237,0.12566278,0.47686117,33,204,7.18181818,56.371301,4.204267,numbers,explore_k3_7_edges20,full
tevir,tipeha,211,0.36631944,0.08665298,0,211,inf,84.34929,2.501503,numbers,explore_k3_7_edges20,full
darga,tevir,198,0.83544304,0.34375,0,198,inf,8.209767,24.117616,numbers,explore_k3_7_edges20,full
sof_pasuq,merkha,196,0.15276695,0.10571737,0,196,inf,143.052803,1.370123,numbers,explore_k3_7_edges20,full
atnah,merkha,194,0.16854909,0.10463862,0,194,inf,128.334977,1.511669,numbers,explore_k3_7_edges20,full
qadma,geresh,189,0.43448276,0.84753363,10,179,18.9,5.833834,32.397217,numbers,explore_k3_7_edges20,full
meteg,tipeha,178,0.08286778,0.07310062,808,-630,0.22029703,314.552562,0.565883,numbers,explore_k3_7_edges20,full
pashta,pashta,174,0.14297453,0.14297453,174,0,1.0,89.071987,1.953476,numbers,explore_k3_7_edges20,full
atnah,tipeha,164,0.1424848,0.06735113,621,-457,0.26409018,168.552141,0.972993,numbers,explore_k3_7_edges20,full
sof_pasuq,qadma,148,0.11535464,0.34101382,0,148,inf,33.48701,4.419624,numbers,explore_k3_7_edges20,full
atnah,munah,141,0.12250217,0.0747614,484,-343,0.29132231,130.550036,1.080046,numbers,explore_k3_7_edges20,full
merkha,tevir,141,0.07605178,0.24479167,339,-198,0.4159292,64.223238,2.195467,numbers,explore_k3_7_edges20,full
meteg,pashta,136,0.06331471,0.11175021,83,53,1.63855422,157.211691,0.865076,numbers,explore_k3_7_edges20,full
atnah,meteg,134,0.1164205,0.06238361,45,89,2.97777778,148.685831,0.901229,numbers,explore_k3_7_edges20,full
meteg,zaqef_qatan,125,0.05819367,0.09211496,63,62,1.98412698,175.296849,0.713076,numbers,explore_k3_7_edges20,full
