source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1283,0.60950119,0.99922118,71,1212,18.07042254,171.629413,7.475409,numbers,explore_k3_7_edges20,core_adjacent
merkha,tipeha,1064,0.57420399,0.43732018,509,555,2.09037328,286.280734,3.716632,numbers,explore_k3_7_edges20,core_adjacent
tipeha,meteg,808,0.33182752,0.38257576,178,630,4.53932584,326.563373,2.474252,numbers,explore_k3_7_edges20,core_adjacent
munah,zaqef_qatan,756,0.43876959,0.56,44,712,17.18181818,147.70447,5.118328,numbers,explore_k3_7_edges20,core_adjacent
tipeha,atnah,621,0.2550308,0.53953084,164,457,3.78658537,177.970853,3.489335,numbers,explore_k3_7_edges20,core_adjacent
merkha,meteg,607,0.3275769,0.2874053,78,529,7.78205128,248.510033,2.442557,numbers,explore_k3_7_edges20,core_adjacent
zaqef_qatan,tipeha,603,0.45033607,0.24784217,0,603,inf,206.869888,2.914876,numbers,explore_k3_7_edges20,core_adjacent
pashta,munah,529,0.43467543,0.30791618,0,529,inf,132.766447,3.98444,numbers,explore_k3_7_edges20,core_adjacent
tipeha,merkha,509,0.20903491,0.27558202,1064,-555,0.47838346,285.588329,1.782286,numbers,explore_k3_7_edges20,core_adjacent
mahapakh,pashta,503,0.88712522,0.41570248,7,496,71.85714286,43.565532,11.545825,numbers,explore_k3_7_edges20,core_adjacent
tipeha,munah,496,0.2036961,0.2887078,1,495,496.0,265.641986,1.867175,numbers,explore_k3_7_edges20,core_adjacent
munah,atnah,484,0.2809054,0.42050391,141,343,3.43262411,125.931737,3.843352,numbers,explore_k3_7_edges20,core_adjacent
pashta,zaqef_qatan,421,0.34593262,0.31185185,40,381,10.525,104.327534,4.035368,numbers,explore_k3_7_edges20,core_adjacent
zaqef_qatan,merkha,416,0.31067961,0.2252301,0,416,inf,157.04426,2.648935,numbers,explore_k3_7_edges20,core_adjacent
tevir,merkha,339,0.58854167,0.18354088,141,198,2.40425532,67.556007,5.018059,numbers,explore_k3_7_edges20,core_adjacent
sof_pasuq,munah,269,0.22491639,0.15657742,0,269,inf,130.475489,2.06169,numbers,explore_k3_7_edges20,core_adjacent
munah,revia,237,0.13755078,0.50749465,33,204,7.18181818,51.094806,4.638436,numbers,explore_k3_7_edges20,core_adjacent
tevir,tipeha,211,0.36631944,0.08672421,0,211,inf,88.989586,2.371064,numbers,explore_k3_7_edges20,core_adjacent
darga,tevir,198,0.84255319,0.34375,0,198,inf,8.595377,23.035638,numbers,explore_k3_7_edges20,core_adjacent
sof_pasuq,merkha,196,0.1638796,0.10611803,0,196,inf,140.272543,1.39728,numbers,explore_k3_7_edges20,core_adjacent
