source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1283,0.59729981,0.99922118,86,1197,14.91860465,170.670297,7.517418,numbers,explore_k3_7_edges20,core_projected
merkha,tipeha,1064,0.57389428,0.43696099,509,555,2.09037328,279.362005,3.808678,numbers,explore_k3_7_edges20,core_projected
tipeha,meteg,808,0.33182752,0.37616387,178,630,4.53932584,323.662129,2.49643,numbers,explore_k3_7_edges20,core_projected
munah,zaqef_qatan,756,0.40084836,0.55711127,54,702,14.0,158.372649,4.773552,numbers,explore_k3_7_edges20,core_projected
tipeha,atnah,621,0.2550308,0.53953084,164,457,3.78658537,173.433478,3.580624,numbers,explore_k3_7_edges20,core_projected
merkha,meteg,607,0.32740022,0.28258845,79,528,7.6835443,246.435149,2.463123,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,tipeha,603,0.44436256,0.2476386,0,603,inf,204.4737,2.949035,numbers,explore_k3_7_edges20,core_projected
pashta,munah,529,0.43467543,0.2804878,5,524,105.8,142.03354,3.724472,numbers,explore_k3_7_edges20,core_projected
tipeha,merkha,509,0.20903491,0.27454153,1064,-555,0.47838346,279.362005,1.822009,numbers,explore_k3_7_edges20,core_projected
mahapakh,pashta,503,0.88712522,0.41331142,7,496,71.85714286,42.700433,11.77974,numbers,explore_k3_7_edges20,core_projected
tipeha,munah,496,0.2036961,0.26299046,1,495,496.0,284.183787,1.745349,numbers,explore_k3_7_edges20,core_projected
munah,atnah,484,0.25662778,0.42050391,159,325,3.04402516,134.330817,3.603045,numbers,explore_k3_7_edges20,core_projected
pashta,zaqef_qatan,421,0.34593262,0.31024318,40,381,10.525,102.194864,4.119581,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,merkha,416,0.30655859,0.22437972,0,416,inf,155.68552,2.672053,numbers,explore_k3_7_edges20,core_projected
tevir,merkha,339,0.58854167,0.1828479,141,198,2.40425532,66.083168,5.129899,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,munah,306,0.23850351,0.16224814,0,306,inf,149.736262,2.043593,numbers,explore_k3_7_edges20,core_projected
munah,revia,264,0.13997879,0.53118712,62,202,4.25806452,58.003837,4.551423,numbers,explore_k3_7_edges20,core_projected
tevir,tipeha,211,0.36631944,0.08665298,0,211,inf,86.792079,2.431097,numbers,explore_k3_7_edges20,core_projected
darga,tevir,198,0.83544304,0.34375,0,198,inf,8.447525,23.438819,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,merkha,198,0.1543258,0.10679612,0,198,inf,147.195668,1.345148,numbers,explore_k3_7_edges20,core_projected
atnah,merkha,196,0.17028671,0.10571737,0,196,inf,132.051609,1.484268,numbers,explore_k3_7_edges20,core_projected
qadma,geresh,189,0.43448276,0.84753363,10,179,18.9,6.002785,31.485387,numbers,explore_k3_7_edges20,core_projected
meteg,tipeha,178,0.08286778,0.07310062,808,-630,0.22029703,323.662129,0.549956,numbers,explore_k3_7_edges20,core_projected
pashta,pashta,174,0.14297453,0.14297453,174,0,1.0,91.651547,1.898495,numbers,explore_k3_7_edges20,core_projected
atnah,tipeha,164,0.1424848,0.06735113,621,-457,0.26409018,173.433478,0.945608,numbers,explore_k3_7_edges20,core_projected
atnah,munah,159,0.13814075,0.08430541,484,-325,0.3285124,134.330817,1.183645,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,qadma,155,0.1208106,0.35714286,0,155,inf,34.456807,4.498385,numbers,explore_k3_7_edges20,core_projected
merkha,tevir,141,0.07605178,0.24479167,339,-198,0.4159292,66.083168,2.133675,numbers,explore_k3_7_edges20,core_projected
meteg,pashta,137,0.06378026,0.1125719,83,54,1.65060241,161.764604,0.84691,numbers,explore_k3_7_edges20,core_projected
atnah,meteg,136,0.11815812,0.06331471,45,91,3.02222222,152.991832,0.888936,numbers,explore_k3_7_edges20,core_projected
meteg,zaqef_qatan,125,0.05819367,0.09211496,65,60,1.92307692,180.373515,0.693006,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,tipeha,124,0.09664848,0.05092402,1,123,124.0,193.323329,0.641413,numbers,explore_k3_7_edges20,core_projected
revia,pashta,119,0.23943662,0.09778143,0,119,inf,37.428775,3.179372,numbers,explore_k3_7_edges20,core_projected
munah,meteg,111,0.05885472,0.05167598,70,41,1.58571429,250.688614,0.44278,numbers,explore_k3_7_edges20,core_projected
revia,mahapakh,109,0.2193159,0.19223986,0,109,inf,17.438057,6.250696,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,mahapakh,105,0.08183944,0.18518519,0,105,inf,45.016151,2.332496,numbers,explore_k3_7_edges20,core_projected
atnah,pashta,104,0.09035621,0.08545604,0,104,inf,86.681126,1.1998,numbers,explore_k3_7_edges20,core_projected
atnah,mahapakh,101,0.08774978,0.17813051,0,101,inf,40.384715,2.500946,numbers,explore_k3_7_edges20,core_projected
qadma,mahapakh,97,0.22298851,0.17107584,0,97,inf,15.262686,6.355369,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,pashta,97,0.07560405,0.07970419,0,97,inf,96.621968,1.003912,numbers,explore_k3_7_edges20,core_projected
zaqef_gadol,tipeha,87,0.69047619,0.03572895,0,87,inf,18.985767,4.58238,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,meteg,86,0.0670304,0.04003724,1283,-1197,0.0670304,170.537376,0.504288,numbers,explore_k3_7_edges20,core_projected
telisha_qetana,qadma,84,0.95454545,0.19354839,0,84,inf,2.363366,35.542522,numbers,explore_k3_7_edges20,core_projected
pashta,meteg,83,0.06820049,0.0386406,137,-54,0.60583942,161.764604,0.513091,numbers,explore_k3_7_edges20,core_projected
meteg,merkha,79,0.0367784,0.04261057,607,-528,0.13014827,246.435149,0.320571,numbers,explore_k3_7_edges20,core_projected
munah,munah,77,0.04082715,0.04082715,77,0,1.0,220.111139,0.349823,numbers,explore_k3_7_edges20,core_projected
atnah,qadma,74,0.06429192,0.17050691,0,74,inf,30.911757,2.393911,numbers,explore_k3_7_edges20,core_projected
meteg,munah,70,0.03258845,0.03711559,111,-41,0.63063063,250.688614,0.279231,numbers,explore_k3_7_edges20,core_projected
geresh,munah,69,0.30941704,0.03658537,3,66,23.0,26.025866,2.651209,numbers,explore_k3_7_edges20,core_projected
munah,paseq,68,0.03605514,0.85,48,20,1.41666667,9.336634,7.283139,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,meteg,65,0.04789978,0.03026071,125,-60,0.52,180.373515,0.360363,numbers,explore_k3_7_edges20,core_projected
mahapakh,meteg,63,0.11111111,0.02932961,32,31,1.96875,75.366089,0.83592,numbers,explore_k3_7_edges20,core_projected
revia,munah,62,0.12474849,0.03287381,264,-202,0.23484848,58.003837,1.068895,numbers,explore_k3_7_edges20,core_projected
geresh,revia,61,0.2735426,0.12273642,0,61,inf,6.858354,8.894262,numbers,explore_k3_7_edges20,core_projected
atnah,darga,57,0.04952215,0.24050633,0,57,inf,16.880384,3.376701,numbers,explore_k3_7_edges20,core_projected
munah,mahapakh,57,0.03022269,0.1005291,0,57,inf,66.173391,0.861373,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,tevir,57,0.04200442,0.09895833,0,57,inf,48.368317,1.178457,numbers,explore_k3_7_edges20,core_projected
meteg,meteg,56,0.02607076,0.02607076,56,0,1.0,285.513861,0.196138,numbers,explore_k3_7_edges20,core_projected
revia,qadma,56,0.11267606,0.12903226,0,56,inf,13.347649,4.195496,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,munah,54,0.03979366,0.02863203,756,-702,0.07142857,158.372649,0.340968,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,revia,52,0.04053001,0.10462777,0,52,inf,39.458601,1.317837,numbers,explore_k3_7_edges20,core_projected
revia,tevir,50,0.10060362,0.08680556,0,50,inf,17.714851,2.82249,numbers,explore_k3_7_edges20,core_projected
atnah,tevir,50,0.04344049,0.08680556,0,50,inf,41.025743,1.218747,numbers,explore_k3_7_edges20,core_projected
qadma,merkha,50,0.11494253,0.02696872,0,50,inf,49.906559,1.001872,numbers,explore_k3_7_edges20,core_projected
meteg,revia,50,0.02327747,0.10060362,45,5,1.11111111,66.061634,0.756869,numbers,explore_k3_7_edges20,core_projected
paseq,munah,48,0.6,0.02545069,68,-20,0.70588235,9.336634,5.141039,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,zaqef_gadol,45,0.03316139,0.35714286,0,45,inf,10.580569,4.253079,numbers,explore_k3_7_edges20,core_projected
atnah,revia,45,0.03909644,0.09054326,0,45,inf,35.398948,1.271224,numbers,explore_k3_7_edges20,core_projected
meteg,atnah,45,0.02094972,0.03909644,136,-91,0.33088235,152.991832,0.294133,numbers,explore_k3_7_edges20,core_projected
revia,meteg,45,0.09054326,0.02094972,50,-5,0.9,66.061634,0.681182,numbers,explore_k3_7_edges20,core_projected
qadma,darga,44,0.10114943,0.18565401,0,44,inf,6.379641,6.89694,numbers,explore_k3_7_edges20,core_projected
atnah,zaqef_gadol,43,0.03735882,0.34126984,0,43,inf,8.974381,4.791417,numbers,explore_k3_7_edges20,core_projected
geresh,mahapakh,43,0.19282511,0.07583774,0,43,inf,7.824319,5.495686,numbers,explore_k3_7_edges20,core_projected
zaqef_qatan,pashta,40,0.02947679,0.03286771,421,-381,0.09501188,102.194864,0.391409,numbers,explore_k3_7_edges20,core_projected
meteg,tevir,38,0.01769088,0.06597222,25,13,1.52,76.562376,0.496327,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,darga,38,0.02961808,0.16033755,0,38,inf,18.816275,2.019528,numbers,explore_k3_7_edges20,core_projected
merkha,pashta,35,0.0188781,0.02875924,0,35,inf,139.623639,0.250674,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,zaqef_gadol,34,0.02650039,0.26984127,0,34,inf,10.003589,3.39878,numbers,explore_k3_7_edges20,core_projected
sof_pasuq,telisha_qetana,34,0.02650039,0.38636364,0,34,inf,6.986634,4.866435,numbers,explore_k3_7_edges20,core_projected
meteg,mahapakh,32,0.01489758,0.05643739,63,-31,0.50793651,75.366089,0.424594,numbers,explore_k3_7_edges20,core_projected
