from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P<=4_A2_C0,P<=4_A4_C0,171,0.24050633,0.19492657,1.23383041,138.58,9.61184034,3.372923,0.00990099,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P7-9_A8+_C0,23,0.02628571,0.01513129,1.73717647,13.74,3.23059866,2.866342,0.00990099,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A4_C0,23,0.06609195,0.03871829,1.70699564,13.51,3.36498608,2.82022,0.00990099,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A2_C0,167,0.19085714,0.15821095,1.20634599,138.36,10.26076178,2.791216,0.00990099,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P<=4_A4_C0,40,0.29411765,0.19492657,1.50886382,27.34,4.72093981,2.681669,0.00990099,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A3_C0,222,0.31223629,0.27614597,1.13069289,196.28,10.35733283,2.483265,0.00990099,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P5-6_A5_C0,22,0.12643678,0.07743658,1.63277844,12.95,3.6663223,2.468414,0.04950495,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A5_C0,79,0.06365834,0.05184691,1.22781365,64.79,6.20409607,2.290422,0.01980198,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P<=4_A0-1_C0,23,0.09871245,0.06875834,1.43564315,16.11,3.44332175,2.000975,0.05940594,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A4_C0,266,0.21434327,0.19492657,1.09961035,242.22,11.91856204,1.995207,0.02970297,upper,screening_selected_transition,numbers,minor,transition_bucket_shape,taam_events
