source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,985,0.61601001,0.5309973,374,611,2.63368984,219.097725,4.495711,deuteronomy,control_exclude_external,full
munah,zaqef_qatan,790,0.43598234,0.61098221,68,722,11.61764706,173.062195,4.564833,deuteronomy,control_exclude_external,full
tipeha,meteg,593,0.31967655,0.33054627,149,444,3.97986577,245.81696,2.412364,deuteronomy,control_exclude_external,full
pashta,munah,567,0.46551724,0.31308669,5,562,113.4,162.933816,3.479941,deuteronomy,control_exclude_external,full
tipeha,atnah,513,0.27654987,0.5625,90,423,5.7,124.963806,4.105189,deuteronomy,control_exclude_external,full
mahapakh,pashta,490,0.85514834,0.40229885,15,475,32.66666667,51.552223,9.504925,deuteronomy,control_exclude_external,full
zaqef_qatan,tipeha,463,0.35808198,0.24959569,0,463,inf,177.16908,2.613323,deuteronomy,control_exclude_external,full
merkha,meteg,439,0.27454659,0.24470457,212,227,2.07075472,211.892894,2.071801,deuteronomy,control_exclude_external,full
zaqef_qatan,merkha,416,0.32173241,0.2601626,0,416,inf,152.718792,2.723961,deuteronomy,control_exclude_external,full
tipeha,merkha,374,0.20161725,0.23389619,985,-611,0.37969543,219.097725,1.707001,deuteronomy,control_exclude_external,full
tipeha,munah,368,0.19838275,0.20320265,2,366,184.0,248.146329,1.482996,deuteronomy,control_exclude_external,full
pashta,zaqef_qatan,366,0.30049261,0.28306265,42,324,8.71428571,116.329886,3.146225,deuteronomy,control_exclude_external,full
munah,atnah,360,0.1986755,0.39473684,152,208,2.36842105,122.06707,2.949198,deuteronomy,control_exclude_external,full
tevir,merkha,318,0.66666667,0.1988743,112,206,2.83928571,56.339415,5.644361,deuteronomy,control_exclude_external,full
munah,revia,273,0.15066225,0.53320312,29,244,9.4137931,68.528882,3.983722,deuteronomy,control_exclude_external,full
meteg,munah,256,0.14277747,0.14135837,108,148,2.37037037,239.852489,1.067323,deuteronomy,control_exclude_external,full
meteg,merkha,212,0.11823759,0.13258286,439,-227,0.48291572,211.774782,1.001063,deuteronomy,control_exclude_external,full
qadma,geresh,204,0.46363636,0.83265306,9,195,22.66666667,7.962771,25.619221,deuteronomy,control_exclude_external,full
meteg,pashta,202,0.11266035,0.16584565,63,139,3.20634921,161.314374,1.252213,deuteronomy,control_exclude_external,full
pashta,pashta,194,0.1592775,0.1592775,194,0,1.0,109.582213,1.77036,deuteronomy,control_exclude_external,full
darga,tevir,163,0.77990431,0.34171908,2,161,81.5,7.363939,22.134894,deuteronomy,control_exclude_external,full
meteg,meteg,154,0.08588957,0.08584169,154,0,1.0,237.600975,0.648145,deuteronomy,control_exclude_external,full
atnah,munah,152,0.16666667,0.08393153,360,-208,0.42222222,121.999705,1.245905,deuteronomy,control_exclude_external,full
meteg,tipeha,149,0.08310095,0.08032345,593,-444,0.25126476,245.679938,0.60648,deuteronomy,control_exclude_external,full
atnah,merkha,145,0.15899123,0.09068168,3,142,48.33333333,107.718127,1.346106,deuteronomy,control_exclude_external,full
tevir,tipeha,139,0.29140461,0.07493261,0,139,inf,65.359359,2.126704,deuteronomy,control_exclude_external,full
revia,pashta,126,0.24609375,0.10344828,0,126,inf,46.064116,2.735318,deuteronomy,control_exclude_external,full
meteg,mahapakh,124,0.06915784,0.21640489,76,48,1.63157895,75.889275,1.633959,deuteronomy,control_exclude_external,full
merkha,tevir,112,0.07004378,0.23480084,318,-206,0.35220126,56.339415,1.987951,deuteronomy,control_exclude_external,full
meteg,zaqef_qatan,111,0.06190742,0.08584687,82,29,1.35365854,171.247525,0.648185,deuteronomy,control_exclude_external,full
telisha_qetana,qadma,109,0.92372881,0.24772727,0,109,inf,3.835131,28.421456,deuteronomy,control_exclude_external,full
meteg,qadma,109,0.06079197,0.24772727,19,90,5.73684211,58.274487,1.870458,deuteronomy,control_exclude_external,full
munah,meteg,108,0.05960265,0.06020067,256,-148,0.421875,240.118777,0.449777,deuteronomy,control_exclude_external,full
atnah,pashta,107,0.11732456,0.08784893,0,107,inf,82.051706,1.304056,deuteronomy,control_exclude_external,full
meteg,revia,105,0.05856107,0.20507812,59,46,1.77966102,67.810312,1.548437,deuteronomy,control_exclude_external,full
atnah,meteg,103,0.1129386,0.0574136,34,69,3.02941176,120.854484,0.852265,deuteronomy,control_exclude_external,full
qadma,mahapakh,101,0.22954545,0.17626527,1,100,101.0,18.623135,5.423362,deuteronomy,control_exclude_external,full
revia,mahapakh,95,0.18554688,0.16579407,0,95,inf,21.670557,4.383828,deuteronomy,control_exclude_external,full
atnah,mahapakh,92,0.10087719,0.16055846,0,92,inf,38.60068,2.383378,deuteronomy,control_exclude_external,full
munah,munah,92,0.05077263,0.05080066,92,0,1.0,242.39415,0.379547,deuteronomy,control_exclude_external,full
atnah,tipeha,90,0.09868421,0.04851752,513,-423,0.1754386,124.963806,0.720209,deuteronomy,control_exclude_external,full
zaqef_qatan,meteg,82,0.06341841,0.04570792,111,-29,0.73873874,171.343034,0.478572,deuteronomy,control_exclude_external,full
mahapakh,meteg,76,0.13263525,0.04236343,124,-48,0.61290323,75.9316,1.000901,deuteronomy,control_exclude_external,full
geresh,munah,70,0.28571429,0.03865268,3,67,23.33333333,32.774043,2.135837,deuteronomy,control_exclude_external,full
geresh,revia,69,0.28163265,0.13476562,5,64,13.8,9.26577,7.446763,deuteronomy,control_exclude_external,full
zaqef_qatan,tevir,68,0.05259087,0.14255765,0,68,inf,45.557763,1.492611,deuteronomy,control_exclude_external,full
zaqef_qatan,munah,68,0.05259087,0.03754832,790,-722,0.08607595,172.966686,0.393139,deuteronomy,control_exclude_external,full
revia,qadma,64,0.125,0.14545455,0,64,inf,16.640567,3.846023,deuteronomy,control_exclude_external,full
meteg,tevir,64,0.03569437,0.13417191,13,51,4.92307692,63.174841,1.013062,deuteronomy,control_exclude_external,full
pashta,meteg,63,0.05172414,0.03511706,202,-139,0.31188119,161.404343,0.390324,deuteronomy,control_exclude_external,full
meteg,gershayim,63,0.03513664,0.57798165,5,58,12.6,14.43618,4.364035,deuteronomy,control_exclude_external,full
revia,meteg,59,0.11523438,0.0328874,105,-46,0.56190476,67.848131,0.869589,deuteronomy,control_exclude_external,full
atnah,qadma,55,0.06030702,0.125,2,53,27.5,29.64101,1.855537,deuteronomy,control_exclude_external,full
yetiv,munah,52,0.8,0.02871342,0,52,inf,8.695154,5.980342,deuteronomy,control_exclude_external,full
qadma,darga,50,0.11363636,0.23923445,0,50,inf,6.792732,7.360809,deuteronomy,control_exclude_external,full
meteg,darga,49,0.0273285,0.23444976,23,26,2.13043478,27.680381,1.770207,deuteronomy,control_exclude_external,full
revia,tevir,46,0.08984375,0.09643606,0,46,inf,18.039888,2.549905,deuteronomy,control_exclude_external,full
