current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,985,218.894,12.70265637,61,60.310692,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
munah,zaqef_qatan,790,173.166,11.80394469,63,52.256599,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
tipeha,meteg,593,246.21,13.97886682,72,24.808163,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
pashta,munah,567,162.304,11.51054165,57,35.158728,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
tipeha,atnah,513,124.842,10.20575086,53,38.033262,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
mahapakh,pashta,490,50.878,6.92466736,37,63.414165,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
zaqef_qatan,tipeha,463,176.892,12.13254851,68,23.581855,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
merkha,meteg,439,211.724,12.1645294,62,18.683501,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
zaqef_qatan,merkha,416,152.486,10.97792483,58,24.00399,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
tipeha,merkha,374,218.49,12.51523721,60,12.425653,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
tipeha,munah,368,247.892,13.60406105,67,8.828834,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
pashta,zaqef_qatan,366,116.254,9.92080282,49,25.173971,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
munah,atnah,360,122.088,10.06712223,53,23.632573,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
tevir,merkha,318,56.302,7.04599803,43,37.141367,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
munah,revia,273,68.282,7.35163717,42,27.846586,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
qadma,geresh,204,8.112,2.70445635,17,72.431563,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
meteg,pashta,202,161.308,11.78043689,60,3.454201,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
pashta,pashta,194,109.242,9.8326394,55,8.620066,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
darga,tevir,163,7.356,2.58972534,15,60.100582,True,0.00199601,0,500,deuteronomy,control_exclude_external,full
