metric,observed,null_mean,null_sd,z,empirical_p,book,level,shape_field,n_segments,vocab_size,split_mode,transition_accent_mode,empirical_p_tail,n_train_bigrams,n_test_bigrams
unigram_entropy,3.17760142,3.17760142,0,0,,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,,,
conditional_entropy,3.08752705,3.11275835,0.00479987,-5.256658,0.00990099,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,lower,,
entropy_reduction,0.09007437,0.06484307,0.00479987,5.256658,0.00990099,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,upper,,
in_sample_next_accuracy,0.25316867,0.25292168,0.00164624,0.150035,0.41584158,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,upper,,
cv_next_accuracy,0.19318182,0.24477273,0.01625274,-3.174289,1.0,leviticus,minor,transition_bucket_shape,3078,22,random,taam_events,upper,2461,616
unigram_entropy,4.44531273,4.44531273,0,0,,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,,,
conditional_entropy,4.02896952,4.07383455,0.00984679,-4.556312,0.00990099,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,lower,,
entropy_reduction,0.41634321,0.37147818,0.00984679,4.556312,0.00990099,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,upper,,
in_sample_next_accuracy,0.15502112,0.15380565,0.00240361,0.505685,0.28712871,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,upper,,
cv_next_accuracy,0.09090909,0.11605519,0.01220398,-2.060485,0.97029703,leviticus,minor,transition_exact_shape,3078,67,random,taam_events,upper,2461,616
unigram_entropy,4.73415216,4.73415216,0,0,,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,,,
conditional_entropy,4.0663173,4.11537396,0.01402229,-3.498477,0.00990099,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,lower,,
entropy_reduction,0.66783486,0.6187782,0.01402229,3.498477,0.00990099,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,upper,,
in_sample_next_accuracy,0.14679449,0.13689635,0.0037106,2.667532,0.03960396,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,upper,,
cv_next_accuracy,0.0748503,0.07062874,0.01343078,0.31432,0.44554455,leviticus,major,transition_bucket_shape,1670,54,random,taam_events,upper,1335,334
unigram_entropy,6.70466184,6.70466184,0,0,,leviticus,major,transition_exact_shape,1670,252,random,taam_events,,,
conditional_entropy,3.61168106,3.65162002,0.01726627,-2.313121,0.02970297,leviticus,major,transition_exact_shape,1670,252,random,taam_events,lower,,
entropy_reduction,3.09298078,3.05304182,0.01726627,2.313121,0.02970297,leviticus,major,transition_exact_shape,1670,252,random,taam_events,upper,,
in_sample_next_accuracy,0.21390054,0.2023607,0.00345361,3.341382,0.00990099,leviticus,major,transition_exact_shape,1670,252,random,taam_events,upper,,
cv_next_accuracy,0.04491018,0.02817365,0.00932426,1.794944,0.08910891,leviticus,major,transition_exact_shape,1670,252,random,taam_events,upper,1335,334
unigram_entropy,4.43145154,4.43145154,0,0,,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,,,
conditional_entropy,3.73875473,3.76609293,0.02533645,-1.079007,0.1980198,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,lower,,
entropy_reduction,0.69269681,0.66535861,0.02533645,1.079007,0.1980198,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,upper,,
in_sample_next_accuracy,0.17873832,0.16732477,0.00572998,1.991901,0.04950495,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,upper,,
cv_next_accuracy,0.11627907,0.08563953,0.01984734,1.54376,0.0990099,leviticus,verse,transition_bucket_shape,857,38,random,taam_events,upper,684,172
unigram_entropy,7.77125121,7.77125121,0,0,,leviticus,verse,transition_exact_shape,857,320,random,taam_events,,,
conditional_entropy,1.95301022,1.94477041,0.00827899,0.995267,0.84158416,leviticus,verse,transition_exact_shape,857,320,random,taam_events,lower,,
entropy_reduction,5.81824098,5.82648079,0.00827899,-0.995267,0.84158416,leviticus,verse,transition_exact_shape,857,320,random,taam_events,upper,,
in_sample_next_accuracy,0.38084112,0.38477804,0.00326502,-1.205787,0.93069307,leviticus,verse,transition_exact_shape,857,320,random,taam_events,upper,,
cv_next_accuracy,0.00581395,0.01133721,0.00887615,-0.622258,0.81188119,leviticus,verse,transition_exact_shape,857,320,random,taam_events,upper,684,172
