from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P<=4_A2_C0,P<=4_A4_C0,125,0.24850895,0.18719532,1.32753824,94.38,7.2079922,4.248062,0.00990099,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A3_C0,151,0.30019881,0.24894378,1.20588999,124.62,8.96996109,2.940927,0.00990099,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A0-1_C0,36,0.0625,0.04777381,1.3082483,27.0,4.20197164,2.141852,0.03960396,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A5_C0,32,0.11764706,0.08839779,1.33088235,23.48,4.52039151,1.884792,0.03960396,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A4_C0,33,0.2244898,0.18719532,1.19922761,27.0,4.06512638,1.475969,0.06930693,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A4_C0,20,0.07352941,0.05687358,1.29285714,15.61,3.90517657,1.124149,0.16831683,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A5_C0,46,0.06013072,0.05264868,1.14211248,40.58,5.46463377,0.991832,0.18811881,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P7-9_A6-7_C0,26,0.04513889,0.03899903,1.15743634,22.34,4.15171864,0.881563,0.25742574,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P<=4_A2_C0,30,0.18518519,0.16314592,1.13508927,26.38,4.39416509,0.82382,0.28712871,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A2_C0,101,0.17534722,0.16314592,1.07478765,94.71,7.86796985,0.799444,0.26732673,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P<=4_A2_C0,31,0.18343195,0.16314592,1.12434287,27.51,4.82312401,0.723597,0.32673267,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P7-9_A6-7_C0,33,0.04313725,0.03899903,1.10611111,29.6,4.72260842,0.719941,0.31683168,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A5_C0,29,0.05765408,0.05264868,1.09507155,25.9,4.34729685,0.713087,0.30693069,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P<=4_A2_C0,22,0.18333333,0.16314592,1.12373838,19.37,3.70818096,0.709243,0.27722772,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P5-6_A6-7_C0,45,0.05882353,0.05492363,1.07100592,42.22,6.17355062,0.450308,0.38613861,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A3_C0,39,0.26530612,0.24894378,1.06572707,37.15,5.19201991,0.356316,0.38613861,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P<=4_A2_C0,46,0.16911765,0.16314592,1.03660359,43.8,6.39286218,0.344134,0.3960396,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P5-6_A5_C0,53,0.09201389,0.08839779,1.04090712,51.04,6.79560167,0.288422,0.42574257,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A2_C0,127,0.16601307,0.16314592,1.01757415,124.89,9.15069683,0.230584,0.43564356,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A3_C0,190,0.24836601,0.24894378,0.99767914,189.04,9.81847362,0.097775,0.48514851,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P5-6_A4_C0,33,0.05729167,0.05687358,1.00735119,32.48,5.70039871,0.091222,0.47524752,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A4_C0,144,0.18823529,0.18719532,1.00555556,143.38,10.01592671,0.061901,0.5049505,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P5-6_A4_C0,44,0.05751634,0.05687358,1.01130159,43.64,5.86983386,0.061331,0.4950495,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A4_C0,108,0.1875,0.18719532,1.0016276,107.62,8.50523309,0.044678,0.5049505,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P<=4_A3_C0,43,0.24571429,0.24894378,0.98702723,43.25,6.05092029,-0.041316,0.52475248,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P<=4_A4_C0,22,0.18333333,0.18719532,0.97936921,22.21,4.61944725,-0.04546,0.56435644,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P<=4_A3_C0,40,0.24691358,0.24894378,0.99184476,40.82,5.1686311,-0.158649,0.61386139,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P5-6_A5_C0,64,0.08366013,0.08839779,0.94640523,66.97,6.71114707,-0.442547,0.71287129,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P<=4_A3_C0,39,0.23076923,0.24894378,0.92699337,42.32,5.54299995,-0.598954,0.75247525,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P<=4_A3_C0,27,0.225,0.24894378,0.90381854,30.17,4.85352106,-0.653134,0.83168317,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A3_C0,135,0.234375,0.24894378,0.94147764,142.35,10.63762619,-0.690944,0.75247525,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A2_C0,20,0.13605442,0.16314592,0.83394314,24.14,4.49021383,-0.922005,0.86138614,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P<=4_A4_C0,45,0.16544118,0.18719532,0.88378906,50.69,6.01126048,-0.946557,0.85148515,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P<=4_A2_C0,24,0.13714286,0.16314592,0.84061468,28.79,4.72323934,-1.014135,0.88118812,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A2_C0,74,0.1471173,0.16314592,0.90175283,82.74,7.60730643,-1.148895,0.85148515,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P<=4_A4_C0,27,0.15428571,0.18719532,0.82419643,32.97,4.9266437,-1.211778,0.91089109,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P5-6_A4_C0,23,0.04572565,0.05687358,0.8039875,29.24,4.98101446,-1.252757,0.88118812,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P5-6_A6-7_C0,25,0.04340278,0.05492363,0.79023874,31.48,5.0562093,-1.281593,0.91089109,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P5-6_A6-7_C0,21,0.0417495,0.05492363,0.7601374,27.99,4.43470018,-1.576206,0.96039604,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P<=4_A4_C0,23,0.14197531,0.18719532,0.75843407,30.79,4.91605286,-1.584605,0.96039604,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A5_C0,24,0.04166667,0.05264868,0.79140947,30.69,4.20604423,-1.590568,0.96039604,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A0-1_C0,28,0.03660131,0.04777381,0.76613757,37.75,5.70906598,-1.70781,0.97029703,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P<=4_A3_C0,57,0.20955882,0.24894378,0.84179178,69.31,6.69644109,-1.83829,0.99009901,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P5-6_A5_C0,30,0.05964215,0.08839779,0.67470179,44.94,6.16084082,-2.424994,0.99009901,upper,screening_selected_transition,leviticus,minor,transition_bucket_shape,taam_events
P2_A2_C0,P3_A4_C0,42,0.13166144,0.08547286,1.54038881,27.6,3.95428421,3.64162,0.00990099,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P3_A4_C0,52,0.12745098,0.08547286,1.49112801,34.08,5.83386145,3.071722,0.00990099,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A4_C0,P3_A2_C0,22,0.07586207,0.04452389,1.70385099,12.74,3.21178386,2.883133,0.01980198,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P2_A3_C0,29,0.07107843,0.04647384,1.5294289,18.77,3.76011766,2.72066,0.01980198,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A2_C0,P3_A4_C0,20,0.14492754,0.08547286,1.69559707,11.88,3.32204148,2.44428,0.00990099,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P2_A2_C0,P3_A3_C0,54,0.169279,0.13259669,1.27664577,40.64,5.51310651,2.423316,0.01980198,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P3_A3_C0,68,0.16666667,0.13259669,1.25694444,53.99,6.29813986,2.224466,0.02970297,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A4_C0,P4_A3_C0,26,0.09885932,0.06954826,1.42144913,18.58,3.38499362,2.192028,0.05940594,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P2_A2_C0,P2_A3_C0,22,0.06896552,0.04647384,1.48396431,14.85,3.81749032,1.872958,0.04950495,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A4_C0,P5_A5_C0,23,0.08745247,0.05979851,1.46245247,16.08,4.10390304,1.6862,0.05940594,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A4_C0,P4_A4_C0,31,0.11787072,0.09424764,1.25064901,24.71,4.59093309,1.370092,0.13861386,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A4_C0,P4_A3_C0,23,0.07931034,0.06954826,1.14036416,19.45,4.20046895,0.845144,0.23762376,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P4_A5_C0,21,0.05147059,0.0438739,1.17314815,18.14,4.09735071,0.698012,0.26732673,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A3_C0,P2_A2_C0,25,0.11682243,0.10367241,1.12684206,22.29,4.18823509,0.647051,0.36633663,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A4_C0,P3_A4_C0,28,0.09655172,0.08547286,1.12961846,25.45,4.35860927,0.585049,0.34653465,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A2_C0,P3_A3_C0,20,0.14492754,0.13259669,1.09299517,17.72,4.08762607,0.557781,0.36633663,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P2_A2_C0,P4_A4_C0,32,0.10031348,0.09424764,1.06436061,30.21,4.40453164,0.4064,0.35643564,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A3_C0,P3_A3_C0,30,0.14018692,0.13259669,1.05724299,28.35,4.80188305,0.343615,0.40594059,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A4_C0,P4_A4_C0,28,0.09655172,0.09424764,1.02444709,27.28,4.6189771,0.155879,0.48514851,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P2_A2_C0,P2_A2_C0,33,0.10344828,0.10367241,0.99783807,32.27,5.17931979,0.140945,0.48514851,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P2_A2_C0,41,0.1004902,0.10367241,0.96930512,42.09,5.89657493,-0.184853,0.62376238,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A4_C0,P2_A2_C0,30,0.10344828,0.10367241,0.99783807,30.95,4.50224411,-0.211006,0.69306931,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A4_C0,P2_A2_C0,24,0.09125475,0.10367241,0.88022218,26.53,5.23287008,-0.483482,0.7029703,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P4_A4_C0,P3_A3_C0,34,0.11724138,0.13259669,0.8841954,37.54,6.38562147,-0.55437,0.73267327,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P5_A5_C0,21,0.05147059,0.05979851,0.8607337,24.06,4.24697159,-0.720513,0.84158416,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P5_A5_C0,P3_A3_C0,21,0.11413043,0.13259669,0.8607337,24.56,4.57997398,-0.777297,0.8019802,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A3_C0,P4_A4_C0,34,0.08333333,0.09424764,0.8841954,38.22,5.15728376,-0.81826,0.86138614,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P3_A4_C0,P3_A3_C0,30,0.11406844,0.13259669,0.86026616,34.99,5.67378341,-0.879484,0.85148515,upper,screening_selected_transition,leviticus,minor,transition_exact_shape,taam_events
P<=4_A4_C0,P7-9_A6-7_C1,20,0.13157895,0.0724985,1.81491953,10.65,2.88281218,3.243361,0.00990099,upper,screening_selected_transition,leviticus,major,transition_bucket_shape,taam_events
