book,equivalence_profile,family,metric_role,metric,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
deuteronomy,H_KH,burst_clustering,primary,active_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.062026421312905394,0.0003886270109816837,0.06163779430192371,159.60398932700215,0.009191996810903639,6.705593525533902,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,active_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.02328337096815271,0.00023985299998804848,0.02304351796816466,97.0735032261964,0.008831397352717015,2.6092720152689344,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,count_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.17235266131539256,0.0003602288319471152,0.17199243248344545,478.4532664522963,0.00937629708331118,18.343321564498403,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,count_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.125115810996805,-0.0003830144596557069,0.1254988254564607,-326.66080311764745,0.008837579042353518,14.200588742122228,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,count_lag5_corr,shuffle_observed_thresholded_arrival_stream,250,0.12323968242168065,-0.0006436402555362956,0.12388332267721695,-191.47292507208792,0.008779159934412674,14.111067984035394,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,adjacent_active_ratio,shuffle_observed_thresholded_arrival_stream,250,1.0892646173328118,1.0005599223684707,0.08870469496434108,1.0886550550159597,0.013218321318810738,6.710738287024929,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,run_count,shuffle_observed_thresholded_arrival_stream,250,2875.0,3064.252,-189.25199999999995,0.9382387610418464,28.19369603297872,-6.712564389522685,1.0,0.00398406374501992,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,mean_run_length,shuffle_observed_thresholded_arrival_stream,250,1.8076521739130436,1.696153320183875,0.11149885372916857,1.065736306029859,0.015650847348287495,7.124141667726936,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,descriptive,max_run_length,shuffle_observed_thresholded_arrival_stream,250,13.0,10.004,2.9960000000000004,1.2994802079168333,1.2821793946246367,2.3366465040386113,0.043824701195219126,0.9920318725099602,0.08764940239043825
deuteronomy,H_KH,burst_clustering,secondary,mean_run_intensity,shuffle_observed_thresholded_arrival_stream,250,3.170782608695652,2.9752037072919384,0.1955789014037137,1.065736306029859,0.027452977569172383,7.124141667726929,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,fano_w5,shuffle_observed_thresholded_arrival_stream,250,2.9450881785687444,1.8776901969978799,1.0673979815708645,1.5684633084187476,0.04983412776545458,21.419016032438584,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,primary,fano_w10,shuffle_observed_thresholded_arrival_stream,250,3.973326861744773,1.8807090469137064,2.0926178148310663,2.1126749340973863,0.07028221018079833,29.77450210299144,0.00398406374501992,1.0,0.00796812749003984
deuteronomy,H_KH,burst_clustering,secondary,fano_w20,shuffle_observed_thresholded_arrival_stream,250,5.792141757964841,1.8818007153325065,3.910341042632335,3.0779782953485557,0.09820064017790023,39.81991395930172,0.00398406374501992,1.0,0.00796812749003984
