fold,feature,pos_count,neg_count,log_likelihood_ratio,direction,rank
0,pos_dist_combo=11_8,1,0,2.2835369,positive,1
0,pos_dist_combo=15_4,1,0,2.2835369,positive,2
0,pos_dist_combo=15_5,1,0,2.2835369,positive,3
0,pos_dist_combo=6_13,1,0,2.2835369,positive,4
0,pos_dist_combo=12_10,1,1,1.59038972,positive,5
0,pos_dist_combo=14_8,1,1,1.59038972,positive,6
0,pos_dist_combo=14_9,1,1,1.59038972,positive,7
0,pos_dist_combo=16+_7,1,1,1.59038972,positive,8
0,pos_dist_combo=7_16+,1,1,1.59038972,positive,9
0,pos_dist_combo=8_14,1,1,1.59038972,positive,10
0,pos_dist_combo=9_14,1,1,1.59038972,positive,11
0,has_visible_taam=0,1784,1807,1.57758687,positive,12
0,taam_current=NONE,1784,1807,1.57758687,positive,13
0,pos_dist_combo=7_9,8,9,1.4850292,positive,14
0,pos_dist_combo=11_7,4,5,1.40806816,positive,15
0,pos_dist_combo=14_4,4,5,1.40806816,positive,16
0,pos_dist_combo=16+_4,2,3,1.30270765,positive,17
0,pos_dist_combo=12_5,4,6,1.25391748,positive,18
0,pos_dist_combo=4_13,4,6,1.25391748,positive,19
0,pos_dist_combo=9_6,9,15,1.12038609,positive,20
0,pos_dist_combo=5_4,48,80,1.08776086,positive,21
0,pos_dist_combo=13_5,3,6,1.03077393,positive,22
0,pos_dist_combo=4_14,3,6,1.03077393,positive,23
0,pos_dist_combo=8_5,13,24,1.01057122,positive,24
0,pos_dist_combo=7_4,27,51,0.97135051,positive,25
0,pos_dist_combo=3_3,81,152,0.96667104,positive,26
0,pos_dist_combo=6_3,44,84,0.95440095,positive,27
0,pos_dist_combo=3_4,70,135,0.94041471,positive,28
0,pos_dist_combo=6_4,32,63,0.9280142,positive,29
0,pos_dist_combo=10_10,0,1,0.89724254,positive,30
0,pos_dist_combo=10_9,0,1,0.89724254,positive,31
0,pos_dist_combo=11_9,0,1,0.89724254,positive,32
0,pos_dist_combo=12_7,0,1,0.89724254,positive,33
0,pos_dist_combo=12_8,0,1,0.89724254,positive,34
0,pos_dist_combo=13_6,0,1,0.89724254,positive,35
0,pos_dist_combo=13_7,0,1,0.89724254,positive,36
0,pos_dist_combo=14_5,0,1,0.89724254,positive,37
0,pos_dist_combo=14_6,0,1,0.89724254,positive,38
0,pos_dist_combo=16+_6,1,3,0.89724254,positive,39
0,pos_dist_combo=3_10,12,25,0.89724254,positive,40
0,pos_dist_combo=3_14,3,7,0.89724254,positive,41
0,pos_dist_combo=4_15,0,1,0.89724254,positive,42
0,pos_dist_combo=5_14,0,1,0.89724254,positive,43
0,pos_dist_combo=5_15,0,1,0.89724254,positive,44
0,pos_dist_combo=6_14,0,1,0.89724254,positive,45
0,pos_dist_combo=7_12,0,1,0.89724254,positive,46
0,pos_dist_combo=7_13,0,1,0.89724254,positive,47
0,pos_dist_combo=8_11,0,1,0.89724254,positive,48
0,pos_dist_combo=8_12,0,1,0.89724254,positive,49
