current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,1151,312.154,14.42450751,73,58.154221,True,0.00199601,0,500,numbers,control_exclude_meteg,full
munah,zaqef_qatan,796,176.028,11.41278754,58,54.322574,True,0.00199601,0,500,numbers,control_exclude_meteg,full
tipeha,sof_pasuq,770,216.298,12.5463947,62,44.132359,True,0.00199601,0,500,numbers,control_exclude_meteg,full
tipeha,atnah,651,194.528,11.88729707,63,38.399983,True,0.00199601,0,500,numbers,control_exclude_meteg,full
zaqef_qatan,tipeha,634,228.234,13.84075058,67,29.316763,True,0.00199601,0,500,numbers,control_exclude_meteg,full
mahapakh,pashta,566,47.198,6.2658853,35,82.797877,True,0.00199601,0,500,numbers,control_exclude_meteg,full
pashta,munah,537,158.62,11.0166389,56,34.346229,True,0.00199601,0,500,numbers,control_exclude_meteg,full
tipeha,merkha,513,310.812,15.42986771,75,13.103677,True,0.00199601,0,500,numbers,control_exclude_meteg,full
merkha,sof_pasuq,511,164.888,11.17197754,59,30.98037,True,0.00199601,0,500,numbers,control_exclude_meteg,full
tipeha,munah,501,316.504,14.15537825,68,13.033633,True,0.00199601,0,500,numbers,control_exclude_meteg,full
munah,atnah,499,150.526,10.65271255,59,32.712232,True,0.00199601,0,500,numbers,control_exclude_meteg,full
pashta,zaqef_qatan,496,114.632,9.4209386,49,40.480892,True,0.00199601,0,500,numbers,control_exclude_meteg,full
zaqef_qatan,merkha,435,174.488,11.35357491,58,22.945372,True,0.00199601,0,500,numbers,control_exclude_meteg,full
tevir,merkha,362,73.64,7.96575838,44,36.199943,True,0.00199601,0,500,numbers,control_exclude_meteg,full
sof_pasuq,munah,273,167.024,11.45556126,61,9.251053,True,0.00199601,0,500,numbers,control_exclude_meteg,full
munah,revia,265,63.978,7.16688527,40,28.048726,True,0.00199601,0,500,numbers,control_exclude_meteg,full
darga,tevir,222,9.438,2.95085939,17,72.03393,True,0.00199601,0,500,numbers,control_exclude_meteg,full
tevir,tipeha,213,96.532,9.12488373,48,12.763779,True,0.00199601,0,500,numbers,control_exclude_meteg,full
atnah,merkha,212,147.06,10.98753165,55,5.910336,True,0.00199601,0,500,numbers,control_exclude_meteg,full
sof_pasuq,merkha,204,164.13,10.88052718,58,3.664345,True,0.00199601,0,500,numbers,control_exclude_meteg,full
qadma,geresh,202,6.576,2.58177364,17,75.6937,True,0.00199601,0,500,numbers,control_exclude_meteg,full
pashta,pashta,174,102.404,9.05277247,50,7.908737,True,0.00199601,0,500,numbers,control_exclude_meteg,full
sof_pasuq,qadma,152,38.628,6.05333807,32,18.72884,True,0.00199601,0,500,numbers,control_exclude_meteg,full
revia,pashta,145,42.04,6.14605141,34,16.752219,True,0.00199601,0,500,numbers,control_exclude_meteg,full
merkha,tevir,142,73.68,7.84248744,42,8.711522,True,0.00199601,0,500,numbers,control_exclude_meteg,full
atnah,pashta,126,96.564,9.00288887,46,3.269617,True,0.00199601,0,500,numbers,control_exclude_meteg,full
revia,mahapakh,107,19.344,4.15839494,23,21.079287,True,0.00199601,0,500,numbers,control_exclude_meteg,full
sof_pasuq,mahapakh,107,50.51,6.48212433,35,8.714736,True,0.00199601,0,500,numbers,control_exclude_meteg,full
atnah,mahapakh,101,44.784,6.30276079,35,8.919266,True,0.00199601,0,500,numbers,control_exclude_meteg,full
qadma,mahapakh,98,17.076,4.15749848,27,19.464589,True,0.00199601,0,500,numbers,control_exclude_meteg,full
telisha_qetana,qadma,88,2.676,1.59251254,9,53.578228,True,0.00199601,0,500,numbers,control_exclude_meteg,full
zaqef_gadol,tipeha,87,21.212,4.27546667,25,15.387326,True,0.00199601,0,500,numbers,control_exclude_meteg,full
geresh,munah,71,29.022,5.00876146,27,8.380914,True,0.00199601,0,500,numbers,control_exclude_meteg,full
geresh,revia,69,7.978,2.80236016,17,21.775217,True,0.00199601,0,500,numbers,control_exclude_meteg,full
munah,zinor,69,12.484,3.20285194,20,17.645524,True,0.00199601,0,500,numbers,control_exclude_meteg,full
munah,paseq,68,10.352,3.08140977,18,18.70832,True,0.00199601,0,500,numbers,control_exclude_meteg,full
atnah,qadma,65,34.828,5.47305442,30,5.512827,True,0.00199601,0,500,numbers,control_exclude_meteg,full
yetiv,munah,59,9.286,2.96340472,19,16.775974,True,0.00199601,0,500,numbers,control_exclude_meteg,full
