source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1151,0.62081985,0.47268994,513,638,2.24366472,322.187411,3.572455,numbers,control_exclude_meteg,core_projected
munah,zaqef_qatan,796,0.42205726,0.58658806,58,738,13.72413793,182.650728,4.358044,numbers,control_exclude_meteg,core_projected
tipeha,sof_pasuq,770,0.31622177,0.59968847,129,641,5.96899225,223.133029,3.450856,numbers,control_exclude_meteg,core_projected
tipeha,atnah,651,0.26735113,0.56559513,217,434,3.0,200.02034,3.254669,numbers,control_exclude_meteg,core_projected
zaqef_qatan,tipeha,634,0.46720707,0.26036961,0,634,inf,235.818941,2.688503,numbers,control_exclude_meteg,core_projected
mahapakh,pashta,566,0.99823633,0.46507806,7,559,80.85714286,49.246289,11.493252,numbers,control_exclude_meteg,core_projected
pashta,munah,537,0.44124897,0.28472959,8,529,67.125,163.80688,3.278251,numbers,control_exclude_meteg,core_projected
tipeha,merkha,513,0.21067762,0.27669903,1151,-638,0.44569939,322.187411,1.592241,numbers,control_exclude_meteg,core_projected
merkha,sof_pasuq,511,0.27562028,0.39797508,206,305,2.48058252,169.892663,3.007781,numbers,control_exclude_meteg,core_projected
tipeha,munah,501,0.20574949,0.26564157,1,500,501.0,327.748359,1.528612,numbers,control_exclude_meteg,core_projected
munah,atnah,499,0.26458112,0.43353606,169,330,2.95266272,154.923351,3.220948,numbers,control_exclude_meteg,core_projected
pashta,zaqef_qatan,496,0.40755957,0.36551216,44,452,11.27272727,117.861048,4.208345,numbers,control_exclude_meteg,core_projected
zaqef_qatan,merkha,435,0.32056006,0.23462783,0,435,inf,179.55167,2.422701,numbers,control_exclude_meteg,core_projected
tevir,merkha,362,0.62847222,0.19525351,142,220,2.54929577,76.213531,4.749813,numbers,control_exclude_meteg,core_projected
sof_pasuq,munah,329,0.25643024,0.17444327,0,329,inf,172.690408,1.905143,numbers,control_exclude_meteg,core_projected
munah,revia,294,0.15588547,0.5915493,63,231,4.66666667,66.895661,4.394904,numbers,control_exclude_meteg,core_projected
darga,tevir,222,0.93670886,0.38541667,0,222,inf,9.742506,22.786744,numbers,control_exclude_meteg,core_projected
atnah,tipeha,217,0.18853171,0.08911704,651,-434,0.33333333,200.02034,1.08489,numbers,control_exclude_meteg,core_projected
atnah,merkha,215,0.18679409,0.11596548,0,215,inf,152.294747,1.411736,numbers,control_exclude_meteg,core_projected
tevir,tipeha,213,0.36979167,0.08747433,0,213,inf,100.09706,2.127935,numbers,control_exclude_meteg,core_projected
sof_pasuq,merkha,206,0.16056118,0.11111111,511,-305,0.40313112,169.760348,1.213475,numbers,control_exclude_meteg,core_projected
qadma,geresh,202,0.46436782,0.9058296,11,191,18.36363636,6.922995,29.178125,numbers,control_exclude_meteg,core_projected
pashta,pashta,174,0.14297453,0.14297453,174,0,1.0,105.70147,1.646146,numbers,control_exclude_meteg,core_projected
atnah,munah,169,0.14682884,0.08960764,499,-330,0.33867735,154.923351,1.090862,numbers,control_exclude_meteg,core_projected
sof_pasuq,qadma,159,0.12392829,0.36635945,0,159,inf,39.738938,4.001113,numbers,control_exclude_meteg,core_projected
revia,pashta,145,0.2917505,0.11914544,0,145,inf,43.1665,3.359086,numbers,control_exclude_meteg,core_projected
merkha,tevir,142,0.07659115,0.24652778,362,-220,0.39226519,76.213531,1.863186,numbers,control_exclude_meteg,core_projected
sof_pasuq,tipeha,129,0.1005456,0.05297741,770,-641,0.16753247,222.959249,0.578581,numbers,control_exclude_meteg,core_projected
atnah,pashta,126,0.10947003,0.10353328,0,126,inf,99.969098,1.260389,numbers,control_exclude_meteg,core_projected
sof_pasuq,pashta,116,0.09041309,0.09531635,0,116,inf,111.433842,1.040976,numbers,control_exclude_meteg,core_projected
sof_pasuq,mahapakh,116,0.09041309,0.20458554,0,116,inf,51.917,2.234336,numbers,control_exclude_meteg,core_projected
revia,mahapakh,116,0.2334004,0.20458554,0,116,inf,20.111262,5.767913,numbers,control_exclude_meteg,core_projected
atnah,mahapakh,110,0.09556907,0.19400353,0,110,inf,46.575578,2.361753,numbers,control_exclude_meteg,core_projected
qadma,mahapakh,98,0.22528736,0.17283951,0,98,inf,17.602412,5.567419,numbers,control_exclude_meteg,core_projected
telisha_qetana,qadma,88,1.0,0.20276498,0,88,inf,2.725664,32.285714,numbers,control_exclude_meteg,core_projected
zaqef_gadol,tipeha,87,0.69047619,0.03572895,0,87,inf,21.896232,3.973286,numbers,control_exclude_meteg,core_projected
geresh,munah,71,0.31838565,0.03764581,3,68,23.66666667,30.015558,2.36544,numbers,control_exclude_meteg,core_projected
geresh,revia,69,0.30941704,0.138833,0,69,inf,7.90972,8.723444,numbers,control_exclude_meteg,core_projected
paseq,munah,49,0.6125,0.02598091,68,-19,0.72058824,10.767913,4.550557,numbers,control_exclude_meteg,core_projected
geresh,mahapakh,43,0.19282511,0.07583774,0,43,inf,9.023765,4.765195,numbers,control_exclude_meteg,core_projected
zaqef_gadol,merkha,29,0.23015873,0.01564186,0,29,inf,16.67171,1.739474,numbers,control_exclude_meteg,core_projected
paseq,revia,16,0.2,0.03219316,0,16,inf,2.837568,5.638632,numbers,control_exclude_meteg,core_projected
