taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1151,0.07948346,1151,1151,18,3,3.39928169,0.81519013,0.99659084,0.62877882,tipeha,0.18853171,tipeha,0.56559513,numbers,control_exclude_meteg,full
darga,237,0.01636627,237,237,4,11,0.42507385,0.21253693,2.93203355,0.84754777,tevir,0.93670886,atnah,0.24050633,numbers,control_exclude_meteg,full
geresh,223,0.01539949,223,223,10,6,2.32158071,0.69886543,0.58313273,0.22558653,munah,0.31838565,qadma,0.9058296,numbers,control_exclude_meteg,full
gershayim,114,0.00787238,114,114,6,7,2.20869813,0.85444107,2.20510553,0.78547444,munah,0.37719298,sof_pasuq,0.44736842,numbers,control_exclude_meteg,full
mahapakh,567,0.03915475,567,567,2,11,0.01867483,0.01867483,2.97451473,0.85982758,pashta,0.99823633,sof_pasuq,0.18871252,numbers,control_exclude_meteg,full
merkha,1854,0.12802983,1854,1854,8,13,1.4014585,0.46715283,2.59871412,0.70227171,tipeha,0.62081985,tipeha,0.27669903,numbers,control_exclude_meteg,full
merkha_kefula,2,0.00013811,2,2,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,numbers,control_exclude_meteg,full
munah,1886,0.13023962,1886,1886,17,19,2.41566864,0.59099464,2.96804082,0.69870327,zaqef_qatan,0.42205726,pashta,0.28472959,numbers,control_exclude_meteg,full
paseq,80,0.00552448,80,80,11,5,2.12536852,0.61436928,0.85371249,0.36767396,munah,0.55,munah,0.85,numbers,control_exclude_meteg,full
pashta,1217,0.08404116,1217,1217,6,11,1.51621373,0.58655154,2.33894632,0.67610711,munah,0.44124897,mahapakh,0.46507806,numbers,control_exclude_meteg,full
pazer,36,0.00248602,36,36,5,6,1.70465492,0.73415492,1.90427159,0.73667281,telisha_qetana,0.52777778,munah,0.44444444,numbers,control_exclude_meteg,full
qadma,435,0.03003936,435,434,7,11,2.08085175,0.74121435,2.60898715,0.75416642,geresh,0.46436782,sof_pasuq,0.35023041,numbers,control_exclude_meteg,full
qarney_para,1,6.906e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,telisha_qetana,1.0,yerah_ben_yomo,1.0,numbers,control_exclude_meteg,full
revia,497,0.03432083,497,497,12,8,2.95409812,0.82402483,2.15616607,0.71872202,pashta,0.2917505,munah,0.5331992,numbers,control_exclude_meteg,full
segol,96,0.00662938,96,96,12,2,2.62533527,0.73231875,0.99498483,0.99498483,mahapakh,0.38541667,munah,0.54166667,numbers,control_exclude_meteg,full
sof_pasuq,1284,0.08866791,1283,1284,18,4,3.47265069,0.83278493,0.99397701,0.4969885,munah,0.21278254,tipeha,0.59968847,numbers,control_exclude_meteg,full
telisha_gedola,50,0.0034528,50,50,6,8,1.88100471,0.72767195,2.55329418,0.85109806,qadma,0.58,atnah,0.28,numbers,control_exclude_meteg,full
telisha_qetana,88,0.00607693,88,88,1,9,-0.0,0.0,2.45788399,0.77537607,qadma,1.0,sof_pasuq,0.34090909,numbers,control_exclude_meteg,full
tevir,576,0.03977626,576,576,3,10,0.96777681,0.61059918,2.38631311,0.71835182,merkha,0.62847222,darga,0.38541667,numbers,control_exclude_meteg,full
tipeha,2435,0.16815137,2435,2435,4,9,1.97675457,0.98837728,2.04873574,0.64630417,sof_pasuq,0.31622177,merkha,0.47268994,numbers,control_exclude_meteg,full
yerah_ben_yomo,1,6.906e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,qarney_para,1.0,munah,1.0,numbers,control_exclude_meteg,full
yetiv,72,0.00497203,72,72,2,6,0.68129089,0.68129089,2.13208547,0.82480325,munah,0.81944444,revia,0.30555556,numbers,control_exclude_meteg,full
zaqef_gadol,126,0.00870106,126,126,7,4,1.30246109,0.463946,1.66876178,0.83438089,tipeha,0.69047619,zaqef_qatan,0.35714286,numbers,control_exclude_meteg,full
zaqef_qatan,1357,0.093709,1357,1357,15,7,2.1811001,0.55827007,1.28838509,0.45893203,tipeha,0.46720707,munah,0.58658806,numbers,control_exclude_meteg,full
zarqa,1,6.906e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,munah,1.0,merkha,1.0,numbers,control_exclude_meteg,full
zinor,95,0.00656032,95,95,2,6,0.99607999,0.99607999,1.42209706,0.55014224,munah,0.53684211,munah,0.72631579,numbers,control_exclude_meteg,full
