source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1151,0.62081985,0.47268994,513,638,2.24366472,311.774171,3.691775,numbers,control_exclude_meteg,full
munah,zaqef_qatan,796,0.42205726,0.58658806,48,748,16.58333333,176.747376,4.503603,numbers,control_exclude_meteg,full
tipeha,sof_pasuq,770,0.31622177,0.59968847,129,641,5.96899225,215.921271,3.566115,numbers,control_exclude_meteg,full
tipeha,atnah,651,0.26735113,0.56559513,217,434,3.0,193.555594,3.363375,numbers,control_exclude_meteg,full
zaqef_qatan,tipeha,634,0.46720707,0.26036961,0,634,inf,228.197169,2.778299,numbers,control_exclude_meteg,full
mahapakh,pashta,566,0.99823633,0.46507806,7,559,80.85714286,47.654627,11.877126,numbers,control_exclude_meteg,full
pashta,munah,537,0.44124897,0.28472959,0,537,inf,158.512569,3.387744,numbers,control_exclude_meteg,full
tipeha,merkha,513,0.21067762,0.27669903,1151,-638,0.44569939,311.774171,1.645422,numbers,control_exclude_meteg,full
merkha,sof_pasuq,511,0.27562028,0.39797508,204,307,2.50490196,164.401657,3.108241,numbers,control_exclude_meteg,full
tipeha,munah,501,0.20574949,0.26564157,1,500,501.0,317.155387,1.579667,numbers,control_exclude_meteg,full
munah,atnah,499,0.26458112,0.43353606,149,350,3.34899329,149.91616,3.328527,numbers,control_exclude_meteg,full
pashta,zaqef_qatan,496,0.40755957,0.36551216,44,452,11.27272727,114.051727,4.348904,numbers,control_exclude_meteg,full
zaqef_qatan,merkha,435,0.32056006,0.23462783,0,435,inf,173.748481,2.503619,numbers,control_exclude_meteg,full
tevir,merkha,362,0.62847222,0.19525351,142,220,2.54929577,73.750276,4.908456,numbers,control_exclude_meteg,full
sof_pasuq,munah,273,0.21278254,0.1447508,0,273,inf,167.108978,1.633664,numbers,control_exclude_meteg,full
munah,revia,265,0.14050901,0.5331992,33,232,8.03030303,64.733564,4.093703,numbers,control_exclude_meteg,full
darga,tevir,222,0.93670886,0.38541667,0,222,inf,9.427624,23.54782,numbers,control_exclude_meteg,full
atnah,tipeha,217,0.18853171,0.08911704,651,-434,0.33333333,193.555594,1.121125,numbers,control_exclude_meteg,full
tevir,tipeha,213,0.36979167,0.08747433,0,213,inf,96.861878,2.199008,numbers,control_exclude_meteg,full
atnah,merkha,212,0.18418766,0.11434736,0,212,inf,147.372514,1.438531,numbers,control_exclude_meteg,full
sof_pasuq,merkha,204,0.15900234,0.11003236,511,-307,0.39921722,164.273619,1.241831,numbers,control_exclude_meteg,full
qadma,geresh,202,0.46436782,0.9058296,10,192,20.2,6.69924,30.152673,numbers,control_exclude_meteg,full
pashta,pashta,174,0.14297453,0.14297453,174,0,1.0,102.285152,1.701127,numbers,control_exclude_meteg,full
sof_pasuq,qadma,152,0.11847233,0.35023041,0,152,inf,38.454558,3.952717,numbers,control_exclude_meteg,full
atnah,munah,149,0.12945265,0.07900318,499,-350,0.29859719,149.91616,0.993889,numbers,control_exclude_meteg,full
revia,pashta,145,0.2917505,0.11914544,0,145,inf,41.77134,3.47128,numbers,control_exclude_meteg,full
merkha,tevir,142,0.07659115,0.24652778,362,-220,0.39226519,73.750276,1.925417,numbers,control_exclude_meteg,full
sof_pasuq,tipeha,129,0.1005456,0.05297741,770,-641,0.16753247,215.753108,0.597906,numbers,control_exclude_meteg,full
atnah,pashta,126,0.10947003,0.10353328,0,126,inf,96.738052,1.302486,numbers,control_exclude_meteg,full
sof_pasuq,pashta,115,0.08963367,0.09449466,0,115,inf,107.832251,1.066471,numbers,control_exclude_meteg,full
sof_pasuq,mahapakh,107,0.08339829,0.18871252,0,107,inf,50.239019,2.129819,numbers,control_exclude_meteg,full
revia,mahapakh,107,0.21529175,0.18871252,0,107,inf,19.461257,5.498103,numbers,control_exclude_meteg,full
atnah,mahapakh,101,0.08774978,0.17813051,0,101,inf,45.070235,2.240947,numbers,control_exclude_meteg,full
qadma,mahapakh,98,0.22528736,0.17283951,0,98,inf,17.033494,5.75337,numbers,control_exclude_meteg,full
telisha_qetana,qadma,88,1.0,0.20276498,0,88,inf,2.637569,33.364055,numbers,control_exclude_meteg,full
zaqef_gadol,tipeha,87,0.69047619,0.03572895,0,87,inf,21.188536,4.105994,numbers,control_exclude_meteg,full
geresh,munah,71,0.31838565,0.03764581,2,69,35.5,29.045442,2.444446,numbers,control_exclude_meteg,full
geresh,revia,69,0.30941704,0.138833,0,69,inf,7.654075,9.014806,numbers,control_exclude_meteg,full
munah,zinor,69,0.03658537,0.72631579,51,18,1.35294118,12.373619,5.57638,numbers,control_exclude_meteg,full
munah,paseq,68,0.03605514,0.85,44,24,1.54545455,10.41989,6.525981,numbers,control_exclude_meteg,full
atnah,qadma,65,0.05647263,0.14976959,0,65,inf,34.498204,1.884156,numbers,control_exclude_meteg,full
yetiv,munah,59,0.81944444,0.03128314,0,59,inf,9.377901,6.291387,numbers,control_exclude_meteg,full
atnah,darga,57,0.04952215,0.24050633,0,57,inf,18.838881,3.025657,numbers,control_exclude_meteg,full
zaqef_qatan,tevir,57,0.04200442,0.09895833,0,57,inf,53.98011,1.055944,numbers,control_exclude_meteg,full
atnah,tevir,56,0.04865334,0.09722222,0,56,inf,45.785635,1.223091,numbers,control_exclude_meteg,full
revia,tevir,55,0.11066398,0.09548611,0,55,inf,19.770166,2.78197,numbers,control_exclude_meteg,full
revia,qadma,55,0.11066398,0.12672811,0,55,inf,14.896271,3.692199,numbers,control_exclude_meteg,full
sof_pasuq,revia,54,0.04208885,0.10865191,0,54,inf,44.036671,1.226251,numbers,control_exclude_meteg,full
munah,segol,52,0.02757158,0.54166667,15,37,3.46666667,12.503867,4.158713,numbers,control_exclude_meteg,full
atnah,revia,51,0.0443093,0.10261569,0,51,inf,39.506008,1.290943,numbers,control_exclude_meteg,full
zinor,munah,51,0.53684211,0.02704136,69,-18,0.73913043,12.373619,4.121672,numbers,control_exclude_meteg,full
sof_pasuq,gershayim,51,0.03975058,0.44736842,0,51,inf,10.100967,5.049022,numbers,control_exclude_meteg,full
qadma,merkha,50,0.11494253,0.02696872,0,50,inf,55.696823,0.897717,numbers,control_exclude_meteg,full
zaqef_qatan,munah,48,0.03537214,0.02545069,796,-748,0.06030151,176.747376,0.271574,numbers,control_exclude_meteg,full
qadma,darga,47,0.10804598,0.19831224,0,47,inf,7.11982,6.60129,numbers,control_exclude_meteg,full
zaqef_qatan,zaqef_gadol,45,0.03316139,0.35714286,0,45,inf,11.808149,3.810927,numbers,control_exclude_meteg,full
atnah,zaqef_gadol,44,0.03822763,0.34920635,0,44,inf,10.015608,4.393143,numbers,control_exclude_meteg,full
zaqef_qatan,pashta,44,0.03242447,0.03615448,496,-452,0.08870968,114.051727,0.38579,numbers,control_exclude_meteg,full
zinor,segol,44,0.46315789,0.45833333,0,44,inf,0.629834,69.859649,numbers,control_exclude_meteg,full
paseq,munah,44,0.55,0.0233298,68,-24,0.64705882,10.41989,4.222694,numbers,control_exclude_meteg,full
