excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,5599,15900,run_preserving_circular_translation,500,0.3521383647798742,0.30805786163522014,0.04408050314465406,1.143091635157979,0.003375465077165556,13.059090269619771,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,2975,15900,run_preserving_circular_translation,500,0.1871069182389937,0.16084314465408803,0.02626377358490567,1.1632881130332846,0.0025970968112185404,10.112743380013963,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,1555,15900,run_preserving_circular_translation,500,0.09779874213836479,0.08288176100628931,0.014916981132075471,1.1799790563202865,0.001934192449358086,7.712252799366513,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,4134,11860,run_preserving_circular_translation,500,0.34856661045531195,0.3051222596964587,0.04344435075885328,1.1423834196891192,0.00394953749633288,10.999857780611295,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,2228,11860,run_preserving_circular_translation,500,0.18785834738617202,0.1594883642495784,0.028369983136593613,1.177881209516942,0.0029454788456479562,9.631704936028047,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,1165,11860,run_preserving_circular_translation,500,0.09822934232715008,0.08249190556492411,0.01573743676222597,1.1907755270587128,0.0022506436353823766,6.992416087032914,0.001996007984031936,1.0,0.003992015968063872
exodus,minor,robustness,4434,12595,run_preserving_circular_translation,500,0.35204446208813023,0.3080171496625645,0.044027312425565734,1.142937860680154,0.003713565500394395,11.855806076637093,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,2361,12595,run_preserving_circular_translation,500,0.18745533942040493,0.16097943628423977,0.026475903136165158,1.16446760994626,0.0029110741769068863,9.094891276283688,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,1235,12595,run_preserving_circular_translation,500,0.0980547836443033,0.08309964271536324,0.014955140928940056,1.1799663685698998,0.002199962347260248,6.7979076767221205,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,4801,13533,run_preserving_circular_translation,500,0.35476243257223083,0.309817926549915,0.04494450602231581,1.1450674805128642,0.0036304769887716666,12.379779891545962,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,2530,13533,run_preserving_circular_translation,500,0.18695041749796792,0.16076228478533955,0.026188132712628376,1.1628997295453751,0.00285448074025831,9.174394608197124,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,1333,13533,run_preserving_circular_translation,500,0.09849996305327717,0.08284031626394739,0.01565964678932978,1.1890341260822173,0.0020505609789903856,7.636762305425302,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,4373,12554,run_preserving_circular_translation,500,0.34833519197068663,0.30730699378684084,0.04102819818384579,1.1335088332298235,0.004032938578940244,10.17327623041236,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,2263,12554,run_preserving_circular_translation,500,0.18026127130794967,0.15886092082204875,0.021400350485900915,1.1347112327887923,0.003017001168615261,7.093252302491887,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,1173,12554,run_preserving_circular_translation,500,0.09343635494663055,0.08133391747650151,0.01210243747012904,1.1487993920079602,0.002229348473453503,5.4286880737765735,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,4654,13058,run_preserving_circular_translation,500,0.35640986368509725,0.30966120385970286,0.04674865982539439,1.150967119040765,0.0036888960934549,12.67280472018151,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,2518,13058,run_preserving_circular_translation,500,0.19283198039516006,0.16393168938581712,0.028900291009342938,1.176294718352627,0.0028337309962455696,10.198671309179714,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,verse,exploratory,1314,13058,run_preserving_circular_translation,500,0.10062796752948384,0.08455674682187164,0.016071220707612202,1.1900643214369169,0.0021412000020867394,7.505707403301768,0.001996007984031936,1.0,0.003992015968063872
