trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5599,15900,run_preserving_circular_translation,500,0.3521383647798742,0.30805786163522014,0.04408050314465406,1.143091635157979,0.003375465077165556,13.059090269619771,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2975,15900,run_preserving_circular_translation,500,0.1871069182389937,0.16084314465408803,0.02626377358490567,1.1632881130332846,0.0025970968112185404,10.112743380013963,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1555,15900,run_preserving_circular_translation,500,0.09779874213836479,0.08288176100628931,0.014916981132075471,1.1799790563202865,0.001934192449358086,7.712252799366513,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5512,15663,run_preserving_circular_translation,500,0.3519121496520462,0.3078023030598383,0.0441098465922079,1.143305771768812,0.0034127709857520922,12.92493600548094,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2928,15663,run_preserving_circular_translation,500,0.18693736832024516,0.1606668529399071,0.02627051538033806,1.163509242258973,0.0026386914032961962,9.955887735686524,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1529,15663,run_preserving_circular_translation,500,0.09761859158526463,0.08280892544229362,0.01480966614297101,1.1788414239633058,0.0019674806269322598,7.527223363852164,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5330,15050,run_preserving_circular_translation,500,0.35415282392026576,0.30749752452791324,0.04665529939235252,1.1517257723098104,0.003482200411254268,13.398223503037139,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2840,15050,run_preserving_circular_translation,500,0.18870431893687709,0.15979886284732794,0.028905456089549142,1.1808864942747774,0.0026699724434240905,10.826125251120386,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1482,15050,run_preserving_circular_translation,500,0.0984717607973422,0.08239452043223633,0.01607724036510587,1.1951251160971106,0.001961288523753418,8.197284678104388,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5085,14337,run_preserving_circular_translation,500,0.354676710608914,0.3077696356849732,0.046907074923940806,1.1524096905126597,0.003569961473487352,13.139378470132106,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2683,14337,run_preserving_circular_translation,500,0.18713817395549975,0.15938310727324742,0.027755066682252333,1.1741405796203288,0.0027521370480764083,10.084914449173812,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1396,14337,run_preserving_circular_translation,500,0.09737044011996931,0.08217017102768022,0.015200269092289095,1.1849852434549353,0.002012772978540842,7.5519043897879214,0.001996007984031936,1.0,0.003992015968063872
