book,coverage_unit,tokens,eligible_stream_positions,analyzed_total_arrivals,active_positions,active_rate,boundary_test_burst_ends,fixed_blocks_total,fixed_blocks_included,included_blocks_with_activity,canonical_verses_total,canonical_verses_with_analyzable_tokens,complete_represented_canonical_verses,complete_canonical_verses_with_activity,complete_canonical_verse_activity_coverage,complete_canonical_verses_with_burst_end,complete_canonical_verse_burst_end_coverage
genesis,canonical_chapter_verse,18128,18108,11015,6892,0.38060525734482,4040,19,18,18,1533,1533,1530,1501,0.9810457516339869,1485,0.9705882352941176
exodus,canonical_chapter_verse,14626,14606,9888,5927,0.40579214021634946,3305,15,15,15,1210,1210,1206,1188,0.9850746268656716,1177,0.9759535655058044
leviticus,canonical_chapter_verse,10336,10316,7283,4324,0.4191547111283443,2367,11,10,10,859,859,857,841,0.9813302217036173,837,0.9766627771295215
numbers,canonical_chapter_verse,14463,14443,10232,6170,0.4271965658104272,3346,15,14,14,1288,1288,1286,1268,0.9860031104199067,1253,0.9743390357698289
deuteronomy,canonical_chapter_verse,12690,12670,8766,5080,0.40094711917916337,2842,13,13,13,956,956,955,937,0.981151832460733,928,0.9717277486910995
