k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,486,0.03184171,36.874052,15263,13.18,3.6309114,19,130.220748,True,0.00497512,0,200,1,numbers,control_exclude_external,full
3,mahapakh pashta zaqef_qatan,224,0.01467601,58.181818,15263,3.85,2.00188354,12,109.971432,True,0.00497512,0,200,2,numbers,control_exclude_external,full
3,darga tevir tipeha,129,0.00845181,94.505495,15263,1.365,1.18693685,6,107.5331,True,0.00497512,0,200,3,numbers,control_exclude_external,full
3,tevir merkha tipeha,317,0.02076918,27.954145,15263,11.34,2.95602613,17,103.402334,True,0.00497512,0,200,4,numbers,control_exclude_external,full
3,meteg qadma geresh,93,0.00609317,115.52795,15263,0.805,0.90613487,6,101.74534,True,0.00497512,0,200,5,numbers,control_exclude_external,full
3,tipeha munah atnah,480,0.0314486,21.220159,15263,22.62,4.90262979,24,93.292788,True,0.00497512,0,200,6,numbers,control_exclude_external,full
3,mahapakh pashta munah,187,0.01225185,33.126661,15263,5.645,2.46359932,13,73.613838,True,0.00497512,0,200,7,numbers,control_exclude_external,full
3,qadma mahapakh pashta,88,0.00576558,63.537906,15263,1.385,1.18905182,6,72.843756,True,0.00497512,0,200,8,numbers,control_exclude_external,full
3,revia mahapakh pashta,85,0.00556902,61.151079,15263,1.39,1.15957885,7,72.103764,True,0.00497512,0,200,9,numbers,control_exclude_external,full
3,qadma geresh mahapakh,37,0.00242416,123.333333,15263,0.3,0.52091917,3,70.452389,True,0.00497512,0,200,10,numbers,control_exclude_external,full
3,tipeha merkha meteg,509,0.03334862,12.155224,15263,41.875,6.83321588,33,68.360931,True,0.00497512,0,200,11,numbers,control_exclude_external,full
3,zaqef_qatan merkha tipeha,357,0.0233899,13.615561,15263,26.22,4.97345719,26,66.509068,True,0.00497512,0,200,12,numbers,control_exclude_external,full
3,munah zaqef_qatan tipeha,359,0.02352093,13.516566,15263,26.56,5.10162059,26,65.163607,True,0.00497512,0,200,13,numbers,control_exclude_external,full
3,merkha tipeha atnah,294,0.01926227,12.846843,15263,22.885,4.21552229,22,64.313502,True,0.00497512,0,200,14,numbers,control_exclude_external,full
