source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1065,0.57598702,0.4377312,510,555,2.08823529,312.75146,3.40526,numbers,control_exclude_external,core_adjacent
tipeha,meteg,808,0.33182752,0.38257576,302,506,2.67549669,357.53059,2.259946,numbers,control_exclude_external,core_adjacent
munah,zaqef_qatan,756,0.44004657,0.56,44,712,17.18181818,161.241657,4.688615,numbers,control_exclude_external,core_adjacent
tipeha,atnah,621,0.2550308,0.53953084,164,457,3.78658537,194.8474,3.18711,numbers,control_exclude_external,core_adjacent
merkha,meteg,608,0.32882639,0.28787879,273,335,2.22710623,271.48832,2.239507,numbers,control_exclude_external,core_adjacent
zaqef_qatan,tipeha,603,0.45033607,0.24784217,0,603,inf,226.48686,2.662406,numbers,control_exclude_external,core_adjacent
pashta,munah,529,0.43467543,0.30791618,0,529,inf,145.356368,3.639331,numbers,control_exclude_external,core_adjacent
tipeha,merkha,510,0.20944559,0.27612344,1065,-555,0.47887324,312.669981,1.631113,numbers,control_exclude_external,core_adjacent
mahapakh,pashta,504,0.88888889,0.41652893,7,497,72.0,47.696746,10.566758,numbers,control_exclude_external,core_adjacent
tipeha,munah,496,0.2036961,0.2887078,1,495,496.0,290.832175,1.705451,numbers,control_exclude_external,core_adjacent
munah,atnah,485,0.28230501,0.42137272,141,344,3.43971631,137.473443,3.527954,numbers,control_exclude_external,core_adjacent
pashta,zaqef_qatan,421,0.34593262,0.31185185,40,381,10.525,114.220662,3.685848,numbers,control_exclude_external,core_adjacent
zaqef_qatan,merkha,416,0.31067961,0.2252301,0,416,inf,171.936388,2.419499,numbers,control_exclude_external,core_adjacent
tevir,merkha,339,0.58854167,0.18354088,141,198,2.40425532,73.96218,4.583424,numbers,control_exclude_external,core_adjacent
meteg,munah,320,0.15865146,0.1862631,103,217,3.10679612,240.90698,1.328314,numbers,control_exclude_external,core_adjacent
meteg,tipeha,302,0.14972732,0.12412659,808,-506,0.37376238,341.168034,0.885194,numbers,control_exclude_external,core_adjacent
meteg,merkha,273,0.13534953,0.14780726,608,-335,0.44901316,258.996037,1.05407,numbers,control_exclude_external,core_adjacent
munah,revia,253,0.14726426,0.54175589,33,220,7.66666667,55.77767,4.535865,numbers,control_exclude_external,core_adjacent
meteg,pashta,232,0.11502231,0.19173554,83,149,2.79518072,169.672553,1.36734,numbers,control_exclude_external,core_adjacent
tevir,tipeha,211,0.36631944,0.08672421,0,211,inf,97.428254,2.165696,numbers,control_exclude_external,core_adjacent
darga,tevir,202,0.85957447,0.35069444,0,202,inf,9.410456,21.465485,numbers,control_exclude_external,core_adjacent
atnah,merkha,194,0.17524842,0.10503519,0,194,inf,142.146065,1.364793,numbers,control_exclude_external,core_adjacent
qadma,geresh,190,0.43678161,0.85585586,10,180,19.0,6.71371,28.3003,numbers,control_exclude_external,core_adjacent
pashta,pashta,174,0.14297453,0.14380165,174,0,1.0,102.375556,1.699624,numbers,control_exclude_external,core_adjacent
atnah,tipeha,164,0.14814815,0.06740649,621,-457,0.26409018,187.244925,0.875858,numbers,control_exclude_external,core_adjacent
meteg,qadma,163,0.08081309,0.41581633,17,146,9.58823529,54.968298,2.965346,numbers,control_exclude_external,core_adjacent
atnah,munah,141,0.12737127,0.08207218,485,-344,0.29072165,132.218159,1.066419,numbers,control_exclude_external,core_adjacent
merkha,tevir,141,0.07625744,0.24479167,339,-198,0.4159292,74.042269,1.904318,numbers,control_exclude_external,core_adjacent
atnah,meteg,134,0.12104788,0.06344697,45,89,2.97777778,162.540601,0.824409,numbers,control_exclude_external,core_adjacent
meteg,zaqef_qatan,131,0.06494794,0.09703704,63,68,2.07936508,189.304088,0.692008,numbers,control_exclude_external,core_adjacent
meteg,meteg,124,0.06147744,0.05871212,124,0,1.0,296.155729,0.418699,numbers,control_exclude_external,core_adjacent
meteg,mahapakh,122,0.06048587,0.24646465,63,59,1.93650794,69.411499,1.757634,numbers,control_exclude_external,core_adjacent
revia,pashta,119,0.26269316,0.09834711,0,119,inf,38.106924,3.122792,numbers,control_exclude_external,core_adjacent
atnah,pashta,104,0.09394761,0.08595041,0,104,inf,93.122219,1.116812,numbers,control_exclude_external,core_adjacent
munah,meteg,103,0.05995343,0.04876894,320,-217,0.321875,252.253615,0.408319,numbers,control_exclude_external,core_adjacent
revia,mahapakh,102,0.22516556,0.20606061,0,102,inf,15.589196,6.542993,numbers,control_exclude_external,core_adjacent
qadma,mahapakh,97,0.22298851,0.1959596,0,97,inf,14.969758,6.479731,numbers,control_exclude_external,core_adjacent
zaqef_gadol,tipeha,87,0.696,0.03575832,0,87,inf,21.143284,4.114782,numbers,control_exclude_external,core_adjacent
telisha_qetana,qadma,84,0.95454545,0.21428571,0,84,inf,2.39822,35.025974,numbers,control_exclude_external,core_adjacent
geresh,munah,69,0.30941704,0.04016298,2,67,34.5,26.634733,2.590602,numbers,control_exclude_external,core_adjacent
geresh,revia,61,0.2735426,0.13062099,0,61,inf,7.240058,8.425346,numbers,control_exclude_external,core_adjacent
geresh,mahapakh,43,0.19282511,0.08686869,0,43,inf,7.674152,5.603225,numbers,control_exclude_external,core_adjacent
zaqef_gadol,merkha,28,0.224,0.01515972,0,28,inf,16.05082,1.744459,numbers,control_exclude_external,core_adjacent
