taam,rank,predecessor,count,prob,book,run_label,stream_type
atnah,1,tipeha,621,0.53953084,numbers,control_exclude_external,core_projected
atnah,2,munah,485,0.42137272,numbers,control_exclude_external,core_projected
atnah,3,meteg,45,0.03909644,numbers,control_exclude_external,core_projected
darga,1,atnah,57,0.24050633,numbers,control_exclude_external,core_projected
darga,2,meteg,47,0.19831224,numbers,control_exclude_external,core_projected
darga,3,qadma,44,0.18565401,numbers,control_exclude_external,core_projected
darga,4,revia,30,0.12658228,numbers,control_exclude_external,core_projected
darga,5,zaqef_qatan,26,0.10970464,numbers,control_exclude_external,core_projected
darga,6,geresh,16,0.06751055,numbers,control_exclude_external,core_projected
darga,7,munah,15,0.06329114,numbers,control_exclude_external,core_projected
darga,8,pashta,1,0.00421941,numbers,control_exclude_external,core_projected
darga,9,zaqef_gadol,1,0.00421941,numbers,control_exclude_external,core_projected
geresh,1,qadma,190,0.85201794,numbers,control_exclude_external,core_projected
geresh,2,meteg,29,0.13004484,numbers,control_exclude_external,core_projected
geresh,3,munah,3,0.01345291,numbers,control_exclude_external,core_projected
geresh,4,atnah,1,0.0044843,numbers,control_exclude_external,core_projected
mahapakh,1,meteg,137,0.24162257,numbers,control_exclude_external,core_projected
mahapakh,2,revia,109,0.19223986,numbers,control_exclude_external,core_projected
mahapakh,3,atnah,101,0.17813051,numbers,control_exclude_external,core_projected
mahapakh,4,qadma,97,0.17107584,numbers,control_exclude_external,core_projected
mahapakh,5,munah,57,0.1005291,numbers,control_exclude_external,core_projected
mahapakh,6,geresh,43,0.07583774,numbers,control_exclude_external,core_projected
mahapakh,7,zaqef_qatan,16,0.02821869,numbers,control_exclude_external,core_projected
mahapakh,8,pashta,7,0.01234568,numbers,control_exclude_external,core_projected
merkha,1,tipeha,510,0.27508091,numbers,control_exclude_external,core_projected
merkha,2,zaqef_qatan,416,0.22437972,numbers,control_exclude_external,core_projected
merkha,3,tevir,339,0.1828479,numbers,control_exclude_external,core_projected
merkha,4,meteg,276,0.14886731,numbers,control_exclude_external,core_projected
merkha,5,atnah,196,0.10571737,numbers,control_exclude_external,core_projected
merkha,6,qadma,50,0.02696872,numbers,control_exclude_external,core_projected
