source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1065,0.57443366,0.43737166,510,555,2.08823529,295.760613,3.600885,numbers,control_exclude_external,full
tipeha,meteg,808,0.33182752,0.37616387,302,506,2.67549669,342.661164,2.358015,numbers,control_exclude_external,full
munah,zaqef_qatan,756,0.40084836,0.55711127,44,712,17.18181818,167.669156,4.508879,numbers,control_exclude_external,full
tipeha,atnah,621,0.2550308,0.53953084,164,457,3.78658537,183.614059,3.382094,numbers,control_exclude_external,full
merkha,meteg,608,0.32793959,0.283054,273,335,2.22710623,260.900943,2.330386,numbers,control_exclude_external,full
zaqef_qatan,tipeha,603,0.44436256,0.2476386,0,603,inf,216.47635,2.785524,numbers,control_exclude_external,full
pashta,munah,529,0.43467543,0.2804878,0,529,inf,150.370938,3.517967,numbers,control_exclude_external,full
tipeha,merkha,510,0.20944559,0.27508091,1065,-555,0.47887324,295.760613,1.724368,numbers,control_exclude_external,full
mahapakh,pashta,504,0.88888889,0.41413311,7,497,72.0,45.206958,11.148726,numbers,control_exclude_external,full
tipeha,munah,496,0.2036961,0.26299046,1,495,496.0,300.865435,1.648578,numbers,control_exclude_external,full
munah,atnah,485,0.25715801,0.42137272,141,344,3.43971631,142.216064,3.410304,numbers,control_exclude_external,full
pashta,zaqef_qatan,421,0.34593262,0.31024318,40,381,10.525,108.193724,3.891168,numbers,control_exclude_external,full
zaqef_qatan,merkha,416,0.30655859,0.22437972,0,416,inf,164.824292,2.5239,numbers,control_exclude_external,full
tevir,merkha,339,0.58854167,0.1828479,141,198,2.40425532,69.962264,4.845469,numbers,control_exclude_external,full
meteg,munah,320,0.14904518,0.16967126,103,217,3.10679612,265.280529,1.20627,numbers,control_exclude_external,full
meteg,tipeha,302,0.14066139,0.12402464,808,-506,0.37376238,342.501638,0.881748,numbers,control_exclude_external,full
meteg,merkha,273,0.12715417,0.14724919,608,-335,0.44901316,260.779481,1.046862,numbers,control_exclude_external,full
munah,revia,253,0.13414634,0.50905433,33,220,7.66666667,61.408674,4.119939,numbers,control_exclude_external,full
meteg,pashta,232,0.10805776,0.1906327,83,149,2.79518072,171.18049,1.355295,numbers,control_exclude_external,full
tevir,tipeha,211,0.36631944,0.08665298,0,211,inf,91.886792,2.296304,numbers,control_exclude_external,full
darga,tevir,202,0.85232068,0.35069444,0,202,inf,8.943396,22.586498,numbers,control_exclude_external,full
atnah,merkha,194,0.16854909,0.10463862,0,194,inf,139.803066,1.387666,numbers,control_exclude_external,full
qadma,geresh,190,0.43678161,0.85201794,10,180,19.0,6.355149,29.897016,numbers,control_exclude_external,full
pashta,pashta,174,0.14297453,0.14297453,174,0,1.0,97.031512,1.793232,numbers,control_exclude_external,full
atnah,tipeha,164,0.1424848,0.06735113,621,-457,0.26409018,183.614059,0.893178,numbers,control_exclude_external,full
meteg,qadma,163,0.07591989,0.37557604,17,146,9.58823529,61.045466,2.670141,numbers,control_exclude_external,full
atnah,munah,141,0.12250217,0.0747614,485,-344,0.29072165,142.216064,0.991449,numbers,control_exclude_external,full
merkha,tevir,141,0.07605178,0.24479167,339,-198,0.4159292,69.962264,2.015372,numbers,control_exclude_external,full
atnah,meteg,134,0.1164205,0.06238361,45,89,2.97777778,161.972484,0.827301,numbers,control_exclude_external,full
meteg,zaqef_qatan,131,0.06101537,0.09653648,63,68,2.07936508,190.872576,0.686322,numbers,control_exclude_external,full
meteg,meteg,124,0.05775501,0.05772812,124,0,1.0,302.132862,0.410415,numbers,control_exclude_external,full
meteg,mahapakh,122,0.05682347,0.21516755,63,59,1.93650794,79.752948,1.529724,numbers,control_exclude_external,full
revia,pashta,119,0.23943662,0.09778143,0,119,inf,39.625852,3.00309,numbers,control_exclude_external,full
atnah,pashta,104,0.09035621,0.08545604,0,104,inf,91.769327,1.133276,numbers,control_exclude_external,full
munah,meteg,103,0.05461294,0.04795158,320,-217,0.321875,265.404088,0.388087,numbers,control_exclude_external,full
revia,mahapakh,102,0.20523139,0.17989418,0,102,inf,18.461675,5.524959,numbers,control_exclude_external,full
meteg,revia,99,0.04611085,0.19919517,42,57,2.35714286,69.906905,1.416169,numbers,control_exclude_external,full
qadma,mahapakh,97,0.22298851,0.17107584,0,97,inf,16.158608,6.002992,numbers,control_exclude_external,full
atnah,mahapakh,94,0.08166811,0.16578483,0,94,inf,42.755307,2.198558,numbers,control_exclude_external,full
zaqef_gadol,tipeha,87,0.69047619,0.03572895,0,87,inf,20.100236,4.328307,numbers,control_exclude_external,full
telisha_qetana,qadma,84,0.95454545,0.19354839,0,84,inf,2.502096,33.571848,numbers,control_exclude_external,full
pashta,meteg,83,0.06820049,0.0386406,232,-149,0.35775862,171.26022,0.484643,numbers,control_exclude_external,full
munah,munah,72,0.03817603,0.03817603,72,0,1.0,233.031709,0.308971,numbers,control_exclude_external,full
geresh,munah,69,0.30941704,0.03658537,2,67,34.5,27.55359,2.504211,numbers,control_exclude_external,full
meteg,tevir,69,0.03213787,0.11979167,25,44,2.76,81.018868,0.851653,numbers,control_exclude_external,full
munah,zinor,67,0.03552492,0.70526316,50,17,1.34,11.738077,5.70792,numbers,control_exclude_external,full
zaqef_qatan,meteg,63,0.04642594,0.02932961,131,-68,0.48091603,190.961478,0.329909,numbers,control_exclude_external,full
mahapakh,meteg,63,0.11111111,0.02932961,122,-59,0.51639344,79.790094,0.789572,numbers,control_exclude_external,full
geresh,revia,61,0.2735426,0.12273642,0,61,inf,7.260941,8.401115,numbers,control_exclude_external,full
meteg,gershayim,61,0.02841174,0.53508772,11,50,5.54545455,16.034984,3.804182,numbers,control_exclude_external,full
