book,block_id,level,metric_role,eligible_for_distribution_summary,observed_burst_ends,observed_boundary_hits,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
leviticus,1,minor,robustness,1,224,66,run_preserving_circular_translation,500,0.29464285714285715,0.30131129487964764,-0.006668437736790489,0.9778686101380499,0.029964384546696206,-0.2225454598074077,0.5988023952095808,0.4111776447105788,0.8223552894211577
leviticus,1,major,robustness,1,224,34,run_preserving_circular_translation,500,0.15178571428571427,0.16522701200978365,-0.013441297724069379,0.9186495140196963,0.023240116792610344,-0.5783661865392736,0.7065868263473054,0.3013972055888224,0.6027944111776448
leviticus,1,verse,exploratory,1,224,20,run_preserving_circular_translation,500,0.08928571428571429,0.08261318438225762,0.006672529903456667,1.0807683416799714,0.017063349431715398,0.3910445560620433,0.35129740518962077,0.6586826347305389,0.7025948103792415
leviticus,2,minor,robustness,1,220,57,run_preserving_circular_translation,500,0.2590909090909091,0.2756157997669038,-0.01652489067599472,0.9400437468027222,0.027064678649826236,-0.6105703633063758,0.6926147704590818,0.31137724550898205,0.6227544910179641
leviticus,2,major,robustness,1,220,31,run_preserving_circular_translation,500,0.1409090909090909,0.15406787829578364,-0.013158787386692739,0.9145909742364976,0.022061159757799643,-0.5964685234664736,0.7105788423153693,0.29740518962075846,0.5948103792415169
leviticus,2,verse,exploratory,1,220,11,run_preserving_circular_translation,500,0.05,0.08166676111003146,-0.03166676111003146,0.6122441899297791,0.01645791953541633,-1.9241047473762847,0.9780439121756487,0.023952095808383235,0.04790419161676647
leviticus,3,minor,robustness,1,222,76,run_preserving_circular_translation,500,0.34234234234234234,0.3044729956166442,0.03786934672569814,1.1243767009583296,0.02864037361107851,1.3222364777758948,0.09580838323353294,0.908183632734531,0.19161676646706588
leviticus,3,major,robustness,1,222,41,run_preserving_circular_translation,500,0.18468468468468469,0.15787618211416649,0.0268085025705182,1.1698071375397963,0.02199359673537997,1.2189230753418672,0.1157684630738523,0.8882235528942116,0.2315369261477046
leviticus,3,verse,exploratory,1,222,24,run_preserving_circular_translation,500,0.10810810810810811,0.07945658346820034,0.028651524639907777,1.3605934636161965,0.016483745030314707,1.7381683948165731,0.03992015968063872,0.9620758483033932,0.07984031936127745
leviticus,4,minor,robustness,1,226,76,run_preserving_circular_translation,500,0.336283185840708,0.30503816997096833,0.031245015869739656,1.1024298561478827,0.028703276026862092,1.088552255864413,0.12974051896207583,0.872255489021956,0.25948103792415167
leviticus,4,major,robustness,1,226,47,run_preserving_circular_translation,500,0.2079646017699115,0.16366172067791454,0.044302881091996954,1.2706978816334504,0.02271823413550722,1.9501023199137755,0.03792415169660679,0.9660678642714571,0.07584830339321358
leviticus,4,verse,exploratory,1,226,24,run_preserving_circular_translation,500,0.10619469026548672,0.08626841310632366,0.019926277159163064,1.230979989565873,0.01625476215344845,1.225873191564092,0.11377245508982035,0.8942115768463074,0.2275449101796407
leviticus,5,minor,robustness,1,250,96,run_preserving_circular_translation,500,0.384,0.281080489501108,0.10291951049889203,1.3661567214485955,0.026046174521131386,3.9514252050869483,0.001996007984031936,1.0,0.003992015968063872
