book,coverage_unit,tokens,eligible_stream_positions,analyzed_total_arrivals,active_positions,active_rate,boundary_test_burst_ends,fixed_blocks_total,fixed_blocks_included,included_blocks_with_activity,canonical_verses_total,canonical_verses_with_analyzable_tokens,complete_represented_canonical_verses,complete_canonical_verses_with_activity,complete_canonical_verse_activity_coverage,complete_canonical_verses_with_burst_end,complete_canonical_verse_burst_end_coverage
genesis,canonical_chapter_verse,18128,18108,11015,6888,0.3803843605036448,4041,19,18,18,1533,1533,1530,1502,0.9816993464052287,1486,0.9712418300653595
exodus,canonical_chapter_verse,14626,14606,9841,5905,0.4042859099000411,3310,15,15,15,1210,1210,1206,1186,0.9834162520729685,1175,0.9742951907131011
leviticus,canonical_chapter_verse,10336,10316,7270,4312,0.4179914695618457,2361,11,10,10,859,859,857,841,0.9813302217036173,837,0.9766627771295215
numbers,canonical_chapter_verse,14463,14443,10213,6154,0.4260887627224261,3347,15,14,14,1288,1288,1286,1267,0.9852255054432348,1252,0.973561430793157
deuteronomy,canonical_chapter_verse,12690,12670,8777,5084,0.4012628255722178,2846,13,13,13,956,956,955,937,0.981151832460733,928,0.9717277486910995
