trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5603,15905,run_preserving_circular_translation,500,0.35227915749764227,0.3080363407733417,0.04424281672430058,1.1436285621794708,0.00341197928870788,12.966906590179034,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2979,15905,run_preserving_circular_translation,500,0.18729959132348317,0.1610718641936498,0.026227727129833373,1.1628324553213147,0.002609008216806492,10.052757580785597,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1555,15905,run_preserving_circular_translation,500,0.09776799748506759,0.0829234831813895,0.014844514303678086,1.1790146015840497,0.002013002312264524,7.37431557491793,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5516,15668,run_preserving_circular_translation,500,0.3520551442430431,0.30780004116387955,0.04425510307916358,1.143778743212062,0.0034402182918579693,12.86403923376112,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2932,15668,run_preserving_circular_translation,500,0.18713300995659943,0.16090069103919782,0.026232318917401604,1.163034221593312,0.002634812161527683,9.956048973977682,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1529,15668,run_preserving_circular_translation,500,0.0975874393668624,0.08286201142376602,0.014725427943096378,1.1777102400735702,0.0020230283950933275,7.278903241700202,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5332,15056,run_preserving_circular_translation,500,0.35414452709883104,0.3074787699805807,0.04666575711825033,1.1517690379768255,0.0035058455412392765,13.310842297334785,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2842,15056,run_preserving_circular_translation,500,0.18876195536663123,0.15997946390621992,0.028782491460411314,1.1799136636517524,0.0026789160135320686,10.744081305655596,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1480,15056,run_preserving_circular_translation,500,0.09829968119022317,0.08238967924858401,0.015910001941639162,1.1931067348088091,0.002063729997555964,7.70934277278572,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5086,14341,run_preserving_circular_translation,500,0.3546475141203542,0.30768979050325357,0.046957723617100655,1.1526138502687957,0.003578762970106447,13.12121646762874,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2684,14341,run_preserving_circular_translation,500,0.18715570741231435,0.15949516673478434,0.027660540677530016,1.1734255729737892,0.0026865725849791414,10.295847144492756,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1395,14341,run_preserving_circular_translation,500,0.0972735513562513,0.08210268856750183,0.015170862788749476,1.1847791229915272,0.002103326166201501,7.212796109576897,0.001996007984031936,1.0,0.003992015968063872
