level,n_segments,n_incomplete_trailing,word_count_n,word_count_unique,word_count_mean,word_count_median,word_count_min,word_count_max,word_count_entropy_norm,word_count_top1,word_count_top1_share,word_count_top3,word_count_top3_share,word_count_top5,word_count_top5_share,pulse_count_n,pulse_count_unique,pulse_count_mean,pulse_count_median,pulse_count_min,pulse_count_max,pulse_count_entropy_norm,pulse_count_top1,pulse_count_top1_share,pulse_count_top3,pulse_count_top3_share,pulse_count_top5,pulse_count_top5_share,accent_count_n,accent_count_unique,accent_count_mean,accent_count_median,accent_count_min,accent_count_max,accent_count_entropy_norm,accent_count_top1,accent_count_top1_share,accent_count_top3,accent_count_top3_share,accent_count_top5,accent_count_top5_share,density_mean,shape_top5,bucket_shape_top5,book,run_label
verse,857,0,857,29,13.93815636,14,3,31,0.89202799,12,0.08284714,12+11+14,0.23687281,12+11+14+16+10,0.38039673,857,55,30.70128355,30,7,64,0.93082361,35,0.04667445,35+27+29,0.13302217,35+27+29+34+30,0.20303384,857,22,12.06184364,12,3,25,0.92492097,9,0.10035006,9+12+13,0.2823804,9+12+13+11+10,0.44574096,0.39502701,P11_A4+P35_A13+P20_A8+P34_A12+P35_A14,P25+_A8++P19-24_A8++P16-18_A6-7+P19-24_A6-7+P10-12_A4,leviticus,control_large_ranges
major,1670,0,1670,23,7.15269461,6.0,1,23,0.82690007,5,0.15389222,5+6+4,0.38383234,5+6+4+7+3,0.58682635,1670,44,15.75508982,14.0,3,48,0.88445898,11,0.08323353,11+9+13,0.21556886,11+9+13+12+16,0.32335329,1670,18,6.18982036,5.0,1,18,0.83913526,4,0.16347305,4+5+3,0.43952096,4+5+3+6+7,0.66526946,0.40019404,P11_A4+P9_A4+P9_A3+P10_A4+P12_A5,P25+_A8++P19-24_A8++P16-18_A6-7+P10-12_A4+P7-9_A3,leviticus,control_large_ranges
minor,3078,0,3078,16,3.88076673,4.0,1,19,0.69129126,3,0.27225471,3+4+2,0.65789474,3+4+2+5+6,0.87264457,3078,29,8.54808317,8.0,1,33,0.7997471,6,0.12605588,6+7+9,0.36452242,6+7+9+8+5,0.56855101,3078,13,3.35834958,3.0,1,14,0.67620059,3,0.32813515,3+2+4,0.76283301,3+2+4+5+1,0.91812865,0.41141519,P7_A3+P6_A2+P8_A3+P9_A3+P5_A2,P7-9_A3+P5-6_A2+P10-12_A4+P5-6_A3+P7-9_A4,leviticus,control_large_ranges
