taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,813,0.06910327,813,813,19,4,3.42630156,0.80658193,1.22555816,0.61277908,merkha,0.2201722,tipeha,0.5399754,leviticus,main,full
darga,171,0.01453464,171,171,5,11,0.6152739,0.26498404,3.02311149,0.8738752,tevir,0.89473684,qadma,0.22807018,leviticus,main,full
geresh,174,0.01478963,174,174,9,6,2.3746669,0.749124,0.84861413,0.32828876,munah,0.43103448,qadma,0.85632184,leviticus,main,full
geresh_muqdam,1,8.5e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,mahapakh,1.0,atnah,1.0,leviticus,main,full
gershayim,76,0.00645984,76,76,7,8,1.97425676,0.70324445,2.37650522,0.79216841,mahapakh,0.51315789,sof_pasuq,0.43421053,leviticus,main,full
mahapakh,451,0.03833404,451,451,4,14,0.6279436,0.3139718,3.13608815,0.82369209,pashta,0.85587583,sof_pasuq,0.19512195,leviticus,main,full
merkha,1373,0.11670208,1373,1373,6,15,1.40193783,0.54234358,2.75501203,0.70516744,tipeha,0.58339403,tipeha,0.26948288,leviticus,main,full
merkha_kefula,1,8.5e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,leviticus,main,full
meteg,1453,0.12350191,1453,1453,21,22,2.48492062,0.5657425,2.85650388,0.64055335,sof_pasuq,0.58912595,tipeha,0.35375086,leviticus,main,full
munah,1352,0.11491713,1352,1352,18,19,2.52019953,0.60437526,3.08075129,0.72523631,zaqef_qatan,0.42233728,pashta,0.29511834,leviticus,main,full
paseq,54,0.00458989,54,54,9,5,1.39873529,0.44125186,0.79524744,0.34249443,munah,0.77777778,munah,0.87037037,leviticus,main,full
pashta,900,0.07649809,900,900,10,11,1.79013636,0.53888474,2.57768358,0.74511766,munah,0.44333333,mahapakh,0.42888889,leviticus,main,full
pazer,27,0.00229494,27,27,4,5,1.60402462,0.80201231,2.05881389,0.88668288,telisha_qetana,0.44444444,sof_pasuq,0.33333333,leviticus,main,full
qadma,334,0.02838929,334,334,8,13,2.30052061,0.7668402,2.81078968,0.75958262,geresh,0.44610778,sof_pasuq,0.2994012,leviticus,main,full
revia,312,0.02651934,312,312,13,9,3.19848051,0.86435147,1.96895474,0.62113606,pashta,0.22435897,munah,0.56089744,leviticus,main,full
segol,55,0.00467488,55,55,11,4,2.88575579,0.8341705,1.41978979,0.70989489,munah,0.25454545,munah,0.61818182,leviticus,main,full
shalshelet,1,8.5e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,paseq,1.0,sof_pasuq,1.0,leviticus,main,full
sof_pasuq,857,0.07284318,856,857,21,2,3.73268549,0.84982143,0.01305135,0.01305135,munah,0.1635514,meteg,0.99883314,leviticus,main,full
telisha_gedola,57,0.00484488,57,57,7,11,1.95265908,0.6955512,2.99707132,0.8663479,qadma,0.56140351,sof_pasuq,0.28070175,leviticus,main,full
telisha_qetana,71,0.00603485,71,71,2,7,0.18512476,0.18512476,2.24701065,0.80040134,qadma,0.97183099,sof_pasuq,0.42253521,leviticus,main,full
tevir,416,0.03535912,416,416,3,8,1.17945146,0.74415102,2.4950298,0.8316766,merkha,0.57211538,darga,0.36778846,leviticus,main,full
tipeha,1668,0.14177646,1668,1667,5,11,1.98824824,0.85629191,2.07502662,0.59981721,meteg,0.30815348,merkha,0.4805039,leviticus,main,full
yetiv,50,0.00424989,50,50,3,5,0.94614471,0.59695085,2.06474971,0.8892393,munah,0.78,revia,0.3,leviticus,main,full
zaqef_gadol,55,0.00467488,55,55,5,4,1.88523484,0.81192645,1.64260181,0.82130091,tipeha,0.38181818,zaqef_qatan,0.43636364,leviticus,main,full
zaqef_qatan,987,0.0838929,987,987,13,7,2.36352474,0.63871456,1.49289866,0.53178123,tipeha,0.43059777,munah,0.57852077,leviticus,main,full
zarqa,2,0.00017,2,2,1,1,-0.0,0.0,-0.0,0.0,segol,1.0,munah,1.0,leviticus,main,full
zinor,54,0.00458989,54,54,3,5,1.17303067,0.74009995,1.81952293,0.78362587,munah,0.66666667,munah,0.55555556,leviticus,main,full
