source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,856,0.60324172,0.99883314,49,807,17.46938776,109.134255,7.84355,leviticus,main,core_adjacent
merkha,tipeha,801,0.58339403,0.48079232,370,431,2.16486486,205.278471,3.902017,leviticus,main,core_adjacent
munah,zaqef_qatan,571,0.45102686,0.58324821,50,521,11.42,111.228036,5.133598,leviticus,main,core_adjacent
tipeha,meteg,514,0.30815348,0.36044881,93,421,5.52688172,213.458494,2.407962,leviticus,main,core_adjacent
merkha,meteg,440,0.32046613,0.3085554,64,376,6.875,175.706542,2.504175,leviticus,main,core_adjacent
tipeha,atnah,439,0.26318945,0.5399754,126,313,3.48412698,121.698286,3.607282,leviticus,main,core_adjacent
zaqef_qatan,tipeha,425,0.43545082,0.25510204,0,425,inf,145.922642,2.912502,leviticus,main,core_adjacent
pashta,munah,399,0.44630872,0.32465419,0,399,inf,98.602351,4.046557,leviticus,main,core_adjacent
mahapakh,pashta,386,0.85587583,0.43468468,3,383,128.66666667,35.94077,10.739892,leviticus,main,core_adjacent
tipeha,merkha,370,0.22182254,0.27007299,801,-431,0.4619226,205.075832,1.804211,leviticus,main,core_adjacent
tipeha,munah,344,0.20623501,0.27990236,0,344,inf,183.969488,1.869875,leviticus,main,core_adjacent
munah,atnah,335,0.26461295,0.41205412,107,228,3.13084112,92.368123,3.626792,leviticus,main,core_adjacent
pashta,zaqef_qatan,309,0.34563758,0.31562819,42,267,7.35714286,78.544916,3.934055,leviticus,main,core_adjacent
zaqef_qatan,merkha,300,0.30737705,0.2189781,0,300,inf,119.99641,2.500075,leviticus,main,core_adjacent
tevir,merkha,238,0.57211538,0.17372263,100,138,2.38,51.146011,4.653344,leviticus,main,core_adjacent
atnah,merkha,179,0.23126615,0.13065693,0,179,inf,95.161088,1.881021,leviticus,main,core_adjacent
munah,revia,175,0.13823065,0.57003257,12,163,14.58333333,34.879476,5.017277,leviticus,main,core_adjacent
tevir,tipeha,161,0.38701923,0.09663866,0,161,inf,62.196536,2.588569,leviticus,main,core_adjacent
darga,tevir,153,0.9,0.36778846,0,153,inf,6.346585,24.107452,leviticus,main,core_adjacent
qadma,geresh,149,0.44610778,0.85632184,6,143,24.83333333,5.215472,28.568845,leviticus,main,core_adjacent
sof_pasuq,munah,140,0.18064516,0.11391375,0,140,inf,85.47743,1.637859,leviticus,main,core_adjacent
pashta,pashta,133,0.14876957,0.14977477,133,0,1.0,71.24401,1.866824,leviticus,main,core_adjacent
sof_pasuq,merkha,131,0.16903226,0.09562044,0,131,inf,95.284035,1.374837,leviticus,main,core_adjacent
atnah,tipeha,126,0.1627907,0.07563025,439,-313,0.28701595,115.721439,1.088822,leviticus,main,core_adjacent
atnah,munah,107,0.13824289,0.08706265,335,-228,0.31940299,85.367136,1.25341,leviticus,main,core_adjacent
meteg,pashta,101,0.07117689,0.11373874,48,53,2.10416667,113.081935,0.893158,leviticus,main,core_adjacent
merkha,tevir,100,0.07283321,0.24038462,238,-138,0.42016807,51.25801,1.950915,leviticus,main,core_adjacent
sof_pasuq,qadma,100,0.12903226,0.34013605,0,100,inf,20.447815,4.890498,leviticus,main,core_adjacent
geresh,munah,75,0.43604651,0.06102522,1,74,75.0,18.970475,3.953512,leviticus,main,core_adjacent
revia,pashta,70,0.25089606,0.07882883,0,70,inf,22.233869,3.14835,leviticus,main,core_adjacent
telisha_qetana,qadma,69,0.97183099,0.23469388,0,69,inf,1.873284,36.833717,leviticus,main,core_adjacent
qadma,mahapakh,66,0.19760479,0.16541353,0,66,inf,11.959616,5.518572,leviticus,main,core_adjacent
revia,mahapakh,64,0.22939068,0.160401,0,64,inf,9.990218,6.406267,leviticus,main,core_adjacent
paseq,munah,42,0.84,0.03417413,47,-5,0.89361702,5.514673,7.616046,leviticus,main,core_adjacent
geresh,revia,38,0.22093023,0.1237785,0,38,inf,4.73876,8.018976,leviticus,main,core_adjacent
zaqef_gadol,tipeha,21,0.38181818,0.01260504,0,21,inf,8.2231,2.553782,leviticus,main,core_adjacent
zaqef_gadol,merkha,20,0.36363636,0.01459854,0,20,inf,6.762093,2.957664,leviticus,main,core_adjacent
