k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,374,0.03179461,42.236025,11763,8.855,2.7204742,16,134.221085,True,0.00497512,0,200,1,leviticus,main,full
3,tipeha meteg sof_pasuq,455,0.03868061,30.172414,11763,15.08,3.7084177,19,118.627414,True,0.00497512,0,200,2,leviticus,main,full
3,merkha meteg sof_pasuq,365,0.0310295,29.072083,11763,12.555,3.71293745,22,94.923495,True,0.00497512,0,200,3,leviticus,main,full
3,darga tevir tipeha,82,0.00697101,93.181818,11763,0.88,0.86564816,5,93.710128,True,0.00497512,0,200,4,leviticus,main,full
3,tevir merkha tipeha,221,0.01878772,32.886905,11763,6.72,2.48039549,14,86.389449,True,0.00497512,0,200,5,leviticus,main,full
3,mahapakh pashta zaqef_qatan,150,0.01275185,50.33557,11763,2.98,1.72757709,10,85.101846,True,0.00497512,0,200,6,leviticus,main,full
3,darga tevir merkha,64,0.00544079,96.240602,11763,0.665,0.78476383,4,80.705809,True,0.00497512,0,200,7,leviticus,main,full
3,tipeha munah atnah,334,0.02839412,25.131678,11763,13.29,3.98437905,20,80.49184,True,0.00497512,0,200,8,leviticus,main,full
3,qadma geresh munah,66,0.00561081,105.6,11763,0.625,0.82326412,4,79.409509,True,0.00497512,0,200,9,leviticus,main,full
3,sof_pasuq qadma geresh,45,0.00382555,128.571429,11763,0.35,0.57371224,3,77.826473,True,0.00497512,0,200,10,leviticus,main,full
3,mahapakh pashta munah,149,0.01266684,36.033857,11763,4.135,1.96624147,11,73.676098,True,0.00497512,0,200,11,leviticus,main,full
3,geresh munah revia,44,0.00374054,103.529412,11763,0.425,0.60514959,3,72.006989,True,0.00497512,0,200,12,leviticus,main,full
3,tipeha merkha meteg,370,0.03145456,15.034539,11763,24.61,5.06519308,25,68.188911,True,0.00497512,0,200,13,leviticus,main,full
3,zaqef_qatan merkha tipeha,272,0.02312335,16.370749,11763,16.615,3.90551408,21,65.390879,True,0.00497512,0,200,14,leviticus,main,full
3,merkha tipeha atnah,235,0.0199779,17.078488,11763,13.76,3.55324185,19,62.264267,True,0.00497512,0,200,15,leviticus,main,full
3,revia mahapakh pashta,59,0.00501573,67.045455,11763,0.88,0.94342475,6,61.605338,True,0.00497512,0,200,16,leviticus,main,full
3,qadma mahapakh pashta,54,0.00459067,48.430493,11763,1.115,0.96770723,6,54.649793,True,0.00497512,0,200,17,leviticus,main,full
3,yetiv munah zaqef_qatan,37,0.00314546,79.569892,11763,0.465,0.67902901,4,53.80477,True,0.00497512,0,200,18,leviticus,main,full
3,munah zaqef_qatan tipeha,243,0.020658,15.060428,11763,16.135,4.24817726,23,53.402903,True,0.00497512,0,200,19,leviticus,main,full
3,meteg sof_pasuq qadma,100,0.00850123,32.310178,11763,3.095,1.83104852,9,52.923229,True,0.00497512,0,200,20,leviticus,main,full
3,merkha tipeha meteg,252,0.02142311,10.332103,11763,24.39,4.33611687,21,52.491666,True,0.00497512,0,200,21,leviticus,main,full
3,munah paseq munah,42,0.00357052,65.116279,11763,0.645,0.79506961,4,52.014314,True,0.00497512,0,200,22,leviticus,main,full
3,atnah darga tevir,36,0.00306044,76.595745,11763,0.47,0.72921793,5,48.723431,True,0.00497512,0,200,23,leviticus,main,full
