source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1473,0.61171096,0.49612664,630,843,2.33809524,372.575538,3.953561,genesis,control_exclude_external,full
munah,zaqef_qatan,1159,0.48251457,0.61846318,112,1047,10.34821429,234.579603,4.940754,genesis,control_exclude_external,full
tipeha,meteg,937,0.31548822,0.34768089,294,643,3.18707483,417.121789,2.246346,genesis,control_exclude_external,full
tipeha,atnah,808,0.27205387,0.55115962,213,595,3.79342723,226.901871,3.561011,genesis,control_exclude_external,full
merkha,meteg,748,0.31063123,0.27755102,360,388,2.07777778,338.191672,2.211764,genesis,control_exclude_external,full
pashta,munah,735,0.43209877,0.305995,0,735,inf,212.924175,3.451933,genesis,control_exclude_external,full
zaqef_qatan,tipeha,719,0.38367129,0.24216908,0,719,inf,289.95289,2.479713,genesis,control_exclude_external,full
mahapakh,pashta,706,0.88693467,0.41504997,14,692,50.42857143,70.561051,10.00552,genesis,control_exclude_external,full
tipeha,merkha,630,0.21212121,0.26162791,1473,-843,0.42769857,372.701027,1.690363,genesis,control_exclude_external,full
tipeha,munah,593,0.1996633,0.2468776,1,592,593.0,371.77237,1.595062,genesis,control_exclude_external,full
munah,atnah,581,0.24188177,0.39631651,221,360,2.62895928,183.507843,3.166077,genesis,control_exclude_external,full
zaqef_qatan,merkha,579,0.30896478,0.2404485,0,579,inf,235.165564,2.462095,genesis,control_exclude_external,full
pashta,zaqef_qatan,551,0.3239271,0.29402348,65,486,8.47692308,166.11986,3.316882,genesis,control_exclude_external,full
tevir,merkha,378,0.60674157,0.15697674,160,218,2.3625,78.179374,4.835035,genesis,control_exclude_external,full
meteg,munah,377,0.13994061,0.15695254,116,261,3.25,337.223826,1.117952,genesis,control_exclude_external,full
meteg,merkha,360,0.13363029,0.14950166,748,-388,0.48128342,338.066184,1.06488,genesis,control_exclude_external,full
munah,revia,312,0.12989176,0.51147541,24,288,13.0,76.357288,4.086054,genesis,control_exclude_external,full
pashta,pashta,297,0.17460317,0.17460317,297,0,1.0,150.784356,1.9697,genesis,control_exclude_external,full
atnah,merkha,296,0.20190996,0.12292359,0,296,inf,183.966231,1.608991,genesis,control_exclude_external,full
meteg,tipeha,294,0.1091314,0.09902324,937,-643,0.31376734,416.826619,0.705329,genesis,control_exclude_external,full
meteg,pashta,289,0.10727543,0.16990006,93,196,3.10752688,238.80838,1.210175,genesis,control_exclude_external,full
meteg,mahapakh,234,0.08685969,0.29396985,88,146,2.65909091,111.752775,2.093908,genesis,control_exclude_external,full
meteg,meteg,230,0.08537491,0.08534323,230,0,1.0,378.358956,0.607888,genesis,control_exclude_external,full
atnah,munah,221,0.15075034,0.09200666,581,-360,0.38037866,183.507843,1.204308,genesis,control_exclude_external,full
tevir,tipeha,218,0.34991974,0.0734254,0,218,inf,96.39309,2.261573,genesis,control_exclude_external,full
atnah,tipeha,213,0.14529332,0.07174133,808,-595,0.26361386,226.825473,0.939048,genesis,control_exclude_external,full
darga,tevir,212,0.83794466,0.34028892,0,212,inf,8.214029,25.809503,genesis,control_exclude_external,full
qadma,geresh,200,0.43763676,0.81967213,7,193,28.57142857,5.811038,34.417262,genesis,control_exclude_external,full
revia,pashta,187,0.30655738,0.10993533,2,185,93.5,54.073167,3.458277,genesis,control_exclude_external,full
meteg,qadma,165,0.06124722,0.36105033,21,144,7.85714286,64.159571,2.571713,genesis,control_exclude_external,full
merkha,tevir,160,0.06644518,0.25682183,378,-218,0.42328042,78.179374,2.046576,genesis,control_exclude_external,full
atnah,meteg,150,0.10231924,0.05565863,77,73,1.94805195,205.892438,0.728536,genesis,control_exclude_external,full
revia,mahapakh,141,0.23114754,0.17713568,0,141,inf,25.30408,5.572224,genesis,control_exclude_external,full
zaqef_qatan,meteg,135,0.07203842,0.05009276,126,9,1.07142857,263.194017,0.51293,genesis,control_exclude_external,full
