book,equivalence_profile,family,metric_role,metric,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
numbers,TS_S,burst_clustering,primary,active_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.05320144268297653,-0.0006492836637945282,0.05385072634677106,-81.93867434159351,0.007754877799026382,6.944110241625209,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,active_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.0406619498566019,0.0008428634207203399,0.039819086435881564,48.24263202910243,0.007955264639435232,5.005375464003223,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,count_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.08436870793716764,-0.000946105792963837,0.08531481373013147,-89.174708118918,0.007729924559309264,11.036952958018919,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,count_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.1648310071073626,0.0009355063518079828,0.16389550075555462,176.19442859880758,0.008628614635084799,18.99441656475645,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,count_lag5_corr,shuffle_observed_thresholded_arrival_stream,250,0.10187992148838061,-0.0011080318285390887,0.1029879533169197,-91.94674635177823,0.008469158318309881,12.16035282919025,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,adjacent_active_ratio,shuffle_observed_thresholded_arrival_stream,250,1.0714003294027408,0.9991221191574368,0.07227821024530401,1.07234171765335,0.010393753621294822,6.954004576096525,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,run_count,shuffle_observed_thresholded_arrival_stream,250,3346.0,3536.692,-190.692,0.946081818829573,27.402721324715177,-6.958870899731052,1.0,0.00398406374501992,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,mean_run_length,shuffle_observed_thresholded_arrival_stream,250,1.8439928272564257,1.7446728290285454,0.09931999822788029,1.0569275778102092,0.013519136655040466,7.346622847461926,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,descriptive,max_run_length,shuffle_observed_thresholded_arrival_stream,250,13.0,10.916,2.0839999999999996,1.1909124221326493,1.4875967195446487,1.4009173135565325,0.1593625498007968,0.9402390438247012,0.3187250996015936
numbers,TS_S,burst_clustering,secondary,mean_run_intensity,shuffle_observed_thresholded_arrival_stream,250,3.0579796772265393,2.8932726720616007,0.16470700516493864,1.0569275778102092,0.02241941754527939,7.346622847461939,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,fano_w5,shuffle_observed_thresholded_arrival_stream,250,2.4580941673925127,1.620492373111686,0.8376017942808267,1.516881046883581,0.03707723455175801,22.590729983153828,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,primary,fano_w10,shuffle_observed_thresholded_arrival_stream,250,3.4499582497493497,1.6174163760533764,1.8325418736959733,2.1330056383919644,0.05583343329214069,32.82158673831596,0.00398406374501992,1.0,0.00796812749003984
numbers,TS_S,burst_clustering,secondary,fano_w20,shuffle_observed_thresholded_arrival_stream,250,4.785851403222675,1.6169308692644693,3.1689205339582056,2.9598367463908497,0.09089996225442284,34.86162651078568,0.00398406374501992,1.0,0.00796812749003984
