source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1200,0.57553957,0.99585062,98,1102,12.24489796,153.61816,7.811576,exodus,main,core_projected
merkha,tipeha,1153,0.61297182,0.49126545,453,700,2.54525386,269.930113,4.271476,exodus,main,core_projected
munah,zaqef_qatan,852,0.426,0.57645467,97,755,8.78350515,180.739835,4.713958,exodus,main,core_projected
tipeha,meteg,781,0.33276523,0.37458034,135,646,5.78518519,299.20483,2.610252,exodus,main,core_projected
zaqef_qatan,tipeha,592,0.40054127,0.2522369,0,592,inf,212.098196,2.79116,exodus,main,core_projected
tipeha,atnah,582,0.24797614,0.50696864,144,438,4.04166667,164.742036,3.532796,exodus,main,core_projected
mahapakh,pashta,574,0.87366819,0.43060765,13,561,44.15384615,53.548212,10.719312,exodus,main,core_projected
pashta,munah,559,0.41935484,0.2795,8,551,69.875,163.008254,3.429274,exodus,main,core_projected
merkha,meteg,537,0.28548644,0.25755396,95,442,5.65263158,239.79731,2.239391,exodus,main,core_projected
tipeha,munah,524,0.22326374,0.262,4,520,131.0,287.007031,1.825739,exodus,main,core_projected
munah,atnah,515,0.2575,0.44860627,203,312,2.53694581,140.385203,3.668478,exodus,main,core_projected
tipeha,merkha,453,0.19301236,0.24082935,1153,-700,0.39288812,269.930113,1.678212,exodus,main,core_projected
pashta,zaqef_qatan,447,0.33533383,0.30243572,64,383,6.984375,120.4631,3.71068,exodus,main,core_projected
zaqef_qatan,merkha,429,0.2902571,0.22807018,1,428,429.0,169.985815,2.52374,exodus,main,core_projected
tevir,merkha,369,0.63076923,0.19617225,145,224,2.54482759,67.28126,5.48444,exodus,main,core_projected
munah,revia,273,0.1365,0.53846154,57,216,4.78947368,61.999389,4.403269,exodus,main,core_projected
sof_pasuq,munah,247,0.2051495,0.1235,0,247,inf,147.233262,1.67761,exodus,main,core_projected
sof_pasuq,merkha,216,0.17940199,0.11483254,0,216,inf,138.472883,1.559872,exodus,main,core_projected
atnah,merkha,207,0.18031359,0.11004785,1,206,207.0,132.032284,1.567798,exodus,main,core_projected
pashta,pashta,206,0.15453863,0.15453863,206,0,1.0,108.645002,1.896084,exodus,main,core_projected
atnah,munah,203,0.17682927,0.1015,515,-312,0.39417476,140.385203,1.446021,exodus,main,core_projected
qadma,geresh,193,0.47303922,0.83189655,5,188,38.6,5.787588,33.347226,exodus,main,core_projected
tevir,tipeha,193,0.32991453,0.08223264,0,193,inf,83.949557,2.299,exodus,main,core_projected
darga,tevir,189,0.85520362,0.32307692,0,189,inf,7.904922,23.909154,exodus,main,core_projected
sof_pasuq,mahapakh,157,0.13039867,0.23896499,0,157,inf,48.366127,3.246073,exodus,main,core_projected
merkha,tevir,145,0.07708666,0.24786325,369,-224,0.39295393,67.28126,2.155132,exodus,main,core_projected
atnah,tipeha,144,0.12543554,0.06135492,582,-438,0.24742268,164.742036,0.874094,exodus,main,core_projected
meteg,pashta,141,0.0676259,0.10577644,97,44,1.45360825,169.936105,0.829724,exodus,main,core_projected
meteg,tipeha,135,0.0647482,0.05752024,781,-646,0.17285531,299.20483,0.451196,exodus,main,core_projected
revia,pashta,134,0.26377953,0.10052513,0,134,inf,41.404097,3.236395,exodus,main,core_projected
meteg,zaqef_qatan,132,0.06330935,0.08930988,86,46,1.53488372,188.421278,0.700558,exodus,main,core_projected
revia,mahapakh,130,0.25590551,0.1978691,0,130,inf,20.40697,6.370372,exodus,main,core_projected
sof_pasuq,qadma,125,0.1038206,0.30637255,0,125,inf,30.035585,4.16173,exodus,main,core_projected
atnah,mahapakh,119,0.10365854,0.18112633,0,119,inf,46.116539,2.580419,exodus,main,core_projected
munah,meteg,111,0.0555,0.05323741,85,26,1.30588235,254.9679,0.435349,exodus,main,core_projected
qadma,mahapakh,91,0.22303922,0.13850837,1,90,91.0,16.38985,5.552217,exodus,main,core_projected
telisha_qetana,qadma,86,0.95555556,0.21078431,0,86,inf,2.245185,38.304194,exodus,main,core_projected
geresh,revia,64,0.27586207,0.12623274,1,63,64.0,7.191929,8.898864,exodus,main,core_projected
paseq,munah,62,0.78481013,0.031,67,-5,0.92537313,9.660654,6.417785,exodus,main,core_projected
geresh,munah,56,0.24137931,0.028,3,53,18.66666667,28.370529,1.973879,exodus,main,core_projected
geresh,mahapakh,47,0.20258621,0.07153729,0,47,inf,9.319719,5.043071,exodus,main,core_projected
zaqef_gadol,tipeha,46,0.46464646,0.01959949,0,46,inf,14.206848,3.237875,exodus,main,core_projected
zaqef_gadol,merkha,27,0.27272727,0.01435407,0,27,inf,11.386059,2.371321,exodus,main,core_projected
