taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1148,0.07018831,1148,1148,15,7,3.36317448,0.8608315,1.24415602,0.44317732,merkha,0.18031359,tipeha,0.50696864,exodus,main,core_projected
darga,221,0.01351186,221,221,5,9,0.76812286,0.33081251,2.84588534,0.89777687,tevir,0.85520362,sof_pasuq,0.2081448,exodus,main,core_projected
geresh,232,0.0141844,232,232,9,8,2.5665246,0.80964837,1.03159304,0.34386435,revia,0.27586207,qadma,0.83189655,exodus,main,core_projected
mahapakh,657,0.04016875,657,657,8,10,0.63552128,0.21184043,2.83260096,0.85269785,pashta,0.87366819,sof_pasuq,0.23896499,exodus,main,core_projected
merkha,1881,0.11500367,1881,1881,11,15,1.4132214,0.4085126,2.75753308,0.70581272,tipeha,0.61297182,tipeha,0.24082935,exodus,main,core_projected
meteg,2085,0.12747616,2085,2085,17,17,2.45531208,0.60069343,2.83279924,0.69304587,sof_pasuq,0.57553957,tipeha,0.37458034,exodus,main,core_projected
munah,2000,0.12227929,2000,2000,14,15,2.35580305,0.61875058,2.89010561,0.73974572,zaqef_qatan,0.426,pashta,0.2795,exodus,main,core_projected
paseq,79,0.00483003,79,79,9,6,1.32371956,0.41758703,0.8850534,0.34238539,munah,0.78481013,munah,0.84810127,exodus,main,core_projected
pashta,1333,0.08149914,1333,1333,10,13,1.88346143,0.56697839,2.5458999,0.68799929,munah,0.41935484,mahapakh,0.43060765,exodus,main,core_projected
qadma,408,0.02494497,408,408,9,13,2.21413317,0.69848125,2.70976949,0.7322831,geresh,0.47303922,sof_pasuq,0.30637255,exodus,main,core_projected
revia,508,0.03105894,508,507,12,7,2.78457372,0.7767372,2.0240922,0.72099619,pashta,0.26377953,munah,0.53846154,exodus,main,core_projected
sof_pasuq,1205,0.07367327,1204,1205,15,4,3.31818236,0.8493154,0.04449601,0.022248,munah,0.2051495,meteg,0.99585062,exodus,main,core_projected
telisha_qetana,90,0.00550257,90,90,4,9,0.32897789,0.16448894,2.43874953,0.76933982,qadma,0.95555556,sof_pasuq,0.37777778,exodus,main,core_projected
tevir,585,0.03576669,585,585,5,10,1.15738378,0.49845806,2.60959583,0.78556662,merkha,0.63076923,darga,0.32307692,exodus,main,core_projected
tipeha,2347,0.14349474,2347,2347,8,16,1.99863879,0.66621293,2.10939275,0.52734819,meteg,0.33276523,merkha,0.49126545,exodus,main,core_projected
zaqef_gadol,99,0.00605282,99,99,9,5,2.15055349,0.67842409,1.76128479,0.75854407,tipeha,0.46464646,zaqef_qatan,0.39393939,exodus,main,core_projected
zaqef_qatan,1478,0.09036439,1478,1478,15,11,2.52161963,0.64542878,1.52121569,0.43972995,tipeha,0.40054127,munah,0.57645467,exodus,main,core_projected
