taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,merkha,206,0.17944251,exodus,main,full
atnah,2,munah,179,0.15592334,exodus,main,full
atnah,3,tipeha,144,0.12543554,exodus,main,full
atnah,4,mahapakh,115,0.10017422,exodus,main,full
atnah,5,pashta,93,0.08101045,exodus,main,full
atnah,6,meteg,89,0.07752613,exodus,main,full
atnah,7,qadma,70,0.06097561,exodus,main,full
atnah,8,tevir,55,0.04790941,exodus,main,full
atnah,9,revia,46,0.04006969,exodus,main,full
atnah,10,darga,44,0.03832753,exodus,main,full
darga,1,tevir,189,0.85520362,exodus,main,full
darga,2,meteg,22,0.09954751,exodus,main,full
darga,3,munah,8,0.0361991,exodus,main,full
darga,4,merkha_kefula,1,0.00452489,exodus,main,full
darga,5,paseq,1,0.00452489,exodus,main,full
geresh,1,revia,64,0.27586207,exodus,main,full
geresh,2,munah,56,0.24137931,exodus,main,full
geresh,3,mahapakh,47,0.20258621,exodus,main,full
geresh,4,meteg,26,0.11206897,exodus,main,full
geresh,5,darga,19,0.08189655,exodus,main,full
geresh,6,merkha,11,0.04741379,exodus,main,full
geresh,7,qadma,5,0.02155172,exodus,main,full
geresh,8,pashta,3,0.01293103,exodus,main,full
geresh,9,tipeha,1,0.00431034,exodus,main,full
gershayim,1,munah,33,0.33673469,exodus,main,full
gershayim,2,mahapakh,30,0.30612245,exodus,main,full
gershayim,3,darga,11,0.1122449,exodus,main,full
gershayim,4,qadma,10,0.10204082,exodus,main,full
gershayim,5,meteg,6,0.06122449,exodus,main,full
gershayim,6,merkha,5,0.05102041,exodus,main,full
gershayim,7,revia,2,0.02040816,exodus,main,full
gershayim,8,tevir,1,0.01020408,exodus,main,full
mahapakh,1,pashta,574,0.87366819,exodus,main,full
mahapakh,2,meteg,75,0.11415525,exodus,main,full
mahapakh,3,munah,2,0.00304414,exodus,main,full
mahapakh,4,zaqef_qatan,2,0.00304414,exodus,main,full
mahapakh,5,merkha,1,0.00152207,exodus,main,full
mahapakh,6,tipeha,1,0.00152207,exodus,main,full
mahapakh,7,qadma,1,0.00152207,exodus,main,full
mahapakh,8,paseq,1,0.00152207,exodus,main,full
merkha,1,tipeha,1153,0.61297182,exodus,main,full
merkha,2,meteg,537,0.28548644,exodus,main,full
merkha,3,tevir,145,0.07708666,exodus,main,full
merkha,4,pashta,26,0.01382243,exodus,main,full
merkha,5,munah,7,0.00372142,exodus,main,full
merkha,6,paseq,7,0.00372142,exodus,main,full
merkha,7,qadma,2,0.00106326,exodus,main,full
merkha,8,atnah,1,0.00053163,exodus,main,full
merkha,9,telisha_qetana,1,0.00053163,exodus,main,full
merkha,10,mahapakh,1,0.00053163,exodus,main,full
merkha_kefula,1,tipeha,1,1.0,exodus,main,full
meteg,1,sof_pasuq,1200,0.57553957,exodus,main,full
meteg,2,pashta,138,0.06618705,exodus,main,full
meteg,3,tipeha,135,0.0647482,exodus,main,full
meteg,4,zaqef_qatan,132,0.06330935,exodus,main,full
meteg,5,merkha,95,0.04556355,exodus,main,full
meteg,6,munah,63,0.03021583,exodus,main,full
meteg,7,revia,51,0.02446043,exodus,main,full
meteg,8,atnah,46,0.02206235,exodus,main,full
meteg,9,meteg,45,0.02158273,exodus,main,full
meteg,10,tevir,39,0.01870504,exodus,main,full
munah,1,zaqef_qatan,852,0.426,exodus,main,full
munah,2,atnah,515,0.2575,exodus,main,full
munah,3,revia,262,0.131,exodus,main,full
munah,4,meteg,101,0.0505,exodus,main,full
munah,5,paseq,67,0.0335,exodus,main,full
