source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,856,0.60324172,0.99883314,49,807,17.46938776,109.134255,7.84355,leviticus,explore_k3_7_edges20,core_adjacent
merkha,tipeha,801,0.58339403,0.48079232,370,431,2.16486486,205.278471,3.902017,leviticus,explore_k3_7_edges20,core_adjacent
munah,zaqef_qatan,571,0.45102686,0.58324821,50,521,11.42,111.228036,5.133598,leviticus,explore_k3_7_edges20,core_adjacent
tipeha,meteg,514,0.30815348,0.36044881,93,421,5.52688172,213.458494,2.407962,leviticus,explore_k3_7_edges20,core_adjacent
merkha,meteg,440,0.32046613,0.3085554,64,376,6.875,175.706542,2.504175,leviticus,explore_k3_7_edges20,core_adjacent
tipeha,atnah,439,0.26318945,0.5399754,126,313,3.48412698,121.698286,3.607282,leviticus,explore_k3_7_edges20,core_adjacent
zaqef_qatan,tipeha,425,0.43545082,0.25510204,0,425,inf,145.922642,2.912502,leviticus,explore_k3_7_edges20,core_adjacent
pashta,munah,399,0.44630872,0.32465419,0,399,inf,98.602351,4.046557,leviticus,explore_k3_7_edges20,core_adjacent
mahapakh,pashta,386,0.85587583,0.43468468,3,383,128.66666667,35.94077,10.739892,leviticus,explore_k3_7_edges20,core_adjacent
tipeha,merkha,370,0.22182254,0.27007299,801,-431,0.4619226,205.075832,1.804211,leviticus,explore_k3_7_edges20,core_adjacent
tipeha,munah,344,0.20623501,0.27990236,0,344,inf,183.969488,1.869875,leviticus,explore_k3_7_edges20,core_adjacent
munah,atnah,335,0.26461295,0.41205412,107,228,3.13084112,92.368123,3.626792,leviticus,explore_k3_7_edges20,core_adjacent
pashta,zaqef_qatan,309,0.34563758,0.31562819,42,267,7.35714286,78.544916,3.934055,leviticus,explore_k3_7_edges20,core_adjacent
zaqef_qatan,merkha,300,0.30737705,0.2189781,0,300,inf,119.99641,2.500075,leviticus,explore_k3_7_edges20,core_adjacent
tevir,merkha,238,0.57211538,0.17372263,100,138,2.38,51.146011,4.653344,leviticus,explore_k3_7_edges20,core_adjacent
atnah,merkha,179,0.23126615,0.13065693,0,179,inf,95.161088,1.881021,leviticus,explore_k3_7_edges20,core_adjacent
munah,revia,175,0.13823065,0.57003257,12,163,14.58333333,34.879476,5.017277,leviticus,explore_k3_7_edges20,core_adjacent
