taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,merkha,180,0.22140221,leviticus,explore_k3_7_edges20,core_projected
atnah,2,tipeha,126,0.15498155,leviticus,explore_k3_7_edges20,core_projected
atnah,3,munah,118,0.14514145,leviticus,explore_k3_7_edges20,core_projected
atnah,4,mahapakh,96,0.11808118,leviticus,explore_k3_7_edges20,core_projected
atnah,5,qadma,57,0.0701107,leviticus,explore_k3_7_edges20,core_projected
atnah,6,pashta,55,0.06765068,leviticus,explore_k3_7_edges20,core_projected
atnah,7,meteg,55,0.06765068,leviticus,explore_k3_7_edges20,core_projected
atnah,8,tevir,45,0.05535055,leviticus,explore_k3_7_edges20,core_projected
atnah,9,darga,39,0.04797048,leviticus,explore_k3_7_edges20,core_projected
atnah,10,revia,14,0.01722017,leviticus,explore_k3_7_edges20,core_projected
atnah,11,zaqef_gadol,13,0.01599016,leviticus,explore_k3_7_edges20,core_projected
atnah,12,telisha_qetana,10,0.01230012,leviticus,explore_k3_7_edges20,core_projected
atnah,13,zaqef_qatan,3,0.00369004,leviticus,explore_k3_7_edges20,core_projected
atnah,14,geresh,2,0.00246002,leviticus,explore_k3_7_edges20,core_projected
darga,1,tevir,153,0.89473684,leviticus,explore_k3_7_edges20,core_projected
darga,2,meteg,13,0.07602339,leviticus,explore_k3_7_edges20,core_projected
darga,3,munah,3,0.01754386,leviticus,explore_k3_7_edges20,core_projected
darga,4,tipeha,2,0.01169591,leviticus,explore_k3_7_edges20,core_projected
geresh,1,munah,75,0.43103448,leviticus,explore_k3_7_edges20,core_projected
geresh,2,revia,38,0.2183908,leviticus,explore_k3_7_edges20,core_projected
geresh,3,mahapakh,24,0.13793103,leviticus,explore_k3_7_edges20,core_projected
geresh,4,meteg,11,0.06321839,leviticus,explore_k3_7_edges20,core_projected
geresh,5,darga,9,0.05172414,leviticus,explore_k3_7_edges20,core_projected
geresh,6,merkha,8,0.04597701,leviticus,explore_k3_7_edges20,core_projected
geresh,7,qadma,7,0.04022989,leviticus,explore_k3_7_edges20,core_projected
geresh,8,pashta,2,0.01149425,leviticus,explore_k3_7_edges20,core_projected
mahapakh,1,pashta,386,0.85587583,leviticus,explore_k3_7_edges20,core_projected
mahapakh,2,meteg,63,0.13968958,leviticus,explore_k3_7_edges20,core_projected
mahapakh,3,paseq,1,0.00221729,leviticus,explore_k3_7_edges20,core_projected
mahapakh,4,tipeha,1,0.00221729,leviticus,explore_k3_7_edges20,core_projected
merkha,1,tipeha,801,0.58339403,leviticus,explore_k3_7_edges20,core_projected
merkha,2,meteg,440,0.32046613,leviticus,explore_k3_7_edges20,core_projected
merkha,3,tevir,100,0.07283321,leviticus,explore_k3_7_edges20,core_projected
merkha,4,pashta,26,0.01893664,leviticus,explore_k3_7_edges20,core_projected
merkha,5,munah,3,0.002185,leviticus,explore_k3_7_edges20,core_projected
merkha,6,paseq,3,0.002185,leviticus,explore_k3_7_edges20,core_projected
meteg,1,sof_pasuq,856,0.58912595,leviticus,explore_k3_7_edges20,core_projected
meteg,2,pashta,103,0.07088782,leviticus,explore_k3_7_edges20,core_projected
meteg,3,tipeha,93,0.06400551,leviticus,explore_k3_7_edges20,core_projected
meteg,4,zaqef_qatan,69,0.04748796,leviticus,explore_k3_7_edges20,core_projected
