book,equivalence_profile,family,metric_role,metric,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
exodus,VOICING,burst_clustering,primary,active_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.05841130179902723,-0.0010500956423997187,0.05946139744142695,-55.624744490457545,0.008656286648975527,6.869157625280837,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,active_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.04375245075246653,-0.00012857518986589552,0.043881025942332424,-340.2868842589346,0.00833306016721716,5.26589572879402,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,count_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.13888745140727815,-0.0009489244058686406,0.13983637581314678,-146.36303013003578,0.008701117683561877,16.071082003329895,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,count_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.11621737932840073,-0.0004983941792406579,0.1167157735076414,-233.18366098389612,0.008495014921425998,13.739325308689292,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,count_lag5_corr,shuffle_observed_thresholded_arrival_stream,250,0.11551437077692864,-0.00046332361090365093,0.11597769438783229,-249.3168231846274,0.008323578588557645,13.933633611301017,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,adjacent_active_ratio,shuffle_observed_thresholded_arrival_stream,250,1.0805809447691035,0.9985610693495246,0.08201987541957889,1.082138066400894,0.011930229297337022,6.874962196903186,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,run_count,shuffle_observed_thresholded_arrival_stream,250,3351.0,3562.964,-211.96399999999994,0.9405090817645084,30.792120810363162,-6.88370902755951,1.0,0.00398406374501992,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,mean_run_length,shuffle_observed_thresholded_arrival_stream,250,1.8325872873769025,1.7236935837544651,0.10889370362243733,1.063174629556403,0.014880997343320494,7.317634773405529,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,descriptive,max_run_length,shuffle_observed_thresholded_arrival_stream,250,19.0,10.56,8.44,1.799242424242424,1.5512575543732252,5.440747074015135,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,mean_run_intensity,shuffle_observed_thresholded_arrival_stream,250,3.1148910772903613,2.9298019259451404,0.18508915134522086,1.0631746295564033,0.025293576008724863,7.317634773405528,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,fano_w5,shuffle_observed_thresholded_arrival_stream,250,2.589241086360577,1.6835154574336564,0.9057256289269204,1.5379966218472414,0.04043218901330877,22.40110295855585,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,primary,fano_w10,shuffle_observed_thresholded_arrival_stream,250,3.542196715373491,1.6774352143344775,1.8647615010390133,2.1116742304583473,0.056515905528113704,32.99533969444039,0.00398406374501992,1.0,0.00796812749003984
exodus,VOICING,burst_clustering,secondary,fano_w20,shuffle_observed_thresholded_arrival_stream,250,5.144558213272369,1.6727559035645767,3.471802309707792,3.0754984647249,0.08173409633635934,42.476793227398346,0.00398406374501992,1.0,0.00796812749003984
