excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,5600,15888,run_preserving_circular_translation,500,0.35246727089627394,0.30784944612286,0.04461782477341392,1.1449339127789346,0.0033711222770601997,13.23530299598716,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,2982,15888,run_preserving_circular_translation,500,0.18768882175226587,0.16091503021148038,0.02677379154078549,1.1663846534758027,0.002725619502834578,9.823011433892882,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,1559,15888,run_preserving_circular_translation,500,0.09812437059415911,0.08291968781470292,0.015204682779456191,1.183366377517405,0.001995223282206957,7.62054197895986,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,4139,11854,run_preserving_circular_translation,500,0.3491648388729543,0.3048663742196727,0.04429846465328158,1.1453045281450493,0.0039485111701462825,11.219029842997868,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,2236,11854,run_preserving_circular_translation,500,0.18862831111860975,0.15955289353804622,0.029075417580563534,1.1822305878371948,0.0031405120233102502,9.258177445191453,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,1169,11854,run_preserving_circular_translation,500,0.09861650075923739,0.08258832461616332,0.01602817614307407,1.1940731479608826,0.002242727907286792,7.146732374889223,0.001996007984031936,1.0,0.003992015968063872
exodus,minor,robustness,4433,12582,run_preserving_circular_translation,500,0.35232872357335876,0.30777698299157524,0.04455174058178352,1.1447533215406267,0.003907390376930226,11.40191695327479,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,2365,12582,run_preserving_circular_translation,500,0.18796693689397553,0.16102924813225244,0.02693768876172309,1.1672844472303523,0.0031036102016948493,8.679469073472145,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,1239,12582,run_preserving_circular_translation,500,0.09847401049117788,0.08305325067556828,0.0154207598156096,1.1856731637855797,0.002311589486685545,6.671063311384297,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,4802,13525,run_preserving_circular_translation,500,0.35504621072088727,0.30952813308687616,0.04551807763401111,1.1470563505167248,0.0036719341559834566,12.396212922238519,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,2536,13525,run_preserving_circular_translation,500,0.18750462107208873,0.16074617375231054,0.026758447319778195,1.1664639766854392,0.0029510128195143477,9.067546959752574,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,1338,13525,run_preserving_circular_translation,500,0.09892791127541589,0.08287837338262477,0.01604953789279112,1.1936516999277385,0.0021838400606011155,7.349227712387228,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,4371,12543,run_preserving_circular_translation,500,0.34848122458741926,0.30708092162959416,0.0414003029578251,1.1348188703424655,0.003943844324444378,10.49744856844919,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,2266,12543,run_preserving_circular_translation,500,0.18065853464083553,0.15896707326795823,0.021691461372877308,1.1364525428251027,0.0031127101220417954,6.968673767362796,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,1173,12543,run_preserving_circular_translation,500,0.09351829705812006,0.08135454038108905,0.012163756677031012,1.149515400370432,0.0022170252799559253,5.486521415431415,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,4655,13048,run_preserving_circular_translation,500,0.35675965665236054,0.3096281422440221,0.04713151440833846,1.152219737090931,0.0037396498101153587,12.603189282818054,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,2525,13048,run_preserving_circular_translation,500,0.19351624770079706,0.16408997547516863,0.029426272225628436,1.1793301031365042,0.003014756776271192,9.760745031652066,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,verse,exploratory,1317,13048,run_preserving_circular_translation,500,0.10093500919681177,0.08463933169834457,0.016295677498467193,1.1925307911993581,0.0022267742242026716,7.3180645443756625,0.001996007984031936,1.0,0.003992015968063872
