source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1576,0.65448505,0.5309973,645,931,2.44341085,412.569647,3.819961,genesis,control_exclude_meteg,core_adjacent
munah,zaqef_qatan,1216,0.53100437,0.65131227,116,1100,10.48275862,246.806558,4.926936,genesis,control_exclude_meteg,core_adjacent
tipeha,sof_pasuq,865,0.29124579,0.56535948,115,750,7.52173913,262.315996,3.29755,genesis,control_exclude_meteg,core_adjacent
tipeha,atnah,860,0.28956229,0.58663029,231,629,3.72294372,251.343301,3.421615,genesis,control_exclude_meteg,core_adjacent
mahapakh,pashta,789,0.99120603,0.46548673,15,774,52.6,77.886047,10.130184,genesis,control_exclude_meteg,core_adjacent
zaqef_qatan,tipeha,766,0.41450216,0.25808625,0,766,inf,316.623218,2.419279,genesis,control_exclude_meteg,core_adjacent
pashta,munah,763,0.44882353,0.34369369,0,763,inf,217.860648,3.502239,genesis,control_exclude_meteg,core_adjacent
tipeha,merkha,645,0.21717172,0.26841448,1576,-931,0.40926396,411.990417,1.56557,genesis,control_exclude_meteg,core_adjacent
merkha,sof_pasuq,643,0.26702658,0.42026144,224,419,2.87053571,212.679097,3.023334,genesis,control_exclude_meteg,core_adjacent
zaqef_qatan,merkha,638,0.3452381,0.26550146,0,638,inf,256.349593,2.488789,genesis,control_exclude_meteg,core_adjacent
pashta,zaqef_qatan,610,0.35882353,0.32672737,77,533,7.92207792,183.218842,3.329352,genesis,control_exclude_meteg,core_adjacent
tipeha,munah,598,0.2013468,0.26936937,1,597,598.0,380.615367,1.57114,genesis,control_exclude_meteg,core_adjacent
munah,atnah,592,0.25851528,0.40381992,234,358,2.52991453,193.796686,3.054748,genesis,control_exclude_meteg,core_adjacent
tevir,merkha,395,0.63402889,0.16437786,160,235,2.46875,86.420886,4.570654,genesis,control_exclude_meteg,core_adjacent
atnah,merkha,329,0.2341637,0.13691219,0,329,inf,194.897824,1.688064,genesis,control_exclude_meteg,core_adjacent
munah,revia,327,0.14279476,0.55236486,25,302,13.08,78.258962,4.178435,genesis,control_exclude_meteg,core_adjacent
sof_pasuq,munah,308,0.21614035,0.13873874,0,308,inf,182.618484,1.686576,genesis,control_exclude_meteg,core_adjacent
pashta,pashta,302,0.17764706,0.17817109,302,0,1.0,166.339549,1.815563,genesis,control_exclude_meteg,core_adjacent
atnah,munah,234,0.16654804,0.10540541,592,-358,0.39527027,180.055418,1.2996,genesis,control_exclude_meteg,core_adjacent
atnah,tipeha,231,0.16441281,0.07783019,860,-629,0.26860465,240.722739,0.95961,genesis,control_exclude_meteg,core_adjacent
tevir,tipeha,226,0.36276083,0.07614555,0,226,inf,106.740403,2.117286,genesis,control_exclude_meteg,core_adjacent
darga,tevir,225,0.89285714,0.36173633,0,225,inf,9.048317,24.866502,genesis,control_exclude_meteg,core_adjacent
sof_pasuq,merkha,224,0.15719298,0.09321681,643,-419,0.34836703,197.67217,1.133189,genesis,control_exclude_meteg,core_adjacent
revia,pashta,222,0.39928058,0.13097345,2,220,111.0,54.402817,4.080671,genesis,control_exclude_meteg,core_adjacent
qadma,geresh,216,0.4726477,0.9,7,209,30.85714286,6.331467,34.115317,genesis,control_exclude_meteg,core_adjacent
sof_pasuq,mahapakh,186,0.13052632,0.25306122,0,186,inf,60.461525,3.076337,genesis,control_exclude_meteg,core_adjacent
merkha,tevir,160,0.06644518,0.25723473,395,-235,0.40506329,86.461698,1.85053,genesis,control_exclude_meteg,core_adjacent
sof_pasuq,qadma,155,0.10877193,0.37439614,0,155,inf,34.055879,4.551343,genesis,control_exclude_meteg,core_adjacent
revia,mahapakh,155,0.27877698,0.21088435,0,155,inf,23.590602,6.570413,genesis,control_exclude_meteg,core_adjacent
atnah,pashta,145,0.10320285,0.08554572,0,145,inf,137.474745,1.054739,genesis,control_exclude_meteg,core_adjacent
atnah,mahapakh,137,0.0975089,0.18639456,0,137,inf,59.612942,2.298159,genesis,control_exclude_meteg,core_adjacent
qadma,mahapakh,126,0.27571116,0.17142857,0,126,inf,19.390117,6.498156,genesis,control_exclude_meteg,core_adjacent
