taam,rank,predecessor,count,prob,book,run_label,stream_type
atnah,1,tipeha,535,0.58662281,deuteronomy,control_exclude_meteg,full
atnah,2,munah,369,0.40460526,deuteronomy,control_exclude_meteg,full
atnah,3,merkha,4,0.00438596,deuteronomy,control_exclude_meteg,full
atnah,4,qadma,2,0.00219298,deuteronomy,control_exclude_meteg,full
atnah,5,pashta,1,0.00109649,deuteronomy,control_exclude_meteg,full
atnah,6,sof_pasuq,1,0.00109649,deuteronomy,control_exclude_meteg,full
darga,1,qadma,52,0.24880383,deuteronomy,control_exclude_meteg,full
darga,2,geresh,34,0.16267943,deuteronomy,control_exclude_meteg,full
darga,3,sof_pasuq,31,0.14832536,deuteronomy,control_exclude_meteg,full
darga,4,zaqef_qatan,28,0.13397129,deuteronomy,control_exclude_meteg,full
darga,5,atnah,26,0.12440191,deuteronomy,control_exclude_meteg,full
darga,6,revia,15,0.07177033,deuteronomy,control_exclude_meteg,full
darga,7,gershayim,14,0.06698565,deuteronomy,control_exclude_meteg,full
darga,8,munah,2,0.00956938,deuteronomy,control_exclude_meteg,full
darga,9,tevir,2,0.00956938,deuteronomy,control_exclude_meteg,full
darga,10,zaqef_gadol,2,0.00956938,deuteronomy,control_exclude_meteg,full
geresh,1,qadma,218,0.88979592,deuteronomy,control_exclude_meteg,full
geresh,2,sof_pasuq,6,0.0244898,deuteronomy,control_exclude_meteg,full
geresh,3,revia,6,0.0244898,deuteronomy,control_exclude_meteg,full
geresh,4,atnah,5,0.02040816,deuteronomy,control_exclude_meteg,full
geresh,5,munah,3,0.0122449,deuteronomy,control_exclude_meteg,full
geresh,6,paseq,2,0.00816327,deuteronomy,control_exclude_meteg,full
geresh,7,tipeha,1,0.00408163,deuteronomy,control_exclude_meteg,full
geresh,8,pashta,1,0.00408163,deuteronomy,control_exclude_meteg,full
geresh,9,zaqef_qatan,1,0.00408163,deuteronomy,control_exclude_meteg,full
geresh,10,pazer,1,0.00408163,deuteronomy,control_exclude_meteg,full
gershayim,1,sof_pasuq,48,0.44036697,deuteronomy,control_exclude_meteg,full
gershayim,2,atnah,31,0.28440367,deuteronomy,control_exclude_meteg,full
gershayim,3,munah,11,0.10091743,deuteronomy,control_exclude_meteg,full
gershayim,4,telisha_gedola,8,0.0733945,deuteronomy,control_exclude_meteg,full
