current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,1041,232.496,13.23632822,69,61.082196,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
munah,zaqef_qatan,840,183.29,11.50785651,56,57.066231,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
pashta,munah,581,172.08,10.80477145,55,37.846242,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
tipeha,sof_pasuq,566,139.076,10.13309346,53,42.131655,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
mahapakh,pashta,563,54.662,6.67479301,38,76.157867,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
tipeha,atnah,535,131.76,10.10140965,53,39.919181,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
zaqef_qatan,tipeha,491,187.158,11.98249542,64,25.357156,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
zaqef_qatan,merkha,441,161.44,11.59825154,59,24.103633,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
pashta,zaqef_qatan,411,123.862,9.9267334,52,28.925729,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
tipeha,merkha,378,232.422,13.11762403,68,11.097894,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
merkha,sof_pasuq,376,119.178,10.08532317,53,25.464925,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
munah,atnah,369,128.92,10.35664619,52,23.18125,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
tipeha,munah,369,263.262,13.6427859,67,7.75047,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
tevir,merkha,326,59.882,7.01758998,39,37.921566,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
munah,revia,294,72.602,7.66531866,44,28.883078,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
qadma,geresh,218,8.57,2.84134589,17,73.708027,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
sof_pasuq,munah,218,135.176,10.64197007,55,7.782769,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
pashta,pashta,194,116.13,10.07512363,54,7.728937,True,0.00199601,0,500,deuteronomy,control_exclude_meteg,full
