cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,535,0.58662281,deuteronomy,control_exclude_meteg,full
atnah,2,munah,369,0.40460526,deuteronomy,control_exclude_meteg,full
paseq,1,munah,66,0.80487805,deuteronomy,control_exclude_meteg,full
paseq,2,merkha,6,0.07317073,deuteronomy,control_exclude_meteg,full
revia,1,munah,294,0.57421875,deuteronomy,control_exclude_meteg,full
revia,2,geresh,75,0.14648438,deuteronomy,control_exclude_meteg,full
revia,3,sof_pasuq,66,0.12890625,deuteronomy,control_exclude_meteg,full
revia,4,atnah,49,0.09570312,deuteronomy,control_exclude_meteg,full
revia,5,zaqef_qatan,17,0.03320312,deuteronomy,control_exclude_meteg,full
revia,6,segol,5,0.00976562,deuteronomy,control_exclude_meteg,full
sof_pasuq,1,tipeha,566,0.5932914,deuteronomy,control_exclude_meteg,full
sof_pasuq,2,merkha,376,0.39412998,deuteronomy,control_exclude_meteg,full
sof_pasuq,3,atnah,5,0.00524109,deuteronomy,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,32,0.45714286,deuteronomy,control_exclude_meteg,full
zaqef_gadol,2,sof_pasuq,18,0.25714286,deuteronomy,control_exclude_meteg,full
zaqef_gadol,3,atnah,17,0.24285714,deuteronomy,control_exclude_meteg,full
zaqef_qatan,1,munah,840,0.64965197,deuteronomy,control_exclude_meteg,full
zaqef_qatan,2,pashta,411,0.31786543,deuteronomy,control_exclude_meteg,full
zaqef_qatan,3,yetiv,12,0.00928074,deuteronomy,control_exclude_meteg,full
zaqef_qatan,4,qadma,11,0.00850735,deuteronomy,control_exclude_meteg,full
zaqef_qatan,5,zaqef_qatan,10,0.00773395,deuteronomy,control_exclude_meteg,full
zaqef_qatan,6,atnah,5,0.00386698,deuteronomy,control_exclude_meteg,full
