taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,munah,180,0.19736842,deuteronomy,control_exclude_meteg,core_projected
atnah,2,merkha,172,0.18859649,deuteronomy,control_exclude_meteg,core_projected
atnah,3,pashta,129,0.14144737,deuteronomy,control_exclude_meteg,core_projected
atnah,4,mahapakh,119,0.13048246,deuteronomy,control_exclude_meteg,core_projected
atnah,5,tipeha,96,0.10526316,deuteronomy,control_exclude_meteg,core_projected
atnah,6,qadma,63,0.06907895,deuteronomy,control_exclude_meteg,core_projected
atnah,7,revia,49,0.05372807,deuteronomy,control_exclude_meteg,core_projected
atnah,8,darga,31,0.03399123,deuteronomy,control_exclude_meteg,core_projected
atnah,9,telisha_qetana,21,0.02302632,deuteronomy,control_exclude_meteg,core_projected
atnah,10,tevir,18,0.01973684,deuteronomy,control_exclude_meteg,core_projected
darga,1,tevir,183,0.87559809,deuteronomy,control_exclude_meteg,core_projected
darga,2,munah,21,0.10047847,deuteronomy,control_exclude_meteg,core_projected
darga,3,paseq,2,0.00956938,deuteronomy,control_exclude_meteg,core_projected
darga,4,darga,1,0.00478469,deuteronomy,control_exclude_meteg,core_projected
darga,5,tipeha,1,0.00478469,deuteronomy,control_exclude_meteg,core_projected
darga,6,merkha,1,0.00478469,deuteronomy,control_exclude_meteg,core_projected
geresh,1,munah,75,0.30612245,deuteronomy,control_exclude_meteg,core_projected
geresh,2,revia,75,0.30612245,deuteronomy,control_exclude_meteg,core_projected
geresh,3,mahapakh,37,0.15102041,deuteronomy,control_exclude_meteg,core_projected
geresh,4,darga,34,0.13877551,deuteronomy,control_exclude_meteg,core_projected
geresh,5,merkha,12,0.04897959,deuteronomy,control_exclude_meteg,core_projected
geresh,6,qadma,9,0.03673469,deuteronomy,control_exclude_meteg,core_projected
geresh,7,telisha_qetana,2,0.00816327,deuteronomy,control_exclude_meteg,core_projected
geresh,8,zaqef_qatan,1,0.00408163,deuteronomy,control_exclude_meteg,core_projected
mahapakh,1,pashta,563,0.98254799,deuteronomy,control_exclude_meteg,core_projected
mahapakh,2,paseq,3,0.0052356,deuteronomy,control_exclude_meteg,core_projected
mahapakh,3,munah,3,0.0052356,deuteronomy,control_exclude_meteg,core_projected
mahapakh,4,merkha,3,0.0052356,deuteronomy,control_exclude_meteg,core_projected
mahapakh,5,qadma,1,0.0017452,deuteronomy,control_exclude_meteg,core_projected
merkha,1,tipeha,1041,0.65103189,deuteronomy,control_exclude_meteg,core_projected
merkha,2,sof_pasuq,376,0.23514697,deuteronomy,control_exclude_meteg,core_projected
merkha,3,tevir,112,0.07004378,deuteronomy,control_exclude_meteg,core_projected
merkha,4,pashta,37,0.02313946,deuteronomy,control_exclude_meteg,core_projected
merkha,5,munah,15,0.00938086,deuteronomy,control_exclude_meteg,core_projected
merkha,6,paseq,6,0.00375235,deuteronomy,control_exclude_meteg,core_projected
merkha,7,merkha,5,0.00312695,deuteronomy,control_exclude_meteg,core_projected
merkha,8,atnah,4,0.00250156,deuteronomy,control_exclude_meteg,core_projected
merkha,9,telisha_qetana,2,0.00125078,deuteronomy,control_exclude_meteg,core_projected
merkha,10,qadma,1,0.00062539,deuteronomy,control_exclude_meteg,core_projected
munah,1,zaqef_qatan,840,0.46357616,deuteronomy,control_exclude_meteg,core_projected
munah,2,atnah,369,0.20364238,deuteronomy,control_exclude_meteg,core_projected
munah,3,revia,300,0.16556291,deuteronomy,control_exclude_meteg,core_projected
munah,4,munah,88,0.04856512,deuteronomy,control_exclude_meteg,core_projected
munah,5,paseq,66,0.03642384,deuteronomy,control_exclude_meteg,core_projected
munah,6,mahapakh,53,0.02924945,deuteronomy,control_exclude_meteg,core_projected
munah,7,qadma,30,0.01655629,deuteronomy,control_exclude_meteg,core_projected
munah,8,telisha_qetana,26,0.01434879,deuteronomy,control_exclude_meteg,core_projected
munah,9,merkha,11,0.00607064,deuteronomy,control_exclude_meteg,core_projected
munah,10,pashta,11,0.00607064,deuteronomy,control_exclude_meteg,core_projected
paseq,1,munah,55,0.67073171,deuteronomy,control_exclude_meteg,core_projected
paseq,2,pashta,5,0.06097561,deuteronomy,control_exclude_meteg,core_projected
paseq,3,revia,4,0.04878049,deuteronomy,control_exclude_meteg,core_projected
paseq,4,qadma,4,0.04878049,deuteronomy,control_exclude_meteg,core_projected
paseq,5,geresh,3,0.03658537,deuteronomy,control_exclude_meteg,core_projected
paseq,6,zaqef_qatan,2,0.02439024,deuteronomy,control_exclude_meteg,core_projected
paseq,7,merkha,2,0.02439024,deuteronomy,control_exclude_meteg,core_projected
paseq,8,tipeha,2,0.02439024,deuteronomy,control_exclude_meteg,core_projected
paseq,9,tevir,2,0.02439024,deuteronomy,control_exclude_meteg,core_projected
paseq,10,sof_pasuq,1,0.01219512,deuteronomy,control_exclude_meteg,core_projected
pashta,1,munah,583,0.47865353,deuteronomy,control_exclude_meteg,core_projected
pashta,2,zaqef_qatan,411,0.33743842,deuteronomy,control_exclude_meteg,core_projected
pashta,3,pashta,194,0.1592775,deuteronomy,control_exclude_meteg,core_projected
pashta,4,mahapakh,16,0.01313629,deuteronomy,control_exclude_meteg,core_projected
pashta,5,qadma,5,0.00410509,deuteronomy,control_exclude_meteg,core_projected
pashta,6,paseq,3,0.00246305,deuteronomy,control_exclude_meteg,core_projected
pashta,7,telisha_qetana,2,0.00164204,deuteronomy,control_exclude_meteg,core_projected
pashta,8,atnah,1,0.00082102,deuteronomy,control_exclude_meteg,core_projected
pashta,9,geresh,1,0.00082102,deuteronomy,control_exclude_meteg,core_projected
pashta,10,tipeha,1,0.00082102,deuteronomy,control_exclude_meteg,core_projected
qadma,1,geresh,218,0.49545455,deuteronomy,control_exclude_meteg,core_projected
qadma,2,mahapakh,102,0.23181818,deuteronomy,control_exclude_meteg,core_projected
qadma,3,darga,52,0.11818182,deuteronomy,control_exclude_meteg,core_projected
qadma,4,merkha,44,0.1,deuteronomy,control_exclude_meteg,core_projected
qadma,5,zaqef_qatan,11,0.025,deuteronomy,control_exclude_meteg,core_projected
qadma,6,munah,8,0.01818182,deuteronomy,control_exclude_meteg,core_projected
qadma,7,atnah,2,0.00454545,deuteronomy,control_exclude_meteg,core_projected
qadma,8,paseq,2,0.00454545,deuteronomy,control_exclude_meteg,core_projected
qadma,9,tipeha,1,0.00227273,deuteronomy,control_exclude_meteg,core_projected
revia,1,pashta,158,0.30859375,deuteronomy,control_exclude_meteg,core_projected
revia,2,mahapakh,109,0.21289062,deuteronomy,control_exclude_meteg,core_projected
revia,3,qadma,70,0.13671875,deuteronomy,control_exclude_meteg,core_projected
revia,4,munah,63,0.12304688,deuteronomy,control_exclude_meteg,core_projected
revia,5,tevir,54,0.10546875,deuteronomy,control_exclude_meteg,core_projected
revia,6,merkha,20,0.0390625,deuteronomy,control_exclude_meteg,core_projected
revia,7,darga,16,0.03125,deuteronomy,control_exclude_meteg,core_projected
revia,8,telisha_qetana,11,0.02148438,deuteronomy,control_exclude_meteg,core_projected
revia,9,geresh,6,0.01171875,deuteronomy,control_exclude_meteg,core_projected
revia,10,zaqef_qatan,3,0.00585938,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,1,munah,268,0.28121721,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,2,merkha,148,0.15529906,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,3,qadma,111,0.11647429,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,4,mahapakh,105,0.11017838,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,5,revia,67,0.0703043,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,6,pashta,62,0.06505771,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,7,tipeha,52,0.05456453,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,8,telisha_qetana,48,0.05036726,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,9,darga,35,0.03672613,deuteronomy,control_exclude_meteg,core_projected
sof_pasuq,10,tevir,30,0.03147954,deuteronomy,control_exclude_meteg,core_projected
telisha_qetana,1,qadma,113,0.95762712,deuteronomy,control_exclude_meteg,core_projected
telisha_qetana,2,tipeha,2,0.01694915,deuteronomy,control_exclude_meteg,core_projected
telisha_qetana,3,merkha,1,0.00847458,deuteronomy,control_exclude_meteg,core_projected
telisha_qetana,4,mahapakh,1,0.00847458,deuteronomy,control_exclude_meteg,core_projected
telisha_qetana,5,telisha_qetana,1,0.00847458,deuteronomy,control_exclude_meteg,core_projected
tevir,1,merkha,326,0.68343816,deuteronomy,control_exclude_meteg,core_projected
tevir,2,tipeha,143,0.29979036,deuteronomy,control_exclude_meteg,core_projected
tevir,3,tevir,3,0.00628931,deuteronomy,control_exclude_meteg,core_projected
tevir,4,darga,2,0.00419287,deuteronomy,control_exclude_meteg,core_projected
tevir,5,sof_pasuq,1,0.00209644,deuteronomy,control_exclude_meteg,core_projected
tevir,6,telisha_qetana,1,0.00209644,deuteronomy,control_exclude_meteg,core_projected
tevir,7,qadma,1,0.00209644,deuteronomy,control_exclude_meteg,core_projected
tipeha,1,sof_pasuq,566,0.30512129,deuteronomy,control_exclude_meteg,core_projected
tipeha,2,atnah,535,0.2884097,deuteronomy,control_exclude_meteg,core_projected
tipeha,3,merkha,378,0.20377358,deuteronomy,control_exclude_meteg,core_projected
tipeha,4,munah,370,0.19946092,deuteronomy,control_exclude_meteg,core_projected
tipeha,5,qadma,3,0.00161725,deuteronomy,control_exclude_meteg,core_projected
