from_shape,to_shape,count,p_to_given_from,p_to_background,lift,book,level,shape_field,transition_accent_mode
P<=4_A3_C0,P<=4_A3_C0,427,0.30305181,0.31255546,0.96959373,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A2_C0,364,0.25833925,0.24645075,1.04823882,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A3_C0,358,0.32223222,0.31255546,1.03096016,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A2_C0,303,0.27272727,0.24645075,1.10661975,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A4_C0,149,0.10574876,0.10603372,0.99731255,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A3_C0,142,0.29707113,0.31255546,0.95045894,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P<=4_A3_C0,131,0.40432099,0.31255546,1.2935976,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P<=4_A3_C0,123,0.31948052,0.31255546,1.02215627,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A0-1_C0,121,0.08587651,0.0716504,1.19854891,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A4_C0,111,0.09990999,0.10603372,0.94224736,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A4_C0,107,0.07594038,0.08562555,0.88688924,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A2_C0,98,0.20502092,0.24645075,0.83189407,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A3_C0,96,0.2962963,0.31255546,0.94797992,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A5_C0,89,0.06316537,0.07187223,0.87885638,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P5-6_A4_C0,89,0.08010801,0.08562555,0.93556195,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P<=4_A2_C0,86,0.22337662,0.24645075,0.90637427,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A2_C0,78,0.24074074,0.24645075,0.97683102,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P5-6_A5_C0,76,0.06840684,0.07187223,0.95178407,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P<=4_A2_C0,73,0.22530864,0.24645075,0.91421364,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A0-1_C0,72,0.06480648,0.0716504,0.90448178,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A4_C0,58,0.12133891,0.10603372,1.14434271,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P7-9_A6-7_C0,54,0.03832505,0.03815439,1.00447291,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P5-6_A4_C0,44,0.09205021,0.08562555,1.07503198,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P5-6_A4_C0,43,0.11168831,0.08562555,1.30438059,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P<=4_A4_C0,42,0.12962963,0.10603372,1.22253216,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A0-1_C0,41,0.08577406,0.0716504,1.19711906,exodus,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P<=4_A3_C0,41,0.23837209,0.31255546,0.76265536,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P5-6_A5_C0,40,0.08368201,0.07187223,1.16431634,exodus,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P<=4_A2_C0,38,0.22093023,0.24645075,0.89644778,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P7-9_A6-7_C0,36,0.03240324,0.03815439,0.84926632,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A4_C0,36,0.11111111,0.10603372,1.0478847,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P<=4_A4_C0,32,0.08311688,0.10603372,0.78387219,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P5-6_A5_C0,32,0.08311688,0.07187223,1.15645342,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P5-6_A4_C0,31,0.09567901,0.08562555,1.11741189,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P5-6_A5_C0,28,0.08641975,0.07187223,1.20240817,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P<=4_A0-1_C0,27,0.07012987,0.0716504,0.9787785,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A3_C0,27,0.01916253,0.01841171,1.04077916,exodus,minor,transition_bucket_shape,accent_words
P5-6_A3_C0,P<=4_A3_C0,26,0.31325301,0.31255546,1.00223178,exodus,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P<=4_A4_C0,25,0.14534884,0.10603372,1.37077941,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A6-7_C0,22,0.01561391,0.01818988,0.85838425,exodus,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P5-6_A4_C0,21,0.12209302,0.08562555,1.42589469,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P5-6_A4_C0,20,0.0617284,0.08562555,0.72091089,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A0-1_C0,20,0.0617284,0.0716504,0.861522,exodus,minor,transition_bucket_shape,accent_words
P5-6_A3_C0,P<=4_A2_C0,20,0.24096386,0.24645075,0.97773633,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P7-9_A6-7_C0,20,0.041841,0.03815439,1.09662353,exodus,minor,transition_bucket_shape,accent_words
P5-6_A6-7_C0,P<=4_A2_C0,20,0.24390244,0.24645075,0.98965994,exodus,minor,transition_bucket_shape,accent_words
P5-6_A6-7_C0,P<=4_A3_C0,19,0.23170732,0.31255546,0.74133186,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P5-6_A3_C0,19,0.01710171,0.01841171,0.92884951,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P5-6_A6-7_C0,18,0.01620162,0.01818988,0.89069395,exodus,minor,transition_bucket_shape,accent_words
P5-6_A4_C0,P7-9_A6-7_C0,18,0.04675325,0.03815439,1.22536998,exodus,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P7-9_A6-7_C0,17,0.05246914,0.03815439,1.37517944,exodus,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P<=4_A0-1_C0,16,0.09302326,0.0716504,1.29829361,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P10-12_A8+_C0,15,0.01064585,0.00643301,1.65487874,exodus,minor,transition_bucket_shape,accent_words
P7-9_A5_C0,P<=4_A3_C0,15,0.3,0.31255546,0.95982967,exodus,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P7-9_A5_C0,15,0.01064585,0.01109139,0.95982967,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P5-6_A5_C0,14,0.04320988,0.07187223,0.60120408,exodus,minor,transition_bucket_shape,accent_words
P7-9_A6-7_C0,P5-6_A5_C0,14,0.08139535,0.07187223,1.13250072,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P7-9_A6-7_C0,12,0.03703704,0.03815439,0.9707149,exodus,minor,transition_bucket_shape,accent_words
P10-12_A8+_C0,P<=4_A3_C0,12,0.4137931,0.31255546,1.32390299,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P5-6_A6-7_C0,11,0.02301255,0.01818988,1.26512909,exodus,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P7-9_A8+_C0,11,0.00990099,0.00510204,1.94059406,exodus,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P5-6_A6-7_C0,10,0.0308642,0.01818988,1.69677808,exodus,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P5-6_A3_C0,10,0.0209205,0.01841171,1.13626052,exodus,minor,transition_bucket_shape,accent_words
