book,level,coordinate_mode,aggregation,value_mode,equivalence_profile,eligible_segments,bin,normalized_position_midpoint,distance_to_cadence,mean_count,active_rate,n_contributions,n_segments_contributing,n_tokens
genesis,minor,normalized,segment,raw,STRICT,3900,1,0.1,,0.4881410256410256,0.3227564102564103,3900,3900,3962
genesis,minor,normalized,segment,raw,STRICT,3900,2,0.3,,0.649390243902439,0.40807464892830747,1804,1804,1898
genesis,minor,normalized,segment,raw,STRICT,3900,3,0.5,,0.6687622000229648,0.42361350327247677,2903,2903,3162
genesis,minor,normalized,segment,raw,STRICT,3900,4,0.7,,0.6233370288248337,0.3771249076127125,1804,1804,1898
genesis,minor,normalized,segment,raw,STRICT,3900,5,0.9,,0.605,0.3762820512820513,3900,3900,3962
genesis,major,normalized,segment,raw,STRICT,2783,1,0.1,,0.5437477542220626,0.3584561025272488,2783,2783,3732
genesis,major,normalized,segment,raw,STRICT,2783,2,0.3,,0.66499644633973,0.4098791755508173,2345,2345,3333
genesis,major,normalized,segment,raw,STRICT,2783,3,0.5,,0.5908255583828104,0.36849731410800113,2358,2358,3583
genesis,major,normalized,segment,raw,STRICT,2783,4,0.7,,0.5957711442786069,0.371499644633973,2345,2345,3333
genesis,major,normalized,segment,raw,STRICT,2783,5,0.9,,0.6341478021319918,0.3826506168403402,2783,2783,3732
genesis,verse,normalized,segment,raw,STRICT,1526,1,0.1,,0.6195827872433377,0.3985037134119703,1526,1526,3608
genesis,verse,normalized,segment,raw,STRICT,1526,2,0.3,,0.6086187966622749,0.3746376811594203,1518,1518,3611
genesis,verse,normalized,segment,raw,STRICT,1526,3,0.5,,0.6147584381204501,0.37596514449591883,1511,1511,3663
genesis,verse,normalized,segment,raw,STRICT,1526,4,0.7,,0.6132411067193676,0.3818291611769873,1518,1518,3611
genesis,verse,normalized,segment,raw,STRICT,1526,5,0.9,,0.6089121887287026,0.3750982961992136,1526,1526,3608
