source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1200,0.57553957,0.99585062,90,1110,13.33333333,149.70951,8.015523,exodus,explore_k3_7_edges20,full
merkha,tipeha,1153,0.61297182,0.49126545,453,700,2.54525386,263.062031,4.382997,exodus,explore_k3_7_edges20,full
munah,zaqef_qatan,852,0.426,0.57645467,80,772,10.65,176.141104,4.837031,exodus,explore_k3_7_edges20,full
tipeha,meteg,781,0.33276523,0.37458034,135,646,5.78518519,291.591884,2.678401,exodus,explore_k3_7_edges20,full
zaqef_qatan,tipeha,591,0.39986468,0.25181082,0,591,inf,206.701585,2.859194,exodus,explore_k3_7_edges20,full
tipeha,atnah,582,0.24797614,0.50696864,144,438,4.04166667,160.550352,3.625031,exodus,explore_k3_7_edges20,full
mahapakh,pashta,574,0.87366819,0.43060765,10,564,57.4,52.185735,10.999174,exodus,explore_k3_7_edges20,full
pashta,munah,556,0.41710428,0.278,3,553,185.33333333,158.860684,3.499922,exodus,explore_k3_7_edges20,full
merkha,meteg,537,0.28548644,0.25755396,95,442,5.65263158,233.695924,2.297858,exodus,explore_k3_7_edges20,full
tipeha,munah,523,0.22283767,0.2615,4,519,130.75,279.704445,1.869831,exodus,explore_k3_7_edges20,full
munah,atnah,515,0.2575,0.44860627,179,336,2.87709497,136.813252,3.764255,exodus,explore_k3_7_edges20,full
tipeha,merkha,453,0.19301236,0.24082935,1153,-700,0.39288812,263.062031,1.722027,exodus,explore_k3_7_edges20,full
pashta,zaqef_qatan,447,0.33533383,0.30243572,64,383,6.984375,117.398046,3.807559,exodus,explore_k3_7_edges20,full
zaqef_qatan,merkha,429,0.2902571,0.22807018,1,428,429.0,165.660708,2.58963,exodus,explore_k3_7_edges20,full
tevir,merkha,369,0.63076923,0.19617225,145,224,2.54482759,65.56936,5.627629,exodus,explore_k3_7_edges20,full
munah,revia,262,0.131,0.51676529,20,242,13.1,60.421881,4.336178,exodus,explore_k3_7_edges20,full
sof_pasuq,munah,216,0.17940199,0.108,0,216,inf,143.487069,1.505362,exodus,explore_k3_7_edges20,full
sof_pasuq,merkha,214,0.17774086,0.11376927,0,214,inf,134.949589,1.585777,exodus,explore_k3_7_edges20,full
atnah,merkha,206,0.17944251,0.10951621,1,205,206.0,128.672864,1.600959,exodus,explore_k3_7_edges20,full
pashta,pashta,206,0.15453863,0.15453863,206,0,1.0,105.880646,1.945587,exodus,explore_k3_7_edges20,full
tevir,tipeha,193,0.32991453,0.08223264,0,193,inf,81.81355,2.359022,exodus,explore_k3_7_edges20,full
qadma,geresh,192,0.47058824,0.82758621,5,187,38.4,5.640329,34.040568,exodus,explore_k3_7_edges20,full
darga,tevir,189,0.85520362,0.32307692,0,189,inf,7.70379,24.53338,exodus,explore_k3_7_edges20,full
atnah,munah,179,0.15592334,0.0895,515,-336,0.34757282,136.813252,1.308353,exodus,explore_k3_7_edges20,full
sof_pasuq,mahapakh,149,0.12375415,0.22678843,0,149,inf,47.135502,3.161099,exodus,explore_k3_7_edges20,full
merkha,tevir,145,0.07708666,0.24786325,369,-224,0.39295393,65.56936,2.211399,exodus,explore_k3_7_edges20,full
atnah,tipeha,144,0.12543554,0.06135492,582,-438,0.24742268,160.550352,0.896915,exodus,explore_k3_7_edges20,full
meteg,pashta,138,0.06618705,0.10352588,97,41,1.42268041,165.612263,0.833272,exodus,explore_k3_7_edges20,full
meteg,tipeha,135,0.0647482,0.05752024,781,-646,0.17285531,291.591884,0.462976,exodus,explore_k3_7_edges20,full
revia,pashta,134,0.26377953,0.10052513,0,134,inf,40.350614,3.320891,exodus,explore_k3_7_edges20,full
meteg,zaqef_qatan,132,0.06330935,0.08930988,83,49,1.59036145,183.6271,0.718848,exodus,explore_k3_7_edges20,full
revia,mahapakh,123,0.24212598,0.18721461,0,123,inf,19.887737,6.184716,exodus,explore_k3_7_edges20,full
sof_pasuq,qadma,115,0.09551495,0.28186275,0,115,inf,29.271362,3.928755,exodus,explore_k3_7_edges20,full
atnah,mahapakh,115,0.10017422,0.17503805,0,115,inf,44.943153,2.558788,exodus,explore_k3_7_edges20,full
munah,meteg,101,0.0505,0.04844125,63,38,1.6031746,248.480515,0.406471,exodus,explore_k3_7_edges20,full
pashta,meteg,97,0.07276819,0.04652278,138,-41,0.70289855,165.612263,0.585705,exodus,explore_k3_7_edges20,full
meteg,merkha,95,0.04556355,0.05050505,537,-442,0.17690875,233.695924,0.406511,exodus,explore_k3_7_edges20,full
atnah,pashta,93,0.08101045,0.06976744,1,92,93.0,91.186033,1.019893,exodus,explore_k3_7_edges20,full
