source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1200,0.57553957,0.99585062,98,1102,12.24489796,153.61816,7.811576,exodus,explore_k3_7_edges20,core_projected
merkha,tipeha,1153,0.61297182,0.49126545,453,700,2.54525386,269.930113,4.271476,exodus,explore_k3_7_edges20,core_projected
munah,zaqef_qatan,852,0.426,0.57645467,97,755,8.78350515,180.739835,4.713958,exodus,explore_k3_7_edges20,core_projected
tipeha,meteg,781,0.33276523,0.37458034,135,646,5.78518519,299.20483,2.610252,exodus,explore_k3_7_edges20,core_projected
zaqef_qatan,tipeha,592,0.40054127,0.2522369,0,592,inf,212.098196,2.79116,exodus,explore_k3_7_edges20,core_projected
tipeha,atnah,582,0.24797614,0.50696864,144,438,4.04166667,164.742036,3.532796,exodus,explore_k3_7_edges20,core_projected
mahapakh,pashta,574,0.87366819,0.43060765,13,561,44.15384615,53.548212,10.719312,exodus,explore_k3_7_edges20,core_projected
pashta,munah,559,0.41935484,0.2795,8,551,69.875,163.008254,3.429274,exodus,explore_k3_7_edges20,core_projected
merkha,meteg,537,0.28548644,0.25755396,95,442,5.65263158,239.79731,2.239391,exodus,explore_k3_7_edges20,core_projected
tipeha,munah,524,0.22326374,0.262,4,520,131.0,287.007031,1.825739,exodus,explore_k3_7_edges20,core_projected
munah,atnah,515,0.2575,0.44860627,203,312,2.53694581,140.385203,3.668478,exodus,explore_k3_7_edges20,core_projected
tipeha,merkha,453,0.19301236,0.24082935,1153,-700,0.39288812,269.930113,1.678212,exodus,explore_k3_7_edges20,core_projected
pashta,zaqef_qatan,447,0.33533383,0.30243572,64,383,6.984375,120.4631,3.71068,exodus,explore_k3_7_edges20,core_projected
zaqef_qatan,merkha,429,0.2902571,0.22807018,1,428,429.0,169.985815,2.52374,exodus,explore_k3_7_edges20,core_projected
tevir,merkha,369,0.63076923,0.19617225,145,224,2.54482759,67.28126,5.48444,exodus,explore_k3_7_edges20,core_projected
munah,revia,273,0.1365,0.53846154,57,216,4.78947368,61.999389,4.403269,exodus,explore_k3_7_edges20,core_projected
sof_pasuq,munah,247,0.2051495,0.1235,0,247,inf,147.233262,1.67761,exodus,explore_k3_7_edges20,core_projected
sof_pasuq,merkha,216,0.17940199,0.11483254,0,216,inf,138.472883,1.559872,exodus,explore_k3_7_edges20,core_projected
atnah,merkha,207,0.18031359,0.11004785,1,206,207.0,132.032284,1.567798,exodus,explore_k3_7_edges20,core_projected
pashta,pashta,206,0.15453863,0.15453863,206,0,1.0,108.645002,1.896084,exodus,explore_k3_7_edges20,core_projected
atnah,munah,203,0.17682927,0.1015,515,-312,0.39417476,140.385203,1.446021,exodus,explore_k3_7_edges20,core_projected
qadma,geresh,193,0.47303922,0.83189655,5,188,38.6,5.787588,33.347226,exodus,explore_k3_7_edges20,core_projected
tevir,tipeha,193,0.32991453,0.08223264,0,193,inf,83.949557,2.299,exodus,explore_k3_7_edges20,core_projected
darga,tevir,189,0.85520362,0.32307692,0,189,inf,7.904922,23.909154,exodus,explore_k3_7_edges20,core_projected
sof_pasuq,mahapakh,157,0.13039867,0.23896499,0,157,inf,48.366127,3.246073,exodus,explore_k3_7_edges20,core_projected
merkha,tevir,145,0.07708666,0.24786325,369,-224,0.39295393,67.28126,2.155132,exodus,explore_k3_7_edges20,core_projected
atnah,tipeha,144,0.12543554,0.06135492,582,-438,0.24742268,164.742036,0.874094,exodus,explore_k3_7_edges20,core_projected
meteg,pashta,141,0.0676259,0.10577644,97,44,1.45360825,169.936105,0.829724,exodus,explore_k3_7_edges20,core_projected
