k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,tipeha meteg sof_pasuq,712,0.04242894,33.824228,16781,21.05,4.82638269,25,143.161047,True,0.00497512,0,200,1,exodus,explore_k3_7_edges20,full
3,pashta munah zaqef_qatan,505,0.03009356,36.200717,16781,13.95,3.63781093,18,134.985025,True,0.00497512,0,200,2,exodus,explore_k3_7_edges20,full
3,tipeha munah atnah,507,0.03021274,26.475196,16781,19.15,4.0009421,20,121.933782,True,0.00497512,0,200,3,exodus,explore_k3_7_edges20,full
3,merkha meteg sof_pasuq,445,0.02651809,26.417335,16781,16.845,3.95082524,20,108.37103,True,0.00497512,0,200,4,exodus,explore_k3_7_edges20,full
3,tevir merkha tipeha,352,0.0209761,38.469945,16781,9.15,3.19035922,17,107.464388,True,0.00497512,0,200,5,exodus,explore_k3_7_edges20,full
3,mahapakh pashta zaqef_qatan,217,0.01293129,48.49162,16781,4.475,2.15466655,12,98.634752,True,0.00497512,0,200,6,exodus,explore_k3_7_edges20,full
3,sof_pasuq qadma geresh,61,0.00363506,138.636364,16781,0.44,0.63118298,3,95.94682,True,0.00497512,0,200,7,exodus,explore_k3_7_edges20,full
3,mahapakh pashta munah,222,0.01322925,35.463259,16781,6.26,2.27337661,14,94.898487,True,0.00497512,0,200,8,exodus,explore_k3_7_edges20,full
3,paseq munah revia,54,0.00321793,174.193548,16781,0.31,0.57055029,3,94.102134,True,0.00497512,0,200,9,exodus,explore_k3_7_edges20,full
3,darga tevir tipeha,95,0.00566116,85.201794,16781,1.115,1.08056146,6,86.885387,True,0.00497512,0,200,10,exodus,explore_k3_7_edges20,full
3,darga tevir merkha,88,0.00524403,90.25641,16781,0.975,1.01959446,5,85.352563,True,0.00497512,0,200,11,exodus,explore_k3_7_edges20,full
3,revia mahapakh pashta,99,0.00589953,60.923077,16781,1.625,1.21315031,6,80.266229,True,0.00497512,0,200,12,exodus,explore_k3_7_edges20,full
