taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1148,0.06840255,1148,1148,20,7,3.54475809,0.82017979,1.24415602,0.44317732,merkha,0.17944251,tipeha,0.50696864,exodus,explore_k3_7_edges20,full
darga,221,0.01316809,221,221,5,11,0.76812286,0.33081251,2.98751757,0.86358625,tevir,0.85520362,atnah,0.19909502,exodus,explore_k3_7_edges20,full
geresh,232,0.01382351,232,232,9,11,2.5665246,0.80964837,1.09101673,0.31537456,revia,0.27586207,qadma,0.82758621,exodus,explore_k3_7_edges20,full
gershayim,98,0.00583924,98,98,8,8,2.38956527,0.79652176,2.338741,0.77958033,munah,0.33673469,sof_pasuq,0.42857143,exodus,explore_k3_7_edges20,full
mahapakh,657,0.03914676,657,657,8,13,0.63552128,0.21184043,3.0242521,0.8172683,pashta,0.87366819,sof_pasuq,0.22678843,exodus,explore_k3_7_edges20,full
merkha,1881,0.1120777,1881,1881,11,17,1.4132214,0.4085126,2.7739027,0.6786368,tipeha,0.61297182,tipeha,0.24082935,exodus,explore_k3_7_edges20,full
merkha_kefula,1,5.958e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,exodus,explore_k3_7_edges20,full
meteg,2085,0.12423285,2085,2085,23,24,2.53709349,0.56086188,2.91490492,0.63575327,sof_pasuq,0.57553957,tipeha,0.37458034,exodus,explore_k3_7_edges20,full
munah,2000,0.11916821,2000,2000,19,22,2.44572914,0.57574644,3.11695443,0.69895778,zaqef_qatan,0.426,pashta,0.278,exodus,explore_k3_7_edges20,full
paseq,79,0.00470714,79,79,12,6,1.54525909,0.43103912,0.8850534,0.34238539,munah,0.75949367,munah,0.84810127,exodus,explore_k3_7_edges20,full
pashta,1333,0.07942561,1333,1333,12,14,1.9112733,0.5331362,2.56161294,0.67280645,munah,0.41710428,mahapakh,0.43060765,exodus,explore_k3_7_edges20,full
pazer,32,0.00190669,32,32,7,7,1.91529304,0.68224115,2.38285606,0.84879046,telisha_qetana,0.59375,sof_pasuq,0.375,exodus,explore_k3_7_edges20,full
qadma,408,0.02431031,408,408,10,15,2.23626898,0.67318404,2.93446951,0.75110102,geresh,0.47058824,sof_pasuq,0.28186275,exodus,explore_k3_7_edges20,full
revia,508,0.03026872,508,507,16,10,3.06132975,0.76533244,2.18925714,0.65903207,pashta,0.26377953,munah,0.51676529,exodus,explore_k3_7_edges20,full
segol,81,0.00482631,81,81,13,6,3.01206923,0.81397603,1.55238759,0.6005455,munah,0.30864198,munah,0.45679012,exodus,explore_k3_7_edges20,full
sof_pasuq,1205,0.07179884,1204,1205,20,4,3.5621843,0.82421184,0.04449601,0.022248,munah,0.17940199,meteg,0.99585062,exodus,explore_k3_7_edges20,full
telisha_gedola,43,0.00256212,43,43,7,9,1.8162419,0.64695842,2.72444928,0.85946806,qadma,0.60465116,munah,0.27906977,exodus,explore_k3_7_edges20,full
telisha_qetana,90,0.00536257,90,90,4,11,0.32897789,0.16448894,2.82675896,0.81711659,qadma,0.95555556,sof_pasuq,0.28888889,exodus,explore_k3_7_edges20,full
tevir,585,0.0348567,585,585,5,11,1.15738378,0.49845806,2.62100006,0.75763893,merkha,0.63076923,darga,0.32307692,exodus,explore_k3_7_edges20,full
tipeha,2347,0.13984389,2347,2347,9,17,2.00310183,0.63190827,2.11393085,0.51717433,meteg,0.33276523,merkha,0.49126545,exodus,explore_k3_7_edges20,full
yetiv,90,0.00536257,90,90,3,7,0.76983691,0.48571301,2.17456651,0.77459622,munah,0.84444444,revia,0.35555556,exodus,explore_k3_7_edges20,full
zaqef_gadol,99,0.00589883,99,99,10,5,2.19095753,0.65954394,1.76128479,0.75854407,tipeha,0.46464646,zaqef_qatan,0.39393939,exodus,explore_k3_7_edges20,full
zaqef_qatan,1478,0.0880653,1478,1478,18,12,2.58544422,0.62002176,1.52433878,0.42520355,tipeha,0.39986468,munah,0.57645467,exodus,explore_k3_7_edges20,full
zarqa,3,0.00017875,3,3,3,2,1.5849625,1.0,0.91829583,0.91829583,munah,0.33333333,meteg,0.66666667,exodus,explore_k3_7_edges20,full
zinor,79,0.00470714,79,79,4,7,1.22549546,0.61274773,1.61133087,0.57396764,munah,0.51898734,munah,0.65822785,exodus,explore_k3_7_edges20,full
