trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5697,16124,run_preserving_circular_translation,500,0.35332423716199457,0.307836641032002,0.04548759612999259,1.1477653731456348,0.003332893925252549,13.648077961720844,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,3034,16124,run_preserving_circular_translation,500,0.18816670801290003,0.16089754403373852,0.027269163979161515,1.1694815426980256,0.002622128433212678,10.399629413175179,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1595,16124,run_preserving_circular_translation,500,0.09892086330935251,0.08291342098734805,0.01600744232200446,1.1930621379673512,0.0019603110693411528,8.165766429806702,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5612,15881,run_preserving_circular_translation,500,0.35337825073987783,0.3075950757643163,0.04578317497556156,1.1488423534147902,0.003346205927208581,13.68211519897524,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2990,15881,run_preserving_circular_translation,500,0.18827529752534475,0.16071807194878435,0.0275572255765604,1.1714631419006942,0.002634546384190851,10.459950806682821,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1570,15881,run_preserving_circular_translation,500,0.09886027328253888,0.08285399535490866,0.016006277927630222,1.1931865549641467,0.001985306123643589,8.062372717742013,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5377,15171,run_preserving_circular_translation,500,0.3544262078966449,0.30792515027292733,0.04650105762371759,1.1510141590659344,0.003398627363450214,13.682305428304064,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2856,15171,run_preserving_circular_translation,500,0.18825390547755586,0.16066943434924486,0.027584471128311,1.1716846221562653,0.002672759310777978,10.32059677692482,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1496,15171,run_preserving_circular_translation,500,0.09860918858348164,0.08281714459867301,0.01579204398480863,1.1906856854499868,0.002024858305916915,7.79908596007044,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5180,14550,run_preserving_circular_translation,500,0.35601374570446737,0.30837492080782625,0.04763882489664112,1.154483460496221,0.0034531323781192757,13.79582931673974,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2743,14550,run_preserving_circular_translation,500,0.18852233676975946,0.15976110110375294,0.028761235666006524,1.1800265237739458,0.0026926085755184714,10.681550941903408,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1429,14550,run_preserving_circular_translation,500,0.09821305841924399,0.08214615270375908,0.016066905715484914,1.1955892660417884,0.002052792212370366,7.826854378472337,0.001996007984031936,1.0,0.003992015968063872
