measure,value,count,share,cum_share,level,book,run_label
pulse_count,43,4,0.00239521,0.99820359,major,leviticus,main
pulse_count,44,1,0.0005988,0.9988024,major,leviticus,main
pulse_count,45,1,0.0005988,0.9994012,major,leviticus,main
pulse_count,48,1,0.0005988,1.0,major,leviticus,main
accent_count,1,5,0.00299401,0.00299401,major,leviticus,main
accent_count,2,98,0.05868263,0.06167665,major,leviticus,main
accent_count,3,217,0.12994012,0.19161677,major,leviticus,main
accent_count,4,273,0.16347305,0.35508982,major,leviticus,main
accent_count,5,244,0.14610778,0.5011976,major,leviticus,main
accent_count,6,212,0.12694611,0.62814371,major,leviticus,main
accent_count,7,165,0.0988024,0.72694611,major,leviticus,main
accent_count,8,125,0.0748503,0.80179641,major,leviticus,main
accent_count,9,96,0.05748503,0.85928144,major,leviticus,main
accent_count,10,55,0.03293413,0.89221557,major,leviticus,main
accent_count,11,52,0.03113772,0.92335329,major,leviticus,main
accent_count,12,43,0.0257485,0.9491018,major,leviticus,main
accent_count,13,25,0.01497006,0.96407186,major,leviticus,main
accent_count,14,21,0.01257485,0.97664671,major,leviticus,main
accent_count,15,15,0.00898204,0.98562874,major,leviticus,main
accent_count,16,12,0.00718563,0.99281437,major,leviticus,main
accent_count,17,8,0.00479042,0.99760479,major,leviticus,main
accent_count,18,4,0.00239521,1.0,major,leviticus,main
word_count,1,141,0.04580897,0.04580897,minor,leviticus,main
word_count,2,514,0.16699155,0.21280052,minor,leviticus,main
word_count,3,838,0.27225471,0.48505523,minor,leviticus,main
word_count,4,673,0.21864847,0.7037037,minor,leviticus,main
word_count,5,443,0.14392463,0.84762833,minor,leviticus,main
word_count,6,218,0.07082521,0.91845354,minor,leviticus,main
word_count,7,124,0.0402859,0.95873944,minor,leviticus,main
word_count,8,50,0.01624431,0.97498376,minor,leviticus,main
word_count,9,34,0.01104613,0.98602989,minor,leviticus,main
word_count,10,24,0.00779727,0.99382716,minor,leviticus,main
word_count,11,10,0.00324886,0.99707602,minor,leviticus,main
word_count,12,5,0.00162443,0.99870045,minor,leviticus,main
word_count,13,1,0.00032489,0.99902534,minor,leviticus,main
word_count,15,1,0.00032489,0.99935023,minor,leviticus,main
word_count,16,1,0.00032489,0.99967511,minor,leviticus,main
word_count,19,1,0.00032489,1.0,minor,leviticus,main
pulse_count,1,32,0.01039636,0.01039636,minor,leviticus,main
pulse_count,2,42,0.01364522,0.02404159,minor,leviticus,main
pulse_count,3,98,0.03183886,0.05588044,minor,leviticus,main
pulse_count,4,164,0.05328135,0.10916179,minor,leviticus,main
pulse_count,5,290,0.09421702,0.20337882,minor,leviticus,main
pulse_count,6,388,0.12605588,0.3294347,minor,leviticus,main
pulse_count,7,386,0.12540611,0.45484081,minor,leviticus,main
pulse_count,8,338,0.10981157,0.56465237,minor,leviticus,main
pulse_count,9,348,0.11306043,0.6777128,minor,leviticus,main
pulse_count,10,229,0.07439896,0.75211176,minor,leviticus,main
pulse_count,11,200,0.06497726,0.81708902,minor,leviticus,main
pulse_count,12,134,0.04353476,0.86062378,minor,leviticus,main
pulse_count,13,113,0.03671215,0.89733593,minor,leviticus,main
pulse_count,14,80,0.0259909,0.92332684,minor,leviticus,main
pulse_count,15,44,0.014295,0.93762183,minor,leviticus,main
pulse_count,16,52,0.01689409,0.95451592,minor,leviticus,main
pulse_count,17,35,0.01137102,0.96588694,minor,leviticus,main
pulse_count,18,32,0.01039636,0.9762833,minor,leviticus,main
pulse_count,19,15,0.00487329,0.9811566,minor,leviticus,main
pulse_count,20,19,0.00617284,0.98732943,minor,leviticus,main
pulse_count,21,13,0.00422352,0.99155296,minor,leviticus,main
pulse_count,22,8,0.00259909,0.99415205,minor,leviticus,main
pulse_count,23,5,0.00162443,0.99577648,minor,leviticus,main
pulse_count,24,2,0.00064977,0.99642625,minor,leviticus,main
pulse_count,25,5,0.00162443,0.99805068,minor,leviticus,main
pulse_count,26,2,0.00064977,0.99870045,minor,leviticus,main
pulse_count,27,1,0.00032489,0.99902534,minor,leviticus,main
pulse_count,32,1,0.00032489,0.99935023,minor,leviticus,main
pulse_count,33,2,0.00064977,1.0,minor,leviticus,main
accent_count,1,176,0.05717999,0.05717999,minor,leviticus,main
accent_count,2,746,0.24236517,0.29954516,minor,leviticus,main
accent_count,3,1010,0.32813515,0.62768031,minor,leviticus,main
accent_count,4,592,0.19233268,0.820013,minor,leviticus,main
accent_count,5,302,0.09811566,0.91812865,minor,leviticus,main
accent_count,6,123,0.03996101,0.95808967,minor,leviticus,main
accent_count,7,66,0.0214425,0.97953216,minor,leviticus,main
accent_count,8,32,0.01039636,0.98992853,minor,leviticus,main
accent_count,9,16,0.00519818,0.99512671,minor,leviticus,main
accent_count,10,9,0.00292398,0.99805068,minor,leviticus,main
accent_count,11,4,0.00129955,0.99935023,minor,leviticus,main
accent_count,13,1,0.00032489,0.99967511,minor,leviticus,main
accent_count,14,1,0.00032489,1.0,minor,leviticus,main
